cluster_id,go_term,k,K,n,N,pval,overlap_genes,pval_adj,significant
0,interleukin-15-mediated signaling pathway (GO:0035723),3,13,1375,12875,0.15471910724107646,CD4;IL15;IL2RG,0.4798284694102779,False
0,interleukin-17-mediated signaling pathway (GO:0097400),1,9,1375,12875,0.6382486475785212,IL17RA,0.8144785734829143,False
0,interleukin-18-mediated signaling pathway (GO:0035655),2,7,1375,12875,0.16675704585536705,ALOX5;IL18,0.4798284694102779,False
0,interleukin-2-mediated signaling pathway (GO:0038110),2,11,1375,12875,0.3315927976077198,IL2RG;PTK2B,0.6635032128376692,False
0,interleukin-21-mediated signaling pathway (GO:0038114),1,8,1375,12875,0.594965658579258,IL2RG,0.7982551450045406,False
0,interleukin-27-mediated signaling pathway (GO:0070106),2,15,1375,12875,0.48676029982578545,EBI3;IL6ST,0.7564168211837425,False
0,interleukin-35-mediated signaling pathway (GO:0070757),2,11,1375,12875,0.3315927976077198,EBI3;IL6ST,0.6635032128376692,False
0,interleukin-6-mediated signaling pathway (GO:0070102),5,18,1375,12875,0.03614090437620612,CEBPA;IL6R;IL6ST;SOCS3;SPI1,0.23107412597297888,False
0,interleukin-7-mediated signaling pathway (GO:0038111),4,19,1375,12875,0.13750448245818153,CISH;IL2RG;SOCS1;SOCS2,0.451646012350851,False
0,interleukin-9-mediated signaling pathway (GO:0038113),2,9,1375,12875,0.24870174658515173,IL2RG;IL9R,0.5870865809947592,False
0,intermediate filament organization (GO:0045109),2,18,1375,12875,0.5873877524251477,KLHL24;VIM,0.7982551450045406,False
0,intestinal absorption (GO:0050892),2,14,1375,12875,0.4499578052356693,KCNQ1;TJP2,0.7489115711008046,False
0,intestinal lipid absorption (GO:0098856),1,11,1375,12875,0.7114409635360774,LIMA1,0.8546291965651902,False
0,intracellular lipid transport (GO:0032365),2,21,1375,12875,0.6726063827508548,FABP3;NPC2,0.834238307702991,False
0,intracellular pH reduction (GO:0051452),4,35,1375,12875,0.5225628437230181,ATP6V0B;ATP6V0E1;ATP6V1B1;CLCN3,0.7782246162353882,False
0,intracellular protein transmembrane transport (GO:0065002),2,44,1375,12875,0.9567482004888769,HSPA5;RTN2,0.980828104573166,False
0,intracellular protein transport (GO:0006886),20,336,1375,12875,0.9991845952162438,ARL11;CALR;CD74;EGR2;HAP1;HERC2;LAMP2;LAPTM5;NPM1;PRICKLE1;RABGAP1L;RAN;RTN2;SCG5;SGSM1;STX19;TBC1D10C;TBC1D2;TBC1D8B;TGFB1,0.9999998797731735,False
0,intracellular steroid hormone receptor signaling pathway (GO:0030518),6,44,1375,12875,0.3280281674443344,CALCOCO1;GPER1;NCOA4;PHB;PLPP1;RHOXF1,0.6635032128376692,False
0,intracellular sterol transport (GO:0032366),2,13,1375,12875,0.411699750383368,ABCA1;NPC2,0.7281519917632264,False
0,intrinsic apoptotic signaling pathway (GO:0097193),21,102,1375,12875,0.0022904303544639976,ARL6IP5;ATF4;BBC3;BCL2L1;BCL2L11;C1QBP;CASP4;CD24;CDKN1A;CEBPB;CYP1B1;DDIT3;FNIP2;IFI6;LGALS12;MLLT11;MSH6;PMAIP1;PPP1R15A;PYCARD;TRIB3,0.05200770663560099,False
0,intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332),4,36,1375,12875,0.5455336427016165,BCL3;DDIT4;PMAIP1;PYCARD,0.7782246162353882,False
0,intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630),7,51,1375,12875,0.300174581721629,BCL2L1;BCL2L11;BCL3;DDIT4;FNIP2;MSH6;PYCARD,0.6410996219882797,False
0,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059),7,29,1375,12875,0.029689016181872193,ATF4;BBC3;CASP4;CEBPB;DDIT3;PPP1R15A;TRIB3,0.20877600536383695,False
0,intrinsic apoptotic signaling pathway in response to oxidative stress (GO:0008631),2,12,1375,12875,0.37216426682301557,ARL6IP5;CYP1B1,0.7087066120266905,False
0,ion transport (GO:0006811),12,116,1375,12875,0.5914265905326432,ATP10D;ATP1A4;CHRNB4;KCNN1;KCNN3;PLP2;SLC15A2;SLC15A3;SLC20A1;SLC24A3;SLC32A1;SLC4A1,0.7982551450045406,False
0,ionotropic glutamate receptor signaling pathway (GO:0035235),2,10,1375,12875,0.29030266699280677,CPEB4;PTK2B,0.6317106993208056,False
0,IRE1-mediated unfolded protein response (GO:0036498),7,53,1375,12875,0.33582263665823614,DNAJC3;EXTL1;HSPA5;LMNA;TLN1;TPP1;WIPI1,0.6706821108786379,False
0,iron import into cell (GO:0033212),2,7,1375,12875,0.16675704585536705,CYBRD1;NOX5,0.4798284694102779,False
0,iron ion transmembrane transport (GO:0034755),2,10,1375,12875,0.29030266699280677,SLC25A37;SLC40A1,0.6317106993208056,False
0,ketone body biosynthetic process (GO:0046951),1,9,1375,12875,0.6382486475785212,HMGCL,0.8144785734829143,False
0,ketone body metabolic process (GO:1902224),1,11,1375,12875,0.7114409635360774,HMGCL,0.8546291965651902,False
0,kidney development (GO:0001822),10,70,1375,12875,0.21014388876415685,ACE;CENPF;CITED1;LHX1;OSR2;SOX4;TCF21;TFAP2A;TFAP2B;ZBTB16,0.5448504731997764,False
0,kidney morphogenesis (GO:0060993),1,5,1375,12875,0.4315232962196622,SOX4,0.7281519917632264,False
0,killing by host of symbiont cells (GO:0051873),2,16,1375,12875,0.5219816608030684,APOL1;GAPDH,0.7782246162353882,False
0,kynurenine metabolic process (GO:0070189),1,9,1375,12875,0.6382486475785212,AFMID,0.8144785734829143,False
0,L-alpha-amino acid transmembrane transport (GO:1902475),3,27,1375,12875,0.5620488608617352,ARL6IP5;SLC3A2;SLC7A8,0.7901211778870558,False
0,L-amino acid transport (GO:0015807),3,28,1375,12875,0.5874710296891913,ARL6IP5;SLC3A2;SLC7A8,0.7982551450045406,False
0,L-ascorbic acid metabolic process (GO:0019852),1,9,1375,12875,0.6382486475785212,SLC2A1,0.8144785734829143,False
0,L-glutamate transmembrane transport (GO:0015813),1,10,1375,12875,0.676909312088045,ARL6IP5,0.834238307702991,False
0,late endosome to vacuole transport via multivesicular body sorting pathway (GO:0032511),1,16,1375,12875,0.8360447774921081,LEPROT,0.9192092316742179,False
0,left/right axis specification (GO:0070986),2,5,1375,12875,0.0915548429759405,CITED2;SETDB2,0.3787288454984945,False
0,left/right pattern formation (GO:0060972),2,7,1375,12875,0.16675704585536705,CITED2;SETDB2,0.4798284694102779,False
0,lens fiber cell development (GO:0070307),1,8,1375,12875,0.594965658579258,ATF4,0.7982551450045406,False
0,leptin-mediated signaling pathway (GO:0033210),1,10,1375,12875,0.676909312088045,EBI3,0.834238307702991,False
0,leucine transport (GO:0015820),2,6,1375,12875,0.12784984334554994,SLC3A2;SLC7A8,0.4316761853445692,False
0,leukocyte adhesion to vascular endothelial cell (GO:0061756),2,19,1375,12875,0.6175081092916537,ITGB7;SELPLG,0.8144785734829143,False
0,leukocyte aggregation (GO:0070486),2,8,1375,12875,0.20730553888656114,RAC2;S100A8,0.5433642041832198,False
0,leukocyte cell-cell adhesion (GO:0007159),6,28,1375,12875,0.07124549135116351,CCL5;CLEC4M;FERMT3;ICAM1;ITGB2;MSN,0.34451812831615874,False
0,leukocyte chemotaxis involved in inflammatory response (GO:0002232),3,6,1375,12875,0.018964842236721652,ALOX5;MDK;NINJ1,0.1630352075411997,False
0,leukotriene D4 biosynthetic process (GO:1901750),1,9,1375,12875,0.6382486475785212,GGT5,0.8144785734829143,False
0,limb morphogenesis (GO:0035108),2,22,1375,12875,0.6976468994857192,TBX3;TFAP2B,0.8527702592309347,False
0,linoleic acid metabolic process (GO:0043651),6,21,1375,12875,0.019445089200802658,ACSL1;ALOX5;FADS1;GSTM2;GSTP1;PNPLA8,0.16445664510314476,False
0,lipid biosynthetic process (GO:0008610),9,80,1375,12875,0.4872811947496597,ACSL1;ACSL5;ACSM3;ALOX5;FADS1;GPAT2;LIPG;LIPH;MBOAT1,0.7564168211837425,False
0,lipid catabolic process (GO:0016042),4,29,1375,12875,0.37553717109025136,CYP4F3;HSD17B14;LIPG;LIPH,0.7125314717597957,False
0,lipid droplet organization (GO:0034389),3,22,1375,12875,0.42220121540221106,CIDEC;PLA2G4C;SQLE,0.7281519917632264,False
0,lipid import into cell (GO:0140354),1,8,1375,12875,0.594965658579258,ACSL1,0.7982551450045406,False
0,lipid modification (GO:0030258),7,43,1375,12875,0.16973651506954365,ALOX5;CYP3A5;DGKB;MBOAT1;PLPP1;PLPPR3;SGPP2,0.48639174208542757,False
0,lipid translocation (GO:0034204),4,24,1375,12875,0.2501230526976236,ABCA1;ATP10D;ATP8A2;ATP8B4,0.5870865809947592,False
0,lipid transport (GO:0006869),12,109,1375,12875,0.5012905056689818,ABCA1;ABCA5;ABCA6;ABCC3;ACSL1;APOE;CEACAM1;FABP3;FABP5;NPC2;SLCO1A2;SLCO2B1,0.7671764588589766,False
0,lipid transport across blood-brain barrier (GO:1990379),1,5,1375,12875,0.4315232962196622,FABP5,0.7281519917632264,False
0,lipopolysaccharide-mediated signaling pathway (GO:0031663),4,20,1375,12875,0.15819336271778672,CCL2;CCL5;IL18;TGFB1,0.4798284694102779,False
0,lipoprotein biosynthetic process (GO:0042158),2,11,1375,12875,0.3315927976077198,APOE;WIPI1,0.6635032128376692,False
0,lipoprotein metabolic process (GO:0042157),1,9,1375,12875,0.6382486475785212,APOE,0.8144785734829143,False
0,lipoprotein transport (GO:0042953),3,10,1375,12875,0.08229806495453161,LRP1;PRKCB;VMP1,0.3706716207822814,False
0,liver development (GO:0001889),6,32,1375,12875,0.11970242194413193,ANXA1;ARID5B;AURKA;CEBPA;CEBPB;CITED2,0.4316761853445692,False
0,long-chain fatty acid import into cell (GO:0044539),2,10,1375,12875,0.29030266699280677,ACSL1;SLC2A1,0.6317106993208056,False
0,long-term memory (GO:0007616),2,19,1375,12875,0.6175081092916537,APOE;SGK1,0.8144785734829143,False
0,long-term synaptic potentiation (GO:0060291),2,21,1375,12875,0.6726063827508548,PTK2B;VAMP2,0.834238307702991,False
0,low-density lipoprotein receptor particle metabolic process (GO:0032799),2,10,1375,12875,0.29030266699280677,CLTA;MYLIP,0.6317106993208056,False
0,lung development (GO:0030324),6,35,1375,12875,0.1643636898415049,CEBPA;FGFR2;FOXF1;ITGA3;PDPN;TCF21,0.4798284694102779,False
0,lung morphogenesis (GO:0060425),1,5,1375,12875,0.4315232962196622,TCF21,0.7281519917632264,False
0,lymph node development (GO:0048535),2,5,1375,12875,0.0915548429759405,PDPN;TGFB1,0.3787288454984945,False
0,lymphocyte activation involved in immune response (GO:0002285),2,24,1375,12875,0.7429562862979258,CD74;MDK,0.8665749201989765,False
0,lymphocyte chemotaxis (GO:0048247),5,44,1375,12875,0.5127222681102946,ADAM8;CCL2;CCL25;CCL5;HSD3B7,0.7782246162353882,False
0,lymphocyte differentiation (GO:0030098),13,84,1375,12875,0.10895499678220355,ADAM17;AXL;CD4;HHEX;KIT;KLF6;LYL1;PBX1;PLCG2;PTPRC;RELB;RHOH;SOX4,0.4153412194854438,False
0,lymphocyte mediated immunity (GO:0002449),3,13,1375,12875,0.15471910724107646,CD55;CD70;MYO1G,0.4798284694102779,False
0,lymphocyte migration (GO:0072676),7,40,1375,12875,0.1287382783483325,ADAM8;CCL2;CCL25;CCL5;MSN;MYO1G;S1PR1,0.4316761853445692,False
0,lymphocyte proliferation (GO:0046651),7,38,1375,12875,0.10453095584442644,CD70;HELLS;MEF2C;MSN;PTPRC;TNFRSF4;TNFSF14,0.4081591902037511,False
0,lymphoid progenitor cell differentiation (GO:0002320),2,7,1375,12875,0.16675704585536705,SOX4;SPI1,0.4798284694102779,False
0,lysosomal lumen acidification (GO:0007042),2,9,1375,12875,0.24870174658515173,CLN5;GRN,0.5870865809947592,False
0,lysosomal microautophagy (GO:0016237),1,7,1375,12875,0.5465081436176709,ATG2A,0.7782246162353882,False
0,lysosome localization (GO:0032418),4,37,1375,12875,0.5679167897340176,KIT;MILR1;MYH9;S100A13,0.7967617016483296,False
0,macroautophagy (GO:0016236),8,120,1375,12875,0.9508412818737225,DYNLL1;GABARAPL1;LAMP2;MAP1LC3B;NBR1;SQSTM1;VAMP8;WIPI1,0.9770326797020198,False
0,macromolecule catabolic process (GO:0009057),4,28,1375,12875,0.35019745396626517,CAPN3;CLN5;TGFB1;TPP1,0.6895028099298096,False
0,macrophage activation (GO:0042116),9,36,1375,12875,0.011521395727967645,AIF1;AZU1;CD93;CLU;ITGAM;ITGB2;PLCG2;SNCA;TMEM106A,0.12877966564833065,False
0,macrophage activation involved in immune response (GO:0002281),3,13,1375,12875,0.15471910724107646,GRN;PLCG2;TYROBP,0.4798284694102779,False
0,macrophage chemotaxis (GO:0048246),4,12,1375,12875,0.03178196230906608,AZU1;CCL2;CCL5;LGALS3,0.212116674963703,False
0,macrophage derived foam cell differentiation (GO:0010742),1,6,1375,12875,0.49225798679448474,TGFB1,0.7564168211837425,False
0,macrophage migration (GO:1905517),5,15,1375,12875,0.016577786204964137,AZU1;CCL2;CCL5;LGALS3;P2RX4,0.15393684403788666,False
0,macropinocytosis (GO:0044351),2,7,1375,12875,0.16675704585536705,MAPKAPK2;PYCARD,0.4798284694102779,False
0,magnesium ion homeostasis (GO:0010960),1,6,1375,12875,0.49225798679448474,TFAP2B,0.7564168211837425,False
0,maintenance of blood-brain barrier (GO:0035633),6,30,1375,12875,0.09378963791396931,ACTB;ACTG1;ESAM;LAMC1;MBP;TJP2,0.3841697129456508,False
0,maintenance of gastrointestinal epithelium (GO:0030277),1,18,1375,12875,0.8692344978637698,MUC4,0.9366597514251017,False
0,maintenance of protein localization in endoplasmic reticulum (GO:0035437),2,12,1375,12875,0.37216426682301557,HSPA5;OS9,0.7087066120266905,False
0,maintenance of protein localization in organelle (GO:0072595),2,19,1375,12875,0.6175081092916537,BCL3;HSPA5,0.8144785734829143,False
0,maintenance of protein location in nucleus (GO:0051457),2,20,1375,12875,0.645906302526389,BCL3;SYNE1,0.8214758337599163,False
0,male gonad development (GO:0008584),5,43,1375,12875,0.4917343021255269,BIK;COL9A3;ING2;KIT;NCOA4,0.7564168211837425,False
0,male meiosis I (GO:0007141),1,16,1375,12875,0.8360447774921081,ING2,0.9192092316742179,False
0,mammary gland development (GO:0030879),1,24,1375,12875,0.9336715447948669,TBX3,0.9698855579694068,False
0,mammary gland duct morphogenesis (GO:0060603),1,5,1375,12875,0.4315232962196622,CSF1R,0.7281519917632264,False
0,mammary gland epithelial cell differentiation (GO:0060644),1,8,1375,12875,0.594965658579258,ID2,0.7982551450045406,False
0,mammary gland epithelium development (GO:0061180),2,15,1375,12875,0.48676029982578545,CSF1R;ID2,0.7564168211837425,False
0,MAPK cascade (GO:0000165),45,303,1375,12875,0.013863724369555868,AREG;AVP;BCL2L1;CAMK2A;CCL2;CCL5;CDK1;CSF2RA;DUSP5;DUSP9;ERBB3;FGFR2;FLT3LG;IL18;IL2RG;IL3RA;KIT;KLB;LGALS9;MAPKAPK2;MBP;MEF2C;MYC;PIK3R1;PPP1CB;PSMA4;PSMB1;PSMB2;PSMB3;PSMB6;PSMB8;PSMB9;PSME1;PTPN7;RASA4;RASGRF2;RASGRP3;SHC2;TAOK3;TGFB1;UBB;UBC;ZFP36;ZFP36L1;ZFP36L2,0.1422397602036258,False
0,mast cell activation involved in immune response (GO:0002279),3,8,1375,12875,0.04511156676178482,KIT;MILR1;S100A13,0.2589049992602467,False
0,mast cell degranulation (GO:0043303),3,8,1375,12875,0.04511156676178482,KIT;MILR1;S100A13,0.2589049992602467,False
0,mast cell mediated immunity (GO:0002448),4,9,1375,12875,0.010497076402366495,KIT;MILR1;S100A13;SERPINB9,0.12317238437229831,False
0,megakaryocyte differentiation (GO:0030219),1,12,1375,12875,0.7422842996009014,KIT,0.8665749201989765,False
0,meiosis I (GO:0007127),4,26,1375,12875,0.29966695850448577,BCL2L11;ING2;MEI1;PTTG1,0.6410996219882797,False
0,meiotic mismatch repair (GO:0000710),1,5,1375,12875,0.4315232962196622,MSH6,0.7281519917632264,False
0,melanin biosynthetic process (GO:0042438),1,5,1375,12875,0.4315232962196622,CITED1,0.7281519917632264,False
0,melanocyte differentiation (GO:0030318),3,12,1375,12875,0.12873545153124166,CITED1;KIT;MEF2C,0.4316761853445692,False
0,membrane assembly (GO:0071709),3,36,1375,12875,0.7549922613233282,ANXA2;S100A10;TLCD2,0.88012211713417,False
0,membrane biogenesis (GO:0044091),1,7,1375,12875,0.5465081436176709,TLCD2,0.7782246162353882,False
0,membrane depolarization (GO:0051899),6,32,1375,12875,0.11970242194413193,CACNA1G;KCNH2;P2RX4;P2RX7;SCN11A;SCN9A,0.4316761853445692,False
0,membrane depolarization during action potential (GO:0086010),5,26,1375,12875,0.13744094297280907,CACNA1D;CACNA1G;KCNH2;SCN11A;SCN9A,0.451646012350851,False
0,membrane fusion (GO:0061025),1,36,1375,12875,0.9829519047118008,VAMP2,0.9961626087214076,False
0,membrane lipid biosynthetic process (GO:0046467),3,58,1375,12875,0.9552178234393702,ALDH3B1;PLPP1;SGPP2,0.9805651268623314,False
0,membrane lipid catabolic process (GO:0046466),2,10,1375,12875,0.29030266699280677,CYP1B1;FUCA1,0.6317106993208056,False
0,membrane lipid metabolic process (GO:0006643),1,22,1375,12875,0.9168273564954006,CYP1B1,0.9618880079776495,False
0,membrane organization (GO:0061024),28,242,1375,12875,0.35533472415265516,AAK1;ACTB;ACTG1;AREG;ARPC3;ARPC5;AVP;CD3D;CD3G;CD4;CLTA;CR1;DAB2;FNBP1;HSPA8;LPCAT2;REEP1;RTP3;SYP;SYT1;TF;TFRC;TLCD2;TOR1AIP2;UBB;UBC;VAMP2;VAMP8,0.6989587935545166,False
0,membrane raft distribution (GO:0031580),2,5,1375,12875,0.0915548429759405,CD2;PTPRC,0.3787288454984945,False
0,membrane raft organization (GO:0031579),2,15,1375,12875,0.48676029982578545,ANXA2;S100A10,0.7564168211837425,False
0,membrane repolarization (GO:0086009),5,16,1375,12875,0.022037581396465486,ATP1B1;ATP1B2;KCNE3;KCNH2;KCNQ1,0.1791303795222428,False
0,membrane repolarization during action potential (GO:0086011),4,14,1375,12875,0.0541339558033003,ATP1B1;KCNE3;KCNH2;KCNQ1,0.2983795083722805,False
0,menaquinone metabolic process (GO:0009233),1,5,1375,12875,0.4315232962196622,CYP4F3,0.7281519917632264,False
0,mesenchymal cell differentiation (GO:0048762),8,51,1375,12875,0.17253653831400195,CTNNB1;ENG;FGFR2;LIMS1;LOXL2;MEF2C;S100A4;TGFB1,0.48942578774106993,False
0,mesenchymal cell differentiation involved in kidney development (GO:0072161),1,6,1375,12875,0.49225798679448474,TCF21,0.7564168211837425,False
0,mesenchymal to epithelial transition (GO:0060231),2,10,1375,12875,0.29030266699280677,CITED1;FZD7,0.6317106993208056,False
0,mesenchyme development (GO:0060485),3,16,1375,12875,0.24021077298480648,CRELD1;FGFR2;FOXF1,0.5870865809947592,False
0,mesenchyme morphogenesis (GO:0072132),5,17,1375,12875,0.02854172500070212,ACVRL1;ENG;HEY1;MDM4;TBX2,0.2063102544168399,False
0,mesoderm development (GO:0007498),3,20,1375,12875,0.36192437017903456,BTK;HES7;TBX3,0.7046225622590896,False
0,mesoderm formation (GO:0001707),1,20,1375,12875,0.8957094548448084,ITGA3,0.9474111651497745,False
0,mesoderm morphogenesis (GO:0048332),1,12,1375,12875,0.7422842996009014,TBX3,0.8665749201989765,False
0,mesodermal cell differentiation (GO:0048333),1,9,1375,12875,0.6382486475785212,ITGA3,0.8144785734829143,False
0,mesodermal cell fate commitment (GO:0001710),1,6,1375,12875,0.49225798679448474,KLF4,0.7564168211837425,False
0,mesonephric tubule development (GO:0072164),3,17,1375,12875,0.27029642731052966,FGFR2;LHX1;TCF21,0.6177781582622499,False
0,mesonephros development (GO:0001823),2,11,1375,12875,0.3315927976077198,OSR2;ZBTB16,0.6635032128376692,False
0,metanephros development (GO:0001656),2,26,1375,12875,0.7823180909170069,CITED1;OSR2,0.8939033743027442,False
0,methionine metabolic process (GO:0006555),1,8,1375,12875,0.594965658579258,MTHFR,0.7982551450045406,False
0,microglial cell activation (GO:0001774),8,22,1375,12875,0.001341820923141265,AIF1;AZU1;CLU;GRN;ITGAM;ITGB2;SNCA;TYROBP,0.03807254587919484,True
0,microtubule bundle formation (GO:0001578),3,45,1375,12875,0.8730239641664251,PLK1;PSRC1;TPPP3,0.9366959738796415,False
0,microtubule cytoskeleton organization involved in mitosis (GO:1902850),22,128,1375,12875,0.016427642683275744,AURKA;AURKB;BIRC5;CCNB1;CDC20;CDCA8;CENPA;CENPE;CENPF;CENPU;CEP126;DLGAP5;DYNC1I1;DYNLL1;KIF2C;NUDC;NUSAP1;PLK1;RAN;SPC24;SPC25;STMN1,0.15393684403788666,False
0,microtubule depolymerization (GO:0007019),3,18,1375,12875,0.30075520801747924,KIF14;KIF2C;STMN1,0.6410996219882797,False
0,microtubule nucleation (GO:0007020),1,20,1375,12875,0.8957094548448084,TPX2,0.9474111651497745,False
0,microtubule polymerization (GO:0046785),2,30,1375,12875,0.8454236019714712,TPPP3;TPX2,0.9270813147078232,False
0,microtubule polymerization or depolymerization (GO:0031109),4,27,1375,12875,0.32486980232278445,KIF14;KIF2C;STMN1;TPPP3,0.6635032128376692,False
0,microtubule-based transport (GO:0099111),1,13,1375,12875,0.7698330120356957,DYNC1I1,0.8836160231552572,False
0,middle ear morphogenesis (GO:0042474),1,5,1375,12875,0.4315232962196622,OSR2,0.7281519917632264,False
0,mitochondrial membrane organization (GO:0007006),2,32,1375,12875,0.87029994136722,BCL2L1;PMAIP1,0.9366597514251017,False
0,mitochondrial transport (GO:0006839),4,56,1375,12875,0.8624460229853605,BCL2L1;HSP90AA1;MGARP;PMAIP1,0.9366597514251017,False
0,mitochondrion distribution (GO:0048311),2,12,1375,12875,0.37216426682301557,ATCAY;HAP1,0.7087066120266905,False
0,mitochondrion organization (GO:0007005),13,175,1375,12875,0.9425930097665378,ADCK1;ALAS1;ATCAY;BCL2L1;BIK;BNIP3L;CAV2;HAP1;IFIT2;MGARP;PHB;PYROXD2;SSBP1,0.9738263092988613,False
0,mitochondrion transport along microtubule (GO:0047497),2,13,1375,12875,0.411699750383368,MGARP;UBB,0.7281519917632264,False
0,mitochondrion-endoplasmic reticulum membrane tethering (GO:1990456),1,7,1375,12875,0.5465081436176709,VMP1,0.7782246162353882,False
0,mitophagy (GO:0000423),2,8,1375,12875,0.20730553888656114,MAP1LC3B;SQSTM1,0.5433642041832198,False
0,mitotic cell cycle checkpoint signaling (GO:0007093),2,23,1375,12875,0.721077534196005,AURKB;NABP1,0.8612526980763032,False
0,mitotic cell cycle phase transition (GO:0044772),28,209,1375,12875,0.1227513898478531,AURKA;CAMK2A;CCNA2;CCNB1;CCNB2;CCND3;CCNG2;CDK1;CDKN1A;CDKN2C;CDKN2D;CNTRL;DYNLL1;GPR132;HSP90AA1;MYC;OPTN;PHLDA1;PIM2;PLK1;PPP1CB;PPP1R12A;PRKAR2B;SDCCAG8;TUBA1A;TUBB;TUBB4B;UBE2S,0.4316761853445692,False
0,mitotic chromosome condensation (GO:0007076),6,27,1375,12875,0.06127842323638707,CCNB1;CDK1;NUSAP1;PLK1;SET;SMC4,0.32275469838064585,False
0,mitotic cytokinesis (GO:0000281),8,49,1375,12875,0.14673116291369895,CENPA;CKAP2;NUSAP1;PLK1;RHOB;RHOC;SON;STMN1,0.4767051311457498,False
0,mitotic DNA integrity checkpoint signaling (GO:0044774),1,13,1375,12875,0.7698330120356957,CLSPN,0.8836160231552572,False
0,mitotic DNA replication (GO:1902969),1,10,1375,12875,0.676909312088045,CDC45,0.834238307702991,False
0,mitotic G2/M transition checkpoint (GO:0044818),6,45,1375,12875,0.3477484478521253,CDK1;CDKN1A;CLSPN;NABP1;PLK1;TAOK3,0.6892281855437283,False
0,mitotic metaphase plate congression (GO:0007080),8,51,1375,12875,0.17253653831400195,CCNB1;CDCA8;CDT1;CENPE;KIF14;KIF2C;NUDC;PSRC1,0.48942578774106993,False
0,mitotic nuclear division (GO:0140014),8,74,1375,12875,0.5409952045098878,CDCA8;FLNA;NUSAP1;PLK1;RAN;SMC4;TPX2;UBE2S,0.7782246162353882,False
0,mitotic nuclear membrane disassembly (GO:0007077),5,12,1375,12875,0.005738156076133973,CCNB1;CCNB2;CDK1;PLK1;PRKCB,0.09447478019547156,False
0,mitotic nuclear membrane organization (GO:0101024),5,51,1375,12875,0.6475246961568955,CCNB1;CCNB2;CDK1;LMNA;RAN,0.8217977462161328,False
0,mitotic nuclear membrane reassembly (GO:0007084),5,51,1375,12875,0.6475246961568955,CCNB1;CCNB2;CDK1;LMNA;RAN,0.8217977462161328,False
0,mitotic sister chromatid segregation (GO:0000070),15,102,1375,12875,0.12486593482213777,CCNB1;CDCA8;CDK1;CENPE;DLGAP5;KIF14;KIF2C;NUDC;NUSAP1;PLK1;PRC1;PSRC1;RAN;SET;SMC4,0.4316761853445692,False
0,mitotic spindle assembly (GO:0090307),4,44,1375,12875,0.7057181732646155,AURKB;FLNA;PRC1;TPX2,0.8546291965651902,False
0,mitotic spindle checkpoint signaling (GO:0071174),3,21,1375,12875,0.3922555403939639,CDC20;CENPF;PLK1,0.7281519917632264,False
0,mitotic spindle elongation (GO:0000022),2,8,1375,12875,0.20730553888656114,AURKB;PRC1,0.5433642041832198,False
0,mitotic spindle midzone assembly (GO:0051256),2,8,1375,12875,0.20730553888656114,AURKB;PRC1,0.5433642041832198,False
0,mitotic spindle organization (GO:0007052),24,157,1375,12875,0.04511317363845371,AURKA;AURKB;BIRC5;CCNB1;CDC20;CDCA8;CENPA;CENPE;CENPF;CENPU;CEP126;DLGAP5;DYNC1I1;DYNLL1;FLNA;KIF2C;NUDC;PLK1;PRC1;RAN;SPC24;SPC25;STMN1;TPX2,0.2589049992602467,False
0,mitral valve development (GO:0003174),1,7,1375,12875,0.5465081436176709,SOX4,0.7782246162353882,False
0,mitral valve morphogenesis (GO:0003183),1,9,1375,12875,0.6382486475785212,SOX4,0.8144785734829143,False
0,modification-dependent macromolecule catabolic process (GO:0043632),3,10,1375,12875,0.08229806495453161,ISG15;UBB;UBC,0.3706716207822814,False
0,modified amino acid transport (GO:0072337),2,17,1375,12875,0.5555396919354071,FOLR1;PDPN,0.7825505168260725,False
0,modulation by host of viral genome replication (GO:0044827),4,15,1375,12875,0.06779074474814978,IFI27;NUCKS1;PHB;PPIB,0.3324292623917485,False
0,modulation by host of viral process (GO:0044788),4,12,1375,12875,0.03178196230906608,APOE;CAV2;IFI27;PPIB,0.212116674963703,False
0,modulation by symbiont of entry into host (GO:0052372),5,20,1375,12875,0.05474896141976038,CXCL8;TRIM22;TRIM38;TRIM5;TRIML2,0.29939942514628126,False
0,modulation by symbiont of host apoptotic process (GO:0052150),2,7,1375,12875,0.16675704585536705,RNF213;SERPINB9,0.4798284694102779,False
0,modulation by symbiont of host defense response (GO:0052031),3,7,1375,12875,0.030581837071007232,B2M;UBB;UBC,0.20877600536383695,False
0,modulation of chemical synaptic transmission (GO:0050804),8,109,1375,12875,0.9073743148887179,CAMK2A;CHRNB4;GRIK1;GRM3;MCTP1;MEF2C;RELN;SYT1,0.9558774300567482,False
0,modulation of excitatory postsynaptic potential (GO:0098815),2,27,1375,12875,0.7999396293214289,PTK2B;RELN,0.8974618075469737,False
0,monocyte activation (GO:0042117),2,10,1375,12875,0.29030266699280677,AZU1;MT1G,0.6317106993208056,False
0,monocyte chemotaxis (GO:0002548),7,42,1375,12875,0.15548194702675833,ANXA1;CCL2;CCL25;CCL5;FLT1;IL6R;LGALS3,0.4798284694102779,False
0,monocyte extravasation (GO:0035696),2,5,1375,12875,0.0915548429759405,CD47;JAML,0.3787288454984945,False
