gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35
CRB1,-0.018777937,-0.006436921,-0.0063239336,-0.0021699443,-0.0015898568,-0.0058292,-0.009022571,-0.0068003014,0.007183899,0.0030206894,0.0032382642,0.0011101542,0.009756403,0.0032270136,0.008483481,-0.0045300513,0.0050879866,0.00602161,-0.009169058,-0.00898268,0.008617229,-0.00056983007,-0.0019345792,-0.007406714,-0.003945647,0.0049341084,-0.004859222,-0.0006316613,-0.0043491544,0.002580785,0.0037461882,0.010081028,0.0017537976,0.0014941072,-0.0036041182,0.0069268127
PTPRC,0.47451618,-0.18463136,-0.8538018,-0.087954335,-0.06554534,-0.15144432,0.5467942,0.74224526,0.011528752,0.098596245,0.030851552,-0.084157854,0.03808124,-0.010681462,-0.11072725,0.17739014,0.006407808,0.15321027,0.009773968,-0.32938412,-0.33609805,-0.034685023,0.097247615,0.017645491,-0.047514454,-0.040705543,-0.07171865,-0.030196743,0.121195614,-0.05217935,-0.0021057262,-0.013333333,-0.082509056,0.09745979,0.2318169,0.12517706
KIF14,-0.10808069,0.0008987154,0.1052699,0.007361778,0.06693771,-0.0036051585,-0.09982087,0.018305214,0.0027840368,-0.0057309326,-0.005323161,-0.014408989,0.0012417705,-0.004140432,0.0028620777,-0.03534956,-0.021291722,0.0035637824,0.007676403,0.021834444,0.020020649,-0.0057854936,-0.009045241,-0.01339101,-0.021408414,0.021087881,0.019721476,0.0019293823,-0.012169193,-0.024438849,-0.0021585568,-0.0069954256,0.004357247,-0.010810329,-0.007909997,0.005859044
ASCL5,0.053365763,0.005932544,-0.008187603,-0.017739484,-0.017659565,-0.009470781,-0.010551581,0.028850237,-0.0010357498,0.0006569443,-0.0009910697,-0.002710932,-0.0048251296,0.0006347864,0.0021574483,-0.007462427,-9.216718e-05,0.0064674607,0.0036628656,0.007364949,-0.006524238,0.00625825,0.009717202,0.0029515966,0.0018604321,-0.011520637,0.00390993,0.00017381439,0.0018548896,-0.01653853,-0.0064290864,-0.004548853,-0.00025135715,-0.011372807,-0.0111673875,0.007985925
PHLDA3,0.16886751,-0.18110564,-0.0629114,0.03802289,0.26455352,-0.22381546,0.13660759,0.21314137,-0.02651605,0.13923037,0.0008781461,-0.076160885,0.12233195,-0.12652719,-0.089506395,-0.027863285,-0.060996752,-0.0725537,0.0887133,-0.1492998,-0.10444356,0.0136189405,0.11226807,-0.01326309,0.020580675,0.03499689,0.062200602,-0.21574102,0.21638094,0.08267431,0.12959412,-0.29424256,-0.16403055,-0.020464834,0.17721537,-0.012086063
LMOD1,0.0001115967,0.003089761,-0.04108157,-0.004666366,-0.017374694,0.0134049,0.020535104,-0.0054940055,-0.003632845,0.0058543365,-0.0012000569,0.001993757,-0.0037290014,0.00017857476,0.0054754214,-0.0019638299,-0.0025752208,-0.004594558,-0.0011473235,0.0050248303,0.0015374304,0.0012015016,-0.0028241118,0.0032530727,0.008340191,0.0035061212,-0.0031939375,0.0018710861,0.0021225163,0.011787189,-0.0018142628,0.0023548473,-0.0027625663,-0.0020941831,0.0019020834,-0.0066461093
ELF3,0.079289,0.0065313294,-0.009617759,-0.010384154,-0.0012310877,0.0081033055,0.0034020043,0.0015512762,-0.002696745,0.0054054772,0.002368005,-0.0077906796,0.0007738361,0.0011480282,0.0041955006,0.0163057,0.009632277,-0.014508949,0.00972716,0.0059872405,0.0010399793,0.0002726778,-0.0077948812,0.0030778078,-0.0026507697,-0.0055622254,-5.210245e-05,-0.0110991625,-0.002802759,-0.008445353,0.0008413117,0.00014991582,0.0032473288,-0.010269297,0.008458391,-0.0018212531
GPR37L1,0.07144704,-0.00025976042,-0.0068541006,-0.00793708,-0.0011552703,-0.0077389646,-0.000800039,-0.008536975,0.0056929537,0.007921416,0.0006479568,-0.005818565,0.0044076676,-0.006944343,0.008681957,-0.002113086,0.006250144,-0.0070944894,0.0075920066,0.002345369,0.0059570926,0.0028612327,-0.0006426615,0.0057255942,0.0030321537,0.0050322856,2.8914523e-05,0.0002230551,0.005008018,-0.004263166,-0.000121713456,-0.0007760906,0.009119275,0.00069591025,-0.0040364894,0.0072494373
PTPN7,-0.1141612,-0.013375919,0.0125008775,0.049517874,0.028861115,-0.001662541,0.019773807,0.13123715,0.012187574,-0.018542968,0.015051547,0.010425174,0.023185365,0.007108895,-0.035738807,-0.043389443,-0.06282817,0.06720559,-0.04178819,0.001146946,0.015091885,0.010419798,0.039323866,-0.0040807016,0.0016394119,-0.009719255,0.0052049495,0.0033462343,0.020016162,-0.008910972,0.0020247495,0.0010763417,-0.02527002,0.0028349543,0.0033440788,0.028828677
CHIT1,0.0028734654,0.028960256,-0.11301435,0.03626574,0.027170029,0.071407944,0.10528647,-0.03432666,-0.003980645,-0.037329007,0.014044859,0.02732836,0.008509815,0.007339008,-0.00079451775,0.019369066,-0.05234017,0.037449345,-0.09414012,-0.07607812,0.05767512,-0.01313693,0.022393461,0.011759139,0.02756095,-0.047843162,-0.02871666,0.008901466,-0.016874436,0.073969916,-0.015379981,0.045796487,-0.01739561,0.01782276,-0.013320399,0.022449134
LINC01353,0.10243734,0.055981208,-0.108414486,0.058724634,0.041645955,0.057007324,0.08551393,-0.04084016,0.0058048447,-0.019421186,0.038137943,0.016425628,0.02043165,0.010483445,-0.029697433,-0.0048784353,-0.020253716,-0.018687023,-0.036544517,-0.002322148,0.033027247,0.024260959,0.019817103,0.03106562,0.031168096,-0.046552315,-0.026459333,0.010383093,-0.01994191,-0.004151412,-0.009775295,0.006511529,-0.011694276,-0.015278431,-0.005930616,0.008767459
LINC01136,0.07877382,0.027433725,-0.12056335,0.0025257803,0.04344924,0.0064442237,0.026472654,-0.003376059,-0.0015309388,-0.024430618,0.0042557367,0.012534898,0.0061261375,0.028411074,-0.008992316,-0.0013734418,-0.018690795,-0.02709728,-0.028577171,-0.0120123075,0.043213572,0.0039766603,-0.018812671,-0.0077577154,0.014006537,0.0058784145,-4.378594e-05,0.02467981,0.0055356836,-0.0077632074,0.0016863908,0.013799292,-0.004258178,-0.0025635052,-0.0015016625,0.013120501
BTG2,0.28902248,0.16766879,-0.40548337,0.11955898,0.09775035,0.18096395,0.31586963,-0.12397531,0.020849705,-0.07702993,0.07448399,0.06012417,0.030079903,0.047963656,-0.06512571,0.018349852,-0.039372623,0.023149246,-0.10366386,-0.04274015,0.087144546,0.040627997,0.04056244,0.088622674,0.0869674,-0.11565382,-0.014806811,0.04731505,-0.0031352022,-0.017926399,-0.019879334,0.05767055,-0.010055261,0.0062396983,-0.009354819,-0.0040268414
FMOD,0.05607593,0.009303981,-0.02613359,0.003279986,0.00014562909,0.006020065,0.010794788,-0.015141033,-0.0026835997,-0.010866351,-0.0038749834,0.0034244,-0.006909265,0.0043640467,-0.00076880114,0.009175109,0.0076312874,0.010041108,-0.014517194,-0.010413915,0.018002972,-0.00056165626,0.008880834,0.0076046656,0.0056972657,-0.004458488,-0.0024630814,0.0044140415,-0.012506539,0.00792846,-0.008310699,0.005176079,-0.0027307216,0.0005522624,-0.006960567,0.006362817
PRELP,0.020328032,-0.00028483613,-0.003171608,0.010726461,0.0037075584,-0.008191665,-0.0014699071,-0.0043081157,-0.0025941357,-0.0006203277,0.0010972288,0.00040999378,0.0007315642,0.000720026,0.00014861848,0.0015805122,-0.010176379,0.0065824795,-0.007150438,-0.0033480863,-9.528272e-05,0.0017583268,0.0008353106,-0.002172416,0.00251335,0.0032852143,-0.0018457293,0.0033743149,-0.0067040785,0.0041471017,0.00041135077,0.0040639127,0.0006325158,-0.001385676,2.132656e-06,-0.0014648254
ATP2B4,0.06102689,-0.04345507,-0.075882524,-0.013536519,-0.0062689804,-0.06022234,0.050809953,0.122555405,-0.00035847255,0.021964207,0.0081597315,0.0011576035,0.005270815,-0.0008599209,-0.02299242,0.003166294,0.0008030993,0.019456685,0.0053027393,-0.013639148,-0.02237679,-0.00024269703,-0.001063275,0.02084253,0.004323294,0.008493525,-0.020577833,-0.013904837,0.021966403,0.010566058,-0.0077811284,-0.022703148,-0.028863173,0.016040873,-0.013746862,0.02462953
ZBED6,-0.104808055,0.011950457,-0.058813766,0.02448232,-0.0016060243,0.003684118,0.03343679,-0.00029012226,0.0007953189,-0.00042447294,0.018746035,0.0065941974,0.007272682,0.010516468,-0.012010485,0.014107297,0.011212656,0.0152014,0.011241192,0.018704051,-0.0045537865,0.01357396,0.005251065,0.016653225,0.027369646,-0.016841818,-0.019126553,6.0622366e-05,0.0037914596,0.017701656,0.008572616,0.01357166,0.001723856,0.0036247692,-0.0045990194,0.0060220817
KISS1,-0.04978492,-0.01871013,-0.03454949,-0.007569918,0.0020600653,0.015738979,-0.0079774475,0.03731967,0.0096515585,0.06702215,0.012658368,0.04309355,0.05982031,0.049531,0.013166727,0.06944132,0.0033270747,0.0575599,0.0779143,0.09252219,-0.007267421,7.847808e-05,0.010492669,-0.004465435,0.03768086,-0.025199836,-0.009275362,0.050332855,0.031485025,0.006864295,0.04021573,0.1145163,0.028224707,0.012070455,0.025432637,-0.028986465
GOLT1A,-0.082507126,0.005905552,-0.090100296,-0.0060098963,-0.010367094,0.018234054,0.047335993,0.0006236735,-0.002581786,-0.0006635817,0.00428909,0.006557877,0.016707435,-0.0025369488,-0.008308143,0.03797999,0.007553658,-0.00045531278,-0.025267085,-0.010913387,-0.03942834,0.007872006,-0.0025247182,0.02671963,0.012155469,-0.008675391,-0.014493959,0.005784059,-0.0034934422,0.0017303271,-0.0011384719,-0.005731752,0.0043862504,-0.00371746,0.0022555701,0.0021272704
MDM4,-0.06808425,0.0007610221,-0.026105687,-0.022609487,-0.028689845,-0.021218456,-0.017891409,0.009721186,0.0005996133,0.009332333,0.00089418946,0.0068612653,-0.00026107847,0.0101972055,-0.0018234595,-0.022650775,-0.0045687244,0.005638417,0.0036544579,0.009234635,-0.00948323,0.0068413387,-0.0062490255,0.013001164,0.008271796,0.0033123263,0.006114649,-0.011251295,-0.0030384576,-0.005662268,0.0011522674,0.011358056,0.0043044337,0.009546365,-0.0038881449,0.0028508364
NFASC,0.12828887,0.037137415,-0.051750507,-0.055633225,0.12340636,0.051262185,0.032380536,-0.116731316,0.01310436,-0.019202411,-0.014618423,0.04257711,0.006454364,0.015374362,0.0010674169,-0.04021753,0.01408123,-0.012251957,-0.016054314,0.02143029,0.02799749,-0.012870682,-0.027829858,0.00013049708,-0.0023719035,0.020302854,0.040450465,0.033686474,0.041075926,-0.061263718,-0.029208736,-0.011855684,0.01818424,-0.010578453,-0.008896853,0.013027914
LEMD1,-0.048515964,0.26650423,0.2512451,0.20058802,0.19138987,0.3642693,-0.16506459,0.14129034,0.19024093,0.010994263,0.36872587,0.21981679,0.5652336,-0.2097707,-0.015059641,-0.28936788,-0.05814025,-0.19003302,-0.05198148,-0.36191154,0.04014567,0.10782358,0.20696324,0.4831855,-0.35287577,0.31091496,0.14328212,0.20886849,-0.116987795,0.13097335,0.3215585,-0.4474341,0.13964751,-0.22385295,0.28720355,-0.11271791
CDK18,0.080138445,-0.0054582395,-0.14625886,-0.012123977,0.040309545,-0.003005921,0.12130368,0.038573362,-0.014343055,-0.00022638588,0.005242296,-0.038378958,-0.00012589709,-0.0022289434,-0.0035634865,0.019379757,0.017157037,-0.03391429,0.028818633,-0.018933063,0.00051401195,0.0051511615,0.0015140768,0.037862014,0.030380765,-0.04552247,-0.008535244,-0.011078538,0.039584987,0.013337942,0.006688539,0.016886273,-0.016168058,0.039069816,-0.01947828,-0.00063570664
SLC45A3,0.055714402,0.0012188222,-0.04501944,0.016706685,0.0037487266,0.02888828,0.023669783,0.01468257,-0.007962203,-0.00053331745,-0.0084299715,0.005038719,-0.00026540045,-0.007304181,-9.846909e-05,-0.0061344765,-0.00083267235,-0.004364869,-0.01911895,0.008453384,-0.005679409,0.0028880169,0.0006069414,-0.0036983727,-0.01039664,0.012597258,-7.886332e-06,0.0035787188,0.0047035553,-0.015088403,0.0028076426,-0.0031774559,0.014704284,-0.00089381123,0.025381424,0.0063406774
NUCKS1,-0.28723228,0.02737343,0.36081606,0.09112592,0.13427947,0.008050814,-0.2133896,-0.03798362,-0.008252705,-0.0039060472,-0.034376636,-0.004667446,-0.021949802,-0.024287974,0.015257733,-0.052962784,-0.014740154,-0.003336469,0.031683873,0.047241576,0.022090463,-0.018265324,0.004350838,-0.05980072,-0.052088518,0.0498833,0.046396967,0.0011223264,-0.002015167,-0.020651309,-0.012979078,-0.05587801,0.031766385,-0.021153599,-0.024344038,0.012126172
RAB7B,0.17363626,0.070826866,-0.037213523,0.12180608,-0.011648672,0.05196115,0.13794047,-0.017193703,0.027595598,-0.038253132,0.08593617,0.015875157,0.053591136,-0.004908171,-0.028398242,-0.0451907,-0.0033743544,0.022505756,-0.035728417,-0.011992078,0.031119434,0.07981085,0.03903397,0.068321854,0.10073583,-0.086433105,-0.036183175,0.00011009123,-0.023818286,0.026941033,-0.034053188,0.016178746,-0.025711073,0.023946002,-0.04945452,0.004578628
CTSE,-0.19070885,1.2646935,0.034804378,-1.0461717,-0.22743285,0.41112542,-0.09569817,0.4160357,0.4673893,-1.2250959,-1.3348205,0.27584204,0.960959,-0.3582121,0.5098155,-0.14394431,1.3492887,0.4190644,-0.45679054,-0.07000639,-0.4226514,0.38044122,0.17803726,-1.1529597,1.2607946,-1.1219586,-0.41458714,-0.20899956,0.18020779,-0.32702288,0.3060318,-0.29573464,0.2774096,-0.19533959,0.15038724,-0.055798747
MAPKAPK2,0.045631234,0.011974683,-0.045458388,-0.0005809635,0.046515096,0.02649383,-0.02959164,-0.015359217,0.0045917216,0.0007480308,0.009426473,0.0057782927,0.004309758,0.0031393652,-0.0048285373,-0.02594855,-0.012207393,-0.0010281147,0.0065067876,0.027214736,0.013555523,0.013708857,0.005038795,0.008984253,0.00031802052,0.0028213656,0.0069203735,0.014383181,-0.01648607,-0.023050163,-0.00496275,-0.007684133,0.0091130575,-0.010893962,0.0047765835,0.0007789154
PIGR,-0.11563849,-0.008567065,-0.039515696,-0.0049791015,-0.012625423,-0.0067034326,0.008669214,-0.020100353,-0.0059214537,0.008812099,4.6246216e-05,0.003604481,-0.006760914,0.0035718947,-0.00013290174,0.0058137593,0.009093851,0.00868928,0.008887235,0.0071935193,0.01518333,-0.0041319774,0.0048491643,0.00785597,0.005152754,0.0048651453,0.00033921996,-0.0044200085,0.0019059984,0.007837529,0.003948878,-0.007111266,0.0044172555,-0.0010170232,-0.0073265852,0.0017252794
FCAMR,0.0797792,0.015876988,-0.018932479,-0.0081956815,0.0062819803,0.013296418,0.0024886767,0.0066447584,0.0053792726,-0.011195027,-0.0053539467,0.008631999,0.007455142,0.00993397,0.0035838394,0.0031121024,-0.003987979,-0.0029138357,-0.01135654,-0.014363479,-0.0025565065,-0.0024108842,0.002528433,0.0007341345,0.005270348,0.0015076554,-0.0019597795,0.010296651,0.011959882,0.006593406,0.00014854244,0.011709487,0.0053254436,0.0064660828,0.012042032,-0.004039104
C4BPA,-0.126129,-0.018012885,-0.02739718,0.014206921,-0.0046760063,-0.048044004,-0.010308142,-0.005121061,0.004563371,0.033090346,-0.021280872,0.032972436,0.019209528,-0.026363665,-0.012333522,0.022654038,-0.03887111,0.048241794,0.025805246,-0.011648947,-0.032671716,0.0032575943,-0.02081877,-0.036983296,0.0074915257,0.009165714,-0.001411588,0.056408044,-0.018669048,-0.0002578836,-0.013252548,-0.041596394,-0.044083297,-0.010824676,0.0008571603,-0.004217454
CD55,-0.01417162,0.002591971,0.04251007,0.040065657,0.008345863,0.030940197,-0.008817975,0.09603012,0.013015246,-0.011842662,0.022914743,0.014366779,0.013168728,0.011901757,-0.029760806,0.004867548,-0.011547575,0.034485817,-0.0019814593,0.0013600664,0.011930719,0.023069287,0.016017262,0.025197126,0.0105224205,-0.019892136,-0.00475676,0.010649741,-0.021590538,-0.032279234,-0.018897207,0.010593343,-0.0073924656,-0.006107017,-0.017924517,0.050518736
CR1,0.16484807,-0.020501498,-0.09848756,0.033653855,-0.07194807,-0.06300003,-0.06821332,0.3351618,0.012600157,0.0050983173,-0.0044989074,0.01592503,-0.008418351,0.055887822,-0.039574225,0.015905194,-0.05685947,0.09255764,-0.003859198,-0.013269031,-0.05485673,0.014105538,0.020103674,-0.020148959,0.005332879,0.047212347,-0.04353519,0.04228244,0.063982956,-0.09088999,-0.0451945,-0.013095004,-0.012697289,-0.058017485,-0.02353996,0.17657027
CR1L,-0.1340957,0.028233511,0.0022729929,0.019050755,0.077760585,0.05746891,-0.079019815,-0.058052663,0.0007242114,-0.015579851,-0.007918217,0.008377413,-0.011056728,0.003869875,-0.014147913,-0.022636821,-0.012287576,-0.0028668493,-0.0058483663,0.021987151,0.033982873,-0.0038509048,-0.00037133385,-0.025325222,-0.007785594,0.01264465,0.0076992316,0.03675255,-0.023614978,-0.025434341,-0.01052908,-0.010911813,0.0079761315,-0.022408718,0.013114226,0.00511053
CD34,0.09820219,0.0029272588,-0.01692135,-0.005541678,0.006724247,-0.0015267172,0.056639265,0.030151924,0.0039136494,-0.0021235296,0.008403569,-0.007071027,0.0043275272,-0.01013596,0.010009461,-0.009600408,-0.010953673,-0.010597167,-0.013530942,-0.026415432,0.015480256,-0.0039157565,-0.010406117,0.014672021,0.0013957077,0.001840824,-0.02067949,-0.0040737563,0.012980177,0.015971407,-0.009268461,-0.0028883375,-0.009337954,0.013886394,-0.017258722,0.017157277
PLXNA2,0.10135339,-0.024387734,-0.09745778,-0.056342747,-0.008831017,-0.037688844,0.024408244,0.027686555,0.013349544,0.011849275,0.009507765,-0.016153513,0.0052199033,-0.012972421,0.014096141,-0.0121518895,-0.0023512654,0.017021077,0.014750345,0.025576366,0.013535215,-0.006617157,-0.0138033815,0.01642235,-0.00012249265,-0.012544752,-0.006772145,-0.01129223,0.020206902,-0.006018639,-0.013721372,0.008111076,-0.016286276,-0.0018713577,-0.020822538,0.011175246
TRAF3IP3,-0.036343,-0.014775198,-0.0082027335,0.007224101,0.013050632,-0.010037073,-0.011285495,0.04852538,0.012616619,-0.006483451,-0.007927219,-0.0023117939,-0.0045556244,0.003654037,-0.013338545,-0.01691172,-0.0062812865,0.0024393112,0.0021199004,0.011869312,0.008902548,0.0044163927,-0.0011398095,0.00092533155,-0.0030422441,0.0057621705,-0.011107393,0.0071668723,0.002668076,-0.0046998067,0.0022823317,0.0066922987,0.004567841,-0.006934351,-0.0129555315,-0.0018950308
LINC00467,0.13850082,-0.028244395,-0.24979597,-0.09361302,-0.010470636,-0.059272945,0.12285899,0.045221362,-0.0035703608,0.024138574,-0.0060235593,-0.0024529237,0.0023243106,-0.0015312679,0.0009069984,0.010269041,0.03962108,-0.009489625,0.052199963,0.0046242634,-0.01972731,-0.004547816,-0.01076317,0.025833938,0.0020228685,0.00317861,-0.017563414,-0.0013568767,0.009072168,0.011081474,-0.0077793966,-0.027019272,-0.005807426,-0.011748936,0.030985372,-0.0138972355
NENF,0.066864304,-0.022307692,0.024654722,-0.0740537,0.01945669,-0.0131849395,-0.029195368,-0.059810024,-0.005759401,0.0020449278,-0.03587735,0.01759106,-0.0033604898,-0.007919,0.027848685,-0.011490334,-0.018635262,-0.02288387,0.0035881775,0.029422015,0.01964685,-0.005534357,-0.02085307,-0.018463429,0.0023380383,0.023718921,-0.0054295063,-0.0019207766,-0.008194447,-0.00566855,-0.005723953,-0.03429261,0.02871138,-0.030768437,-0.012192038,0.012782132
ATF3,-0.13644472,0.05104201,0.006295037,0.109784916,0.039193846,0.061489258,0.060765732,-0.05706595,0.0035952318,0.022845147,0.054983094,0.014172862,0.013015223,0.006658893,-0.026066182,-0.008772564,0.028909199,0.023532202,0.023182595,0.050568745,-0.011952497,0.03999517,0.029712373,0.036617707,0.050146803,-0.05774963,-0.015054144,0.0077461572,-0.0043210783,-0.009692573,-0.0036382333,0.023351012,-0.007691257,-0.0069734696,-0.023035403,0.0018087057
BATF3,-0.009770781,-0.037077814,-0.08095846,0.067821436,0.061690785,-0.07914875,-0.021839153,0.046041887,-0.006413441,-0.00019786655,-0.014364208,-0.013831964,-0.008716132,0.03597888,-0.010243242,-0.01598127,-0.018513817,0.0121504385,0.017939657,-0.0003057867,0.07491937,0.02278551,0.04523074,-0.034224372,0.0239495,-0.016379694,0.0119535625,-0.006008286,0.010860957,0.009195995,0.022410626,0.00012190493,0.031021304,0.01772852,-0.01646002,-0.0077759232
VASH2,-0.10665389,-0.0010128514,-0.0028624756,0.0064093606,0.0022481494,-0.019813571,-0.019706713,0.005349427,0.0010255352,-0.007370693,-0.0003665035,-0.0024854152,2.3299912e-05,0.00636607,-0.0016518695,-0.0044746087,0.0038153545,0.0037867017,0.0026464523,-0.0026773768,0.005104831,-0.00022468666,0.011388693,0.010658824,-0.0045251856,0.009488002,0.006153324,0.007037393,-0.010415618,0.004835693,0.0022470322,0.005626138,0.006067631,0.010121993,-0.010220822,-0.0042148447
PROX1,0.07537084,-0.037471082,-0.08310799,-0.031099474,-0.03164118,-0.0480949,-0.018654158,0.012737668,0.0069415234,0.047103606,0.023213034,0.028806008,0.022633476,-0.006616318,-0.025123447,0.04864662,0.06861324,0.016332297,0.021181623,-0.052508917,-0.054428134,0.006464387,0.0059867837,0.03416874,-0.015258375,0.01544806,-0.0054470915,-0.025544161,0.046329666,0.01996401,-0.001500363,-0.051702958,-0.03792473,-0.01464655,0.016057046,0.024175223
CENPF,-0.17413534,0.024305107,0.35855353,0.06848406,0.112051405,0.0065688714,-0.25249588,-0.021146689,-0.0015010728,-0.007251061,-0.019436883,-0.011352616,-0.0077057537,-0.020593733,0.00917866,-0.06791453,-0.0470812,0.0068292003,0.004296691,0.04141639,0.020216906,-0.010497195,-0.0003580285,-0.05188947,-0.04234163,0.034355026,0.040274274,0.01621068,-0.024391158,-0.025040245,-0.00022089093,-0.018011717,0.018972524,-0.0047302498,-0.023181355,0.0042718337
MARC2,-0.06474641,-0.018225366,-0.05420175,-0.0031492736,-0.06959853,-0.018704755,-0.0055160075,0.10016297,-0.0038079203,0.006118565,-0.013233829,0.029965784,0.018423487,-0.0057906974,-0.010941182,-0.017188383,-0.01721048,0.03474399,0.014208404,0.0062259277,-0.023926483,-0.0012348718,-0.020899702,-0.015151523,0.0070005534,0.012044218,0.004123019,0.0026241099,0.002806582,-0.036506955,-0.014345759,-0.016220333,-0.016500752,-0.0034618631,-0.012877899,0.047474895
MARC1,-0.056281626,0.009949496,-0.006522407,-0.006285461,-0.029055916,-0.011470443,0.0010832638,0.033768453,-0.006519562,0.0068888166,-0.019344345,0.003458035,0.00992269,0.0052889097,-0.0035841966,-0.0077760206,-0.00661062,0.0012962418,0.0063979924,0.010426086,-0.02920779,0.0022690296,-0.016721634,0.0015874775,-0.0023917349,0.016068876,0.0039225756,-0.0047757826,0.011546096,-0.02784528,0.00660117,-0.00089051167,0.0068814047,-0.012759576,0.00872216,0.016422648
LINC01352,0.0927665,-0.001965213,-0.016868182,0.01052132,0.0032958025,-0.0076014167,0.034602467,0.03621375,-0.007836084,-0.011969587,-0.00093833206,0.0039548744,0.005533374,0.0020590469,0.007096007,0.0033056955,-0.021870809,0.016954174,-0.01789702,-0.017191479,-0.03842218,-0.00085186627,0.007618771,0.015792735,0.0027121985,0.015306136,-0.026780434,0.01574692,0.017889353,0.013320375,-0.0046333843,0.014737155,0.020058487,0.03085913,0.007577282,0.024870522
HLX,0.042356744,-0.08262898,-0.0688133,-0.04245201,-0.04840977,-0.0927574,-0.004680585,0.14608131,0.00506904,0.0366756,-0.007127211,0.026336687,0.030416813,0.0145920655,-0.015554523,0.02024964,-0.03762529,0.031633075,0.041197293,0.016877707,-0.01696923,0.00980399,-0.00090228225,-0.004419535,-0.02123311,-0.01592853,0.017565068,0.013741117,0.019076707,-0.029396659,0.014002529,-0.0125897685,-0.025939053,-0.008128954,0.010747529,-0.002045807
C1orf140,-0.002254904,0.00032528612,0.0031026686,-0.0026126478,-0.012106682,0.0027699638,0.0030235671,0.00044290148,-0.00035489857,-0.0023188835,0.0018939619,0.0008141391,0.0007674773,0.0013671333,0.0016156327,-0.002824548,-0.00020967652,-0.0049486794,-0.00032088248,0.0014507805,0.0021012262,-0.0023075368,0.004107728,-0.00303962,-0.00020192702,-0.004645165,0.0042079743,0.0016840956,-0.0005798241,-0.003928301,0.0003444177,0.0016251336,0.00062002306,0.0012230653,0.0039553447,-0.0013515799
FAM177B,-0.016684044,0.0012583287,0.0048029483,-0.00024046714,-0.018121859,-0.00789181,-0.0060728984,0.013463043,0.002992392,0.0041236985,0.00042923758,-0.0060575134,-0.0011267224,0.0034959095,0.0037101896,0.0014188528,-0.00030595696,-0.015852446,-0.008902196,-0.002146331,0.007165191,-0.0007199419,-0.0017408968,0.00090755103,-0.00046796692,0.00034813277,0.0043017617,0.0061280984,0.00016788076,-0.009065666,-0.00199234,0.0060560266,-0.004286922,0.001157282,-0.005681658,-0.0056822016
LEFTY1,0.16588637,-0.0010696136,-0.012325122,0.0064248443,-0.005977706,0.00148909,0.0146057,-0.014852836,0.003119805,-0.0084666945,0.009131327,0.007606166,0.0081846975,0.0025059937,-0.00023715786,0.004837023,-0.009510231,0.0026953067,-0.008296483,0.00054974644,0.005630681,0.0013144236,0.0051936223,0.005087954,0.009291254,-0.010275613,-0.005916841,0.0071824663,-0.004558563,0.0022401658,0.00020671161,0.008450463,-0.0019066711,-0.004305519,-0.0040602665,0.0010035846
LEFTY2,0.09205998,-0.0049406807,-0.030280786,-0.009799224,0.003299137,-0.015484743,-0.0049888855,0.00035113085,-0.0014559947,0.006567091,0.0002574279,-0.0040083146,-0.0020640662,0.004393398,-0.001804082,0.008522674,0.0020794962,-0.0076993,0.003197272,-0.0014796716,-0.0017004053,0.00259019,0.0071757534,-0.001762667,0.0022465854,-0.00022595227,0.002870939,-0.0005278643,0.0026342387,-0.0029528767,-0.0024292506,-0.0017118038,0.00026080458,-0.0025021334,0.009255081,-0.0059703803
MIXL1,-0.123723805,0.0051416866,-0.0026304752,0.013302302,0.0049691503,-0.003155411,0.004335411,-0.012662626,-0.005982807,-6.7612076e-05,-0.0022523173,0.009457946,-0.006602677,0.0001535704,-7.4340765e-05,-0.00429396,-0.019869203,0.016050125,-0.00062412996,-0.0031640024,0.0126324985,0.00015738349,-0.0025291122,-0.006002979,0.011026646,-0.006651499,-0.0069772787,-0.007352207,-0.0025634689,0.0034315959,0.0026071211,0.0011283493,0.014560645,0.003248617,-0.012936442,0.009163502
ITPKB,-0.012479303,0.0039722333,-0.045091137,-0.013726107,-0.0090672765,-0.008742892,0.01705622,0.027175007,0.0031363782,-0.0059139435,-0.0060533923,0.001751344,-0.006210623,0.011773869,-0.0044029634,0.011352668,-0.0038435496,0.015666964,-0.0020377403,-0.011353726,-0.0034679163,-0.00042530507,0.005824836,0.002796909,0.0039025196,-0.013609859,-0.011309993,0.0026505566,-0.0022252307,-0.00013623941,-0.007478237,0.004605904,-0.0061974004,-0.0009800575,-0.008775549,0.008631294
WNT9A,-0.13222386,0.03783915,-0.0064391755,0.06884215,0.0021923883,0.039966714,0.038986888,-0.050123625,0.0071896077,-0.009283544,0.06579144,0.006098407,0.011500447,-0.0012098728,-0.032268602,-0.0023639798,0.0047053094,0.030374315,-0.014043638,0.009327616,0.0074185473,0.047610804,0.0348951,0.04114387,0.037848335,-0.044893246,-0.011161919,-0.012723295,-0.008942985,0.010096657,-0.014956916,0.0014925288,-0.011586603,-0.010587676,-0.017792655,0.015100171
