gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65
NPHP1,-0.0018578804,0.0014432899,-0.0014959406,0.00080691883,-0.0050360207,0.0011179768,0.0012236903,-0.0010842574,0.0043250467,-0.00235366,0.00031577886,0.0024374286,0.0038163443,-0.0039352276,-0.00083675684,0.0058215004,-0.00028725815,0.001396231,0.0017073578,-0.001232589,0.0036263983,-0.0009117405,-0.00038032906,0.0023270845,0.003025988,0.00011395891,0.00044277325,7.693884e-05,-0.001291672,-0.000702044,0.00020312096,-0.0004348228,-0.0011336104,-0.00086083205,0.00092257856,-0.0014266361,-0.00019493257,-0.0029299052,-0.00094906933,-0.0039468342,0.0025077763,0.00096423744,-0.0007871243,0.0027809592,-0.003760638,0.002583853,-0.00056432956,-0.00019283441,0.0019637307,-0.0041687526,0.0047151516,-0.0021023143,-0.0011559945,-0.00039675742,4.9102313e-05,-0.00043489438,0.00037661465,0.002224387,7.4840165e-05,-0.00018737558,0.0010447548,-0.0005660564,0.0034650196,-0.0013260775,-0.005506273,4.457476e-05
BCL2L11,-0.0077677425,0.0027957123,0.0023189774,0.00017541114,-0.0045291665,-0.0037718522,0.008277951,7.5595475e-05,0.011483511,-0.0026645688,-0.0069338577,-0.0037844286,0.0031481793,-0.0010048707,-0.0035886704,0.0024893875,0.00014639655,0.0049425024,-0.0038168237,0.0036426352,-0.0003693965,0.0018795483,-0.0023150311,0.0015618162,0.0042496957,-0.00040529046,0.0024956474,-0.0017079853,0.002636726,-0.0015742223,-4.0704355e-05,-0.006566905,-0.006771065,0.0070388075,0.0048427153,-0.007870782,0.0041145864,0.0038479972,-0.0028317233,-0.00556459,0.011241643,-0.004967717,-0.00012597477,0.0029676827,0.0017529916,0.005089384,-0.0019128405,0.00012111134,0.0041440106,-0.0047050472,-0.006614115,-0.002354963,0.0070447996,-0.02284886,0.004784209,0.0018156783,0.006095564,-0.0026971535,-0.00014776063,-0.0013732091,0.00061605184,-0.005900798,0.005777799,0.00053596246,7.970643e-06,0.000307701
ZC3H6,-0.0032057078,0.0005062909,-0.001506336,-0.0058850152,0.00462983,0.0005493828,0.0059301583,0.005769952,0.010798827,-0.0009463388,-0.0024362004,-0.002691493,-0.0050862073,0.0067532724,-0.0007196597,-0.00020299731,0.0050238627,-0.001091235,0.0029837168,-0.00038434257,-0.00047216573,-0.0009907647,-0.00088489725,-0.0039498047,-0.0013042837,-0.0022681516,0.0020077208,0.004382894,0.0031988984,0.0009254947,0.0029706256,-0.004010327,-0.0013497394,0.008840006,-0.0021187712,0.0015676611,0.006435132,-0.002997692,0.003652698,0.006020621,-0.0027866072,-0.00025931894,-0.0041634333,0.0041378248,0.0011551785,0.0037760816,-0.00769527,0.009993593,0.0048131887,-0.0010939318,0.005348325,0.0032620938,-0.014576624,-0.0018841387,0.009073717,-0.008942128,0.001129498,-0.005137095,-0.007496459,0.0057003093,-0.0027590918,-0.0035771101,0.01041137,0.003450652,-0.0019613057,-0.0018910749
SLC20A1,-0.00018943106,-0.0044330517,0.0053429734,-0.0043028104,-0.0052431193,0.000690125,-0.00046899111,-0.0059980555,0.00032174116,0.0009126046,0.0036444566,0.0026465042,0.002433183,0.0010837727,-0.0028595815,0.0020199714,-0.0014255615,-0.0006155287,0.0044630244,0.000803469,-0.009581223,-0.005800897,-0.007714606,0.004164279,0.004528068,-0.009836719,-0.0022191163,1.0051918e-05,0.00018418723,-0.0023065833,0.007995068,0.009717537,0.013888768,-0.0026265217,0.0036771032,0.009597276,-0.0101287905,-0.008345195,-0.0071307826,-0.005762752,0.012646448,-0.0012189937,-0.0034591928,-0.001506944,0.0056768246,0.0034389396,0.0016756094,-0.004987106,-0.00063377374,-0.0024798098,-0.0057551186,-0.0035386032,0.00876875,0.0038281567,0.0014976689,-0.0033408853,0.0025749048,0.0015200796,0.0003940206,-0.00019257083,0.0007752635,0.0024709743,0.00036581923,-0.0049851406,0.00077746395,0.0017405963
DBI,0.0042823995,-0.012413144,0.0024684244,-0.0028583484,-0.004644499,-0.0005048587,-0.00014652169,-0.019059416,0.00392718,0.004197531,0.008850132,-0.010472522,0.00094323425,0.0018252691,-0.01468962,-0.003499718,0.014288362,0.0038468132,-0.0007914446,0.006476178,0.002843145,0.0016214816,-0.0005729917,0.0011172466,-0.0014170661,0.0023308913,-0.00041414634,-0.005725317,0.005706044,0.00093424227,-0.006990185,-0.009663844,-0.0132565135,0.010387523,0.012488748,-0.01500785,0.0048079444,0.00968741,-0.0020770724,0.0023246678,0.0120542925,-0.009240506,0.009667547,-0.011749122,-0.0017299341,0.0032292476,-0.0021713465,0.0039021182,0.0023136223,0.0031184917,0.0021120657,-0.006377866,0.029255984,-0.015875148,-0.00043258487,-0.002454357,0.0028747867,-0.0039987597,-0.0029037853,-0.010572761,0.01719882,-0.015106803,0.0023639165,-0.0044190474,0.0020891284,-0.0014925863
GYPC,0.0063594733,-0.0050621796,-0.0016415857,0.003226341,-0.008305064,0.01483977,-0.013568445,0.0049793217,-0.004234321,-0.004562936,-0.0090377135,-0.0018786557,-0.013198772,-0.0021721625,0.010764063,-0.003362955,-0.0043852027,-0.017836116,0.021236869,-0.010246107,0.0037206183,0.008039767,0.014499639,-0.015594811,-0.0100632245,0.017468117,0.00024060896,0.006117531,0.0130254375,0.0034785003,-0.019226763,0.0016741453,-0.0010680154,-0.010420264,0.015533791,0.026784705,0.0026376296,0.015455588,-0.010134697,-0.00827451,0.0071272533,0.0130153615,-0.036452945,-0.00078525656,-0.010095349,-0.0168713,-0.0061893547,0.015158358,-0.0011570768,0.011928093,0.006392125,0.023522228,-0.007887281,0.030300997,0.0046668076,0.017997185,-0.022845896,0.0065645897,-0.0050008106,-0.028403427,-0.0048155626,0.005696627,-0.014215273,-0.0043876087,-0.0010441933,-0.0019182306
CYP27C1,-0.0010126978,0.0019445675,0.0031052283,0.0013221982,-0.0017758524,-0.0010145234,0.0010630911,0.00072960334,0.004230792,-0.0015201394,0.00039445024,-0.00028169577,0.0020885551,-0.0007508787,-5.2349627e-05,0.002532128,0.0001545319,-0.0016115304,0.0014446464,0.00059462345,-0.0008081775,-0.0039476682,-0.001665492,-0.00011248072,0.0010715931,-0.0010047244,-7.1225026e-05,0.0032670654,-0.0014215482,0.0016804948,0.0019362218,0.004218524,0.0011889314,-0.0030632697,0.00052606786,-0.0010583551,-0.0007685628,0.0019874515,0.00030719454,-0.0010013946,-0.0058858893,0.001569945,0.0015465356,0.0019708357,0.0006298362,-0.0014620769,0.0013581439,0.0034403286,5.3456046e-05,-0.0020384928,0.00038685373,-0.0017889673,-0.00071664195,-0.0019006167,-0.0018861931,8.159225e-05,-0.0020436347,0.003083204,0.00063798815,-0.0037051027,0.0012495902,0.0007473111,-0.00065392576,-9.314664e-05,-0.00025516807,4.281515e-05
CCDC74B,-0.0005786162,-0.000351123,5.420555e-05,0.0027563374,-0.00052225334,-0.0019479401,9.935942e-05,-0.001882289,0.0002624823,-0.001247579,0.0008144595,0.0008613258,0.0019254982,-0.0026594994,0.0034519206,0.00459069,-0.00047613916,0.004223022,6.183633e-05,-0.0018597608,4.9232425e-05,-0.0003634094,-0.0029504884,0.003460157,0.002767914,-0.0041122683,0.0030208041,-0.0015095735,-0.003769635,0.0020494263,0.0016945767,-0.0020474098,-0.0044187177,0.003541736,-0.0013918635,0.0011363851,0.0017157376,-0.0018255153,-0.0019079235,0.0007513782,-0.0013119257,0.0023301784,-0.0010586798,-0.0014860393,-2.7511676e-06,0.0023877153,-0.002518829,0.0036990708,0.001780909,-0.0018081923,0.0028456347,-0.0011634068,-0.000902347,-0.0005664317,0.00071732525,-0.0018597026,0.0014022441,-0.0011987706,-0.0016181957,0.00013944885,-0.002346987,-0.000105198844,0.0013118817,-0.0010611735,-0.00084407366,-0.0007695346
HNMT,0.0013758673,-0.0017070384,-0.0007119624,-0.007164039,-0.0001211857,0.002400383,-0.00020317579,0.0029378296,0.0075525423,-0.01114097,0.002730463,-0.0047732573,0.0002593025,-0.00223592,0.011518754,0.0010129901,0.003761806,0.002485573,0.0023126437,0.0025343343,-0.0031731082,-0.005345499,-0.008187294,0.009754916,-0.007644044,0.0020751157,0.0055950535,0.004511276,0.0021683343,0.0014656892,0.016211651,0.0056456984,-0.013493678,0.004380379,0.004449334,0.0002134145,4.786116e-06,-0.0022665965,-0.0012254133,0.0036722485,-0.0034540037,0.0035824636,-0.0030901802,-0.006079591,-0.00040008375,0.010369933,-0.0033142976,0.0014221497,0.005062564,0.0037357702,-0.00017037248,-0.0003925748,-0.0016714967,-0.006884697,-0.0115170535,-0.0053507206,0.0040394156,-0.006334105,0.00092387106,-0.0008063165,-0.00065395975,-0.008226925,0.0044133593,-0.0024959338,-0.0026218835,-0.0014273998
ZEB2,-0.0017234695,-0.0009523599,-0.001050709,-0.005490977,0.0014050459,0.008105524,-0.00329963,-0.00047624751,0.0069797644,0.0013978153,-0.0049186423,0.002144767,0.0032265482,-0.0041879117,-0.0014998855,-0.004684082,0.0027821087,-0.0031762447,-0.0032702202,-0.0010298785,-0.0015007979,-0.0014958141,0.0009998683,-0.0036265494,-0.004803356,0.00072457513,0.002126277,-0.0029064554,0.001091594,0.0019307653,0.0046582855,-0.0033033974,-0.0001896773,0.010158591,0.0077237133,-0.0009661131,0.008746169,0.0005650078,0.0057453765,0.0050686495,0.0017742603,-0.0026906638,0.010164342,0.0039190105,-0.0002958981,-0.0007682087,-0.0053750374,0.0011351109,0.002920463,0.0034643693,0.0060540703,0.0061511863,-0.0011390349,-0.0034494519,-0.0058181626,0.005513287,-0.0014800368,-0.0039543384,0.0069535132,0.0077956175,-0.001275749,0.0002813528,-0.0015490121,0.002484082,8.025102e-05,0.0007375017
KIF5C,-0.005788717,0.002588151,0.0003538306,0.0012075696,0.001316652,-0.00049522513,0.0044618836,0.003457443,0.0031130353,-0.0024097054,-0.0015992136,-0.0026489312,0.0042876704,0.004526325,0.0051255925,-0.002149083,-0.0021088058,0.0036557796,0.000934716,0.0005108867,-0.0049907938,-0.009441182,-0.0029052675,-0.002045035,-0.0020546317,-0.0044055735,0.0023147687,-0.002113856,-0.0013092047,0.0073455884,0.0027263807,0.008308713,-0.0019973137,0.010686944,0.0015598062,0.0026833955,0.004696575,-0.0079973135,0.00089575414,0.0059163165,-0.004357768,-0.0016902185,0.0045407447,0.0031268627,-0.012686493,-0.0060479017,0.0017489737,0.00095924956,0.0010414931,0.0010460009,0.005572365,-0.0014305749,-0.001400858,0.005932385,0.00183859,-0.0073354947,0.0009461665,0.0002660785,0.004817804,-0.00517726,-0.0011667167,0.0025713611,-0.006776799,0.0031922436,-0.0109328125,0.012836334
NEB,-0.0045686183,7.1536e-06,-0.00089377526,-0.0013473616,-0.0017801989,0.0002752813,0.0037387614,0.0032608225,0.004534745,0.0008534592,0.0012706785,-0.0033808027,-0.0014973275,-0.0019602191,0.0013438066,-0.0019099909,-0.0007988263,-0.0023727783,0.0017216986,-0.0015917575,0.0020647545,0.00220247,0.0040813694,0.00090139994,-0.0059059905,-0.00011401844,-0.0044353562,0.0016182187,0.0013459297,0.0009728103,0.003031226,0.0028131187,-0.0032306823,0.0010517839,-0.0021425514,-0.007083088,0.0051768012,0.0030120648,-0.0020718244,0.0006076725,-0.0033747857,0.005581739,-0.00014520816,0.00023431095,-0.00041657127,0.00066925155,-0.0013236669,-0.00269063,0.002801453,-0.002259048,0.00055177626,0.0027321333,0.00064395,-0.0027515935,0.0091521945,-0.0012248764,-5.221023e-05,-0.0011944452,-0.0006763212,-0.0019303502,0.0031009726,0.0021175416,-0.001971991,0.00041021476,-0.0023187706,-0.0001914222
NR4A2,0.0007860048,-0.0052939258,0.0054683005,-0.0032397048,-0.0005053336,-0.015182362,-0.0032499982,0.01101404,-0.00021933824,0.015174275,0.008310908,0.005324252,-0.0032465265,-0.0038399762,0.0011876303,-0.0069184275,0.0017460684,0.0026431233,-0.0011778802,0.0073235817,0.01014509,-0.005259489,-0.005012043,-0.006210339,0.0045476565,-0.0074899183,-0.0017042235,0.002483123,-0.010399462,-0.008136651,0.011728246,-0.011627331,0.029152308,0.011792998,-0.02646116,-0.006816924,-0.027710384,-0.0067169275,-0.010335349,-0.0052483506,-0.002384264,0.011849892,0.008935327,0.019299608,0.014796905,0.014634482,0.01952918,-0.024960438,-0.011440877,-0.021078896,-0.022023255,-0.004736934,-0.0105495835,-0.0017172073,-0.013068917,-0.009699199,0.015480004,0.0061070076,0.0255537,0.02218355,-0.007752535,0.011379329,0.007860705,0.010072655,0.015204435,-0.014953104
ERMN,0.0012394721,0.0015651316,0.00043421797,-0.004127712,-0.001228366,0.004100953,6.5344495e-05,-0.0008848924,0.0060669403,-0.001823068,0.0021555668,2.181645e-05,-0.007839732,-0.00044668745,-0.0014848362,0.0030251138,-0.009976449,0.003505905,0.0024925668,-0.0017002374,-0.0072916113,-0.005315061,0.005225241,-0.0041092467,-0.0029441642,0.0028158834,0.00068157923,-0.005291096,0.011610268,0.00030569616,0.0040842076,-0.0037068718,-0.0029140527,-0.0026756523,-0.006899313,0.005444587,-0.0008211735,0.005907692,0.0018111744,0.0013609463,0.0046444684,-0.014013545,0.010757025,-0.0011285582,-0.006314775,-0.0066418587,0.0030184407,0.0026987714,0.00084239646,-0.0067357575,-0.0054192077,0.0008306945,0.00073458615,-0.0030716686,0.0028089108,0.0018654601,0.0024477474,-0.010487773,0.0100632515,0.0012597892,0.0019402417,-0.015384463,-0.00089366734,0.0070250677,-0.0032045431,0.0002464546
CYTIP,0.0017403614,0.0049922685,0.00065551343,-0.003975022,-0.0022383858,0.005262532,-0.0058271377,0.00018058383,0.003087436,-0.004198912,0.0038468535,-0.005126715,-0.0009253312,0.008035507,-0.0050062197,0.0040126,0.009058672,0.0076179234,-0.009167225,0.0044993144,0.0023395396,-0.0111515215,-0.011699561,0.0013190182,0.00800761,-0.0011186477,0.008077386,-0.0001102989,0.0007551954,0.0073596262,0.013078798,0.003696729,-0.011933038,0.014345251,-0.007591137,-0.0043557547,0.00794774,-0.0010403559,9.122293e-05,0.008626274,-0.007882311,-0.0058536385,0.011508469,-0.0010646315,-0.005543623,0.015147293,-0.011464366,0.0074463333,0.01042805,-0.01125318,0.0053469734,-0.00857757,0.011666663,-0.008607205,-0.0020211134,-0.013136629,0.005867302,0.0048986403,-0.0010875372,0.0017291119,0.008061872,-0.0052693957,0.008966316,-0.00304176,-0.0019024925,0.0074487706
CCDC148,-0.0015801558,-0.0013293714,0.003206131,-0.005366263,0.0031758538,0.0008294222,0.0019936366,-0.00044192455,0.01078704,-0.0011377848,0.0013000165,-0.0020040756,-0.002082026,0.0071932236,0.002685893,-0.0012737408,0.0039094985,-0.003120527,0.0012790735,0.0014093627,0.0042097433,-0.00060082995,0.0006800279,0.0033485428,-0.0014800061,0.0037086948,0.0020612648,-0.0025036552,0.006780321,0.0038759732,0.0027681564,-0.0048775873,-0.0030776558,0.015635459,0.0028266162,-0.0027611002,0.0030710092,0.00095397106,-0.0027985761,0.0022657248,-0.0074894344,0.0044572214,0.002870179,-0.0013658978,-0.0064238543,0.0017694222,0.0018894131,0.004663071,-0.007288615,0.0061683604,-0.0021636216,0.009902192,-0.0046760733,-0.010937569,-0.0018486474,0.008809206,-0.007938476,0.0033900624,-0.005584505,-0.0076214285,0.0007885866,-0.0044286987,0.0040801205,0.001883428,0.0060140686,0.002471554
BAZ2B,-0.0011870256,0.0038991722,-3.7314912e-05,-0.008100159,0.000507738,0.002839783,-0.0061190254,0.009072888,0.0057040183,0.00063396007,-0.0042867223,-0.0021019569,0.0010526442,0.004869295,0.0058254134,-0.004153282,-0.00027295313,0.004666126,0.00037907477,-0.0021618197,0.0013530162,-0.0016292842,-0.0032865708,0.006966307,-0.0016342396,0.0025286488,0.006040107,0.0016732279,0.001016718,0.00030082875,-0.0011657086,-0.0049648443,-0.00857889,0.013095409,-0.004628929,-0.000983105,0.00731649,-0.0030020534,-0.0014429038,0.0017493636,-0.007841078,0.0010779885,0.0024463462,0.0007023441,-0.004830363,0.00379122,-0.0051836544,0.0045888936,0.004130858,-0.0032271065,0.0031523374,0.0055419165,-0.011736265,-0.008974212,0.007872074,-0.0027830761,-0.0021427379,-0.0021650246,-0.007731612,0.0005871559,-0.002109655,-0.00090260425,0.002590722,0.007804085,-0.0011764041,0.0064590867
SCN9A,-0.0041720183,-0.0016164266,-0.0009577107,-0.0044506956,-0.0038339,0.00038810822,0.002236465,-0.00019139789,0.0023941568,0.00014697792,0.003469488,-0.010919041,0.0043707998,0.006139738,0.010129154,-0.002816626,-0.011332259,0.010636829,0.006825899,0.0019972974,0.004396556,0.002109887,-0.0011846796,0.009516929,0.0064948197,0.0033960985,0.0094674425,-0.007764874,0.0012861515,0.0030551788,-0.006154742,-0.010355754,-0.005582675,0.013057834,-0.0058792,-0.017650824,0.004009551,-0.007501502,-0.00910537,0.0016484949,0.006730177,0.0024270334,-0.0014258377,-0.0069783386,0.005827031,0.0030016955,-0.007712805,0.0027862343,-0.0012010909,-0.0008811303,0.0050134696,0.009523321,0.0027326802,-0.004848128,0.012226253,-0.018006912,-0.0037737165,0.011804762,-0.0037917807,-0.010344231,0.013884802,-0.0079729045,0.01824027,-0.0001520632,-0.019055678,0.006372313
SPC25,0.0019772656,-0.013927179,0.013798247,0.0045974497,-0.017418377,-0.0019416652,0.0065342914,-0.013098304,-0.013325878,0.007359855,0.011612075,0.004411953,0.0029304423,-0.0046084197,-0.0073784892,0.002817889,0.013536878,0.003757592,0.0065017114,-0.0055722315,-0.0013954784,-0.00032078067,0.00020291009,0.0024573829,0.0062086084,-0.014137076,-0.002639855,-0.0041418145,0.0064682537,0.0016475578,-0.0066529238,0.0060529206,0.0030505676,-0.003726141,0.0041712336,0.0046259104,-0.0053276406,-0.0010145346,-0.011037557,-0.009187004,0.020454003,-0.0025206578,-0.007911382,-0.00091310963,-0.00018203279,-0.0033061262,0.006609122,-0.0020721226,-0.002954098,0.002422725,0.0027467213,-0.009177098,0.010510973,0.010659774,-0.012354447,-0.009143389,0.0037359982,-0.000112467846,0.0027811385,-0.01138747,0.0021053294,0.001876946,0.00031196978,-0.0021518108,-0.0025901578,-0.0008037179
DHRS9,-0.0073610633,-0.0028477642,-0.0062732804,0.00775444,-0.0032608623,0.0039940667,-0.0061062938,-0.0031679238,0.0051208795,-0.0042983815,-0.0015149761,0.011635338,0.0290801,0.013323071,-0.0104847215,-0.0059484085,0.041335404,0.0542227,-0.0430872,0.0042834254,0.029643603,-0.007724794,0.011907238,0.0042727403,-0.013284539,0.0062681115,0.02804414,-0.02416236,0.006220095,0.014056037,0.013615812,-0.009761883,0.0010379162,0.03388931,0.030273408,-0.0061338954,0.013117884,0.010163849,0.0042074155,0.016813692,-0.02503234,-0.03161994,0.033466764,-0.003275097,-0.01204197,0.004789781,-0.020155985,-0.018066872,0.020520935,-0.0038517045,-0.007986112,-0.010518228,0.0312646,-0.052171547,-0.02799144,0.0038406586,0.036269937,-0.05614539,-0.0082179895,0.021515742,0.01405935,0.0041531245,-0.017298521,-0.018935636,0.0027872408,0.003938379
KLHL41,0.00043175367,-0.00084146374,-0.0034194544,0.0024142717,0.0007372596,0.0022756935,-0.0021368419,0.0013487677,-0.0009793292,-0.0016229888,0.0052396436,-0.0012356911,-0.0050540813,-0.0025711549,0.0017385364,-0.010923673,-0.002152183,-0.0004969591,-0.00035046705,-0.0043075695,-0.008288143,4.5664303e-05,0.0020568091,-0.0020977093,0.005534318,0.0011903435,-0.0036762722,-0.000679556,0.0037372496,0.0017413019,-0.0016746526,-0.0042100474,-0.0033598025,0.001581259,-0.0034711626,-0.0016701268,-0.00038361375,-0.0020000348,-0.0022552598,-0.0039699636,-0.0033959146,0.0012280808,0.0034558089,-0.0048457994,0.00146419,0.009876131,0.0007426129,0.001724902,0.0019847972,0.0023115096,0.011607008,-8.682302e-05,0.0017651181,-0.00447939,6.869813e-05,0.00032604663,-0.0025327287,0.003420983,-0.0036858576,-0.0014876766,-0.0020421403,-0.0012823493,-0.0013564839,-0.00056873413,0.0029777244,0.0030617912
CCDC173,-0.0025470962,-0.009051184,-0.0016133261,-0.010991088,0.0022275606,0.0073685707,0.001179184,0.0070558656,0.008526852,0.0035110505,-0.0020853519,-0.0114662815,-0.0089821555,0.0089802435,0.0068437727,0.0056612385,-0.0007214858,-0.0036518238,0.002844741,-0.008825326,0.004687532,0.0002434034,0.0035944742,0.003477131,0.0028367825,0.007230326,0.0037105165,-0.00167457,0.007294424,0.0024055268,0.0023823956,-0.01775366,-0.018489882,0.014577316,-0.009052949,0.0006708454,0.0061307536,-0.008301334,-0.0007908285,0.0019409306,-0.013905603,0.006025423,0.009037119,-0.0067501413,0.00022501974,0.0022816039,-0.017573675,0.021054147,0.011703159,-0.0104682995,0.0054289033,0.01117205,-0.022017723,-0.017044242,0.011163743,0.008551054,-0.0097973505,0.008398555,-0.016247548,0.0046892017,-0.004490311,-0.013293905,0.0027517956,0.0062233894,0.0060446966,0.0037548458
SSB,0.003343096,-0.0038176223,0.009073303,0.0127336625,-0.014056555,-0.016063789,0.0074847126,-0.01849561,-0.025447257,0.013808433,0.017950347,0.0054261587,0.0046744794,-0.0063824537,-0.006718259,0.0065972707,0.0024943587,0.003507065,0.00989551,-0.0023553388,-0.0022436483,-0.0044227005,-0.0029313506,-0.0046473104,0.0073165884,-0.0065227044,-0.0037701551,-0.0031807215,0.0008810207,0.0032798732,-0.0015942813,0.0129107395,0.002473912,-0.011858659,-0.00072801,0.0053942725,-0.0003883256,0.0013604425,-0.0089993505,-0.010012345,0.018546497,-0.005910575,-0.0048265066,-0.0045676106,-0.00091980514,-0.0040873224,0.014413531,0.0070175016,-0.0050702933,0.0023109848,-0.0033238563,-0.019985247,0.018863138,0.013459382,-0.012437815,-0.015866315,0.0012868926,0.0063570444,0.0009825366,-0.013420418,0.00402752,-0.0015041252,-0.0049686655,-0.007083042,-0.0014527683,0.00020647458
GAD1,0.0056527713,0.0014691494,0.0063761612,-0.0070339553,-0.009652671,-0.0039054386,-0.0014147102,0.003646484,-0.003803399,0.004788767,0.010164576,0.0018373941,-0.00038844615,-0.0004275953,0.0066137477,0.006223098,-0.00010030675,3.960224e-06,0.0013989455,-0.002688192,0.0060573006,-0.0012109184,0.0014518162,-0.0031209711,0.0020953605,-0.0039676814,0.0026925902,0.0020463113,0.0024488864,0.005081514,-0.0042517274,-0.0024662344,0.0017592284,-0.0036517163,-7.606285e-05,0.007894306,9.543851e-05,-0.000835913,-0.008477779,-0.004896735,0.016924994,-0.0002198254,0.0044911187,0.0010776094,-0.0035903002,-4.4008895e-05,0.007860094,0.008525652,0.0063390955,0.001809419,0.0039141364,-0.0024999534,-0.008819676,0.003098425,-0.010740604,-0.00027469388,-0.0052366853,0.0015379174,-0.0014490413,-0.0058616525,-0.0064086206,0.00015857587,-0.0025720992,0.002315196,0.0063583674,0.00117728
CYBRD1,-0.011063589,-0.0020828967,0.0012112141,0.00041527985,-0.0046817735,-0.0027569754,0.013667367,0.00013750487,0.0033774893,0.0015385326,-0.0041796835,-0.0074717966,-0.002552393,0.005549498,-0.004745095,-0.0038543676,-0.002809571,0.008139014,0.0011111303,-0.012380195,0.0001195468,0.005555907,0.012011256,-0.03293792,0.015532873,0.008808213,0.0035832215,0.016641112,-0.0035409855,-0.012098713,0.010850909,-0.01681494,0.0011910187,0.013148235,0.005516785,0.014664324,0.0018992133,-0.004810716,0.009326667,-0.005825814,-0.006108635,-0.010097343,-0.02293911,-0.0048844405,0.006865983,0.00077322056,0.0009776196,0.0025318637,0.012334804,0.008188159,0.0023416672,2.2996916e-05,0.009749032,0.006752873,-0.004233527,-0.008997327,-0.0034360685,0.0035647356,-0.0021985166,-0.0007928214,0.0120981615,-0.0045565176,-0.012127903,-0.0049747173,-0.0072979415,-0.0036728005
DLX2,0.030453013,-0.002450926,0.022060096,0.009713177,0.016418347,0.04269036,-0.018448677,0.035348974,0.0011008766,0.010954504,0.0048959465,0.002547107,0.00203858,0.010649246,-0.011187433,-0.0023186845,0.010642141,-0.00982963,0.009203875,-0.0011634623,0.018158969,-0.0010534696,-0.0014765398,0.0039819228,0.0061718244,-0.010140486,-0.0022276028,0.008529481,-0.0032120799,0.001679347,-0.002575635,-0.0055399938,0.006955805,-0.01189328,0.002053363,0.0032215766,-0.009478956,-0.005933053,-2.8615725e-05,0.001409763,0.0029202052,0.00686375,-0.00409286,0.0013192047,-0.00047776278,0.009887748,-0.012896485,0.014561686,0.009296438,0.007748778,0.004223653,-0.018292854,-0.012689577,0.0008292011,-0.005207817,-0.010300977,-0.0014273623,0.003622436,-0.0031501215,0.013060296,0.004300179,0.000900857,0.012327466,-0.0010449558,-0.009980155,-0.004405326
CDCA7,0.0041930256,0.004165316,0.002227915,0.0144010605,0.0021050128,-0.0014377944,-0.001075739,-0.01656264,-0.002605683,0.0010965823,-0.0027187883,0.002081537,0.0032844313,-0.0046224073,-0.0025501116,-0.0022589455,-0.0013157546,0.0057275714,-0.0013393292,0.006087069,0.0015325596,-0.00346121,0.00025712195,-0.0027933165,0.0019351642,0.0018054916,-0.003021721,0.0005128574,-0.004508303,-0.002341643,-0.012782984,0.01555501,0.0045326212,-0.02438225,0.002245245,-0.0012422017,0.00026060094,0.009101983,0.00081221975,-0.0025918232,0.00969619,-0.010956809,-0.011827584,0.0071915677,-0.00033846602,-0.0020856576,0.008638864,-0.0075887665,-0.006965043,0.0045681717,-0.0050318087,-0.009176651,0.025319943,0.001989077,-0.005124569,0.006822715,0.010107489,-0.00018504648,0.008325733,-0.0022804637,0.0012614168,0.005691346,-0.003521595,-0.0064010234,0.002294632,-0.0029624945
LINC01305,-0.0025306079,-0.0018460202,-0.0010648114,-0.007898489,0.0025204013,0.004206332,0.0034372564,0.001694239,0.0069571123,0.0007648023,-0.0044164136,0.0014110169,-0.000107521184,-0.0027202563,-0.0028905952,-0.002961793,-1.2093266e-05,0.0058761025,-0.0073467223,0.003922269,-0.0028834795,0.00091829407,0.0053612376,-0.009185022,-0.0071546743,-0.0042257793,0.0009857812,-0.006680098,-0.0034557616,0.002878549,0.0004506954,1.4974395e-05,-0.0013268619,0.0035932453,-0.003945756,0.0021265724,0.0032543165,6.716062e-05,0.0073183235,0.0050929682,0.0067374296,-0.0064331563,0.01159844,0.0042139334,-0.0025736948,0.0015421457,-0.001605348,0.0007727817,0.0028667403,-0.005362054,-0.0017384583,0.0038927356,-0.0010450071,-0.01098789,0.0017516451,0.001641044,-0.0014469381,0.000116021125,0.003990984,0.0023052425,-0.0016439774,-0.006357033,-0.0018817096,-0.0020259037,3.438244e-05,-0.0009882079
