gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65,phi_66,phi_67,phi_68,phi_69,phi_70,phi_71,phi_72,phi_73,phi_74,phi_75,phi_76,phi_77,phi_78,phi_79,phi_80,phi_81,phi_82,phi_83,phi_84,phi_85,phi_86,phi_87,phi_88,phi_89,phi_90
KCNQ1DN,2.5273572e-05,0.0004315284,-0.00015381012,-0.00052910735,0.0043819505,0.0020302748,-0.0042757867,0.0080253715,0.0061722253,0.000110392684,-0.0054350356,0.001877466,-0.0035794214,-0.009936869,-0.0024084663,-0.020290358,0.008743692,0.020175619,-0.0038647773,0.016834462,0.036914792,-0.009810991,0.000616584,-0.010502712,0.009581382,-0.028237851,-0.008496908,-0.0021417863,0.0029209056,0.018240659,-0.003374972,-0.016971812,0.013720916,0.018195448,0.008781393,-0.002860811,-0.005923645,-0.006401603,-0.017370388,0.0047177323,-0.018629128,-0.022890642,0.009802727,-0.0015289488,0.01228377,-0.005612119,0.00063345506,0.0086142095,0.011103757,0.0059474246,0.025136158,-0.005624926,0.014149932,-0.012824964,0.012515226,0.011808661,0.005207643,0.013448856,0.024938323,-0.008031374,0.025916345,-0.024948413,-0.0010738438,-0.0033879264,0.011785797,0.04958522,-0.016965661,0.0046308893,-0.022028193,0.0058216574,0.0024048577,0.00874912,0.0003751146,0.019123001,-0.014219148,0.023098083,0.021601189,-0.00017696466,0.014472407,-0.017949,0.022574656,-0.0026923798,-0.012714358,0.00040048087,-0.007777046,-0.0016044776,0.0050454563,0.005311056,0.0010862037,-0.018405443,0.009545121
CDKN1C,0.0021979548,-0.008070182,-0.0056780647,-0.013268095,0.0019854647,-0.0073743383,-0.010662413,-0.0004974328,0.0026726176,0.006657837,-0.0042698197,0.0070479154,-0.0029959402,-0.011979096,0.003550691,-0.0038863225,-0.0008778606,-0.0054649836,-0.0004139839,0.0019871185,-0.0010232108,0.0078909015,0.0025287601,0.011571327,-0.0034288173,0.00089515094,0.0062873727,0.0013578183,-0.0022543177,0.0045995144,0.007406022,0.0027872813,-0.0052139736,0.0068107597,-0.0025176585,0.004235435,0.0057716058,0.0060724006,-0.0020917186,0.017724233,-0.0041862484,-0.0020588543,0.0024814117,-0.00122785,-0.0076670446,-0.005464388,0.000117945354,0.0017845074,-0.0068885647,0.00332646,-0.002359834,-0.00022966565,0.0013227374,-0.0018620708,-0.0059124664,-0.007695516,0.0039724526,0.002995579,0.003519074,0.00874843,0.0015540418,0.014785925,-0.00059884356,0.0076122456,0.0007491511,-0.0020996754,-0.00638024,0.0059601744,0.0016938022,-0.003586247,0.0017567197,-0.007392851,0.0052874195,-0.007038782,-0.00021457512,-0.00084138603,0.010994917,-0.009335474,0.0009217387,0.004602835,-0.0047036437,-0.004967543,0.005786287,-0.012484553,0.001992862,0.0029921448,0.002493287,0.001218981,0.0031722162,0.0067227846,-0.0012779924
SLC22A18,-0.007270202,-0.0032560835,0.0005395152,0.0055823554,0.0016013003,-0.0007984951,0.005400763,-0.0024547356,-0.0016693075,0.0025155894,0.00073529425,0.0024124992,-0.0024389066,-0.001967235,0.005039912,0.002260961,0.00021445614,-0.002683169,0.0014844405,0.0029412499,0.004316117,0.00041797548,0.0046601873,-0.0090518305,-0.000503979,0.0006118432,0.009426083,-0.0015280038,0.002338919,0.005652927,0.015287629,0.0014262132,0.0061280075,0.014662914,0.0050111804,-0.002892964,0.0027335358,0.0022067,-0.0032107043,0.010982451,-0.0027424844,-0.009734801,0.0010451106,0.011626983,-0.006226107,-0.00147987,0.00446151,-0.0048965537,-0.0013356552,-0.0044769594,0.0015568585,0.0018552181,-0.001605424,-0.00900627,-0.0058656316,0.008044387,0.003527204,-0.007572484,0.0022003578,0.007475452,0.008343344,0.00707365,-0.0018998154,0.0037682555,-0.0046220175,0.007664371,-0.009527955,0.01970336,-0.0025430094,-0.0009740199,0.00022031956,0.0036292684,0.008426556,0.0031920057,0.0043413783,0.007102442,0.004308272,-0.0027616408,0.010038959,-0.0006618704,0.0061514974,-0.005299699,-0.010917757,0.011284909,-0.008104773,0.004522872,-0.0028459076,0.007609299,-0.0001923779,0.008525474,0.0034009675
PHLDA2,-0.0017899467,0.005408396,0.0050136666,0.0026629057,-0.010706734,0.008313543,0.009169553,0.005190651,0.004961841,0.0021415097,-0.0033431938,0.0014087633,-0.007640652,0.014641183,0.0023007141,-0.001566323,-0.005351152,0.0050570937,0.0041159936,-0.0018482691,0.007952551,-0.0050117937,-0.011455827,0.0013222131,-0.0043832464,-0.004468066,0.002959372,0.0021712545,-0.008217496,-0.005212165,0.0039618458,-0.0079266755,-0.0036241268,-0.0046806936,-0.00035558632,-0.0013547745,-0.0010771161,0.002554521,0.0007926718,-0.00042738754,0.0035233113,-0.0077448855,0.0072642774,-0.009734403,-0.009713221,-0.0053474978,-0.004388834,-0.003629826,0.010721191,0.002913239,-0.0011722217,-0.0031613463,0.0017167226,-0.004628107,7.5458505e-05,-0.003106926,0.0010975151,0.0040688165,-0.0051153856,-0.003864363,-0.008408549,-0.0041058916,-0.0012853567,-0.006589095,-0.0013836161,-5.9136488e-05,0.0067850007,-0.005792158,-0.011930846,0.000107290805,0.00045260633,-0.0035563346,0.0017732305,-0.008788914,-0.008048421,0.0013779525,0.007116472,-0.0075696725,0.0013302858,0.0130556235,-0.0022141961,-0.0017781161,0.0011157029,-0.01746945,-0.0016021641,-0.0007960733,0.011033995,0.00019079243,0.012780011,-0.006525133,-0.0015987232
OR51E1,-0.016920071,-0.03341389,0.029228278,0.0074056997,0.005842765,-0.0022977365,0.019042468,-0.0030956718,0.021795835,-0.0075132614,-0.0018290774,0.0076205786,-0.03755434,0.0042516897,-0.17710423,-0.08330765,-0.06245824,0.120289266,-0.09571923,0.09320351,-0.19748437,0.055810563,0.051558506,0.09772441,0.080731496,0.042594794,0.119360924,0.049665734,-0.13992542,0.10402747,-0.12049857,0.20497924,-0.092271276,-0.0412073,-0.09847644,-0.07311083,-0.00195395,0.04535614,-0.015408214,0.13698174,-0.08803995,0.17059655,0.00060161826,-0.04506545,-0.031990815,-0.060551103,-0.021927973,-0.02079249,-0.0014200816,-0.058450107,0.09181697,-0.01139037,-0.0376456,-0.04666054,-0.027993202,0.0050435043,-0.044244256,0.07836401,-0.1337799,0.045011446,0.027434567,0.030378954,0.042989567,-0.0017358318,-0.058659576,0.1455938,-0.03361601,-0.02707123,-0.08695907,-0.08926804,-0.0068763387,-0.16008617,0.097930335,0.04376468,0.026476076,0.096296035,0.15497363,-0.111934245,-0.09008295,-0.09719513,-0.098132335,-0.004107195,0.034022313,0.04459248,0.057616737,-0.004453943,0.06015335,0.04951183,-0.028780214,0.06613281,0.03704536
HBB,-0.0056747035,0.00044331624,-0.00048241444,0.0030014117,-0.0040871603,-0.0012942328,0.00268355,0.0002662721,0.0011324285,-0.0026718862,0.0064482433,-0.0016129247,0.0011281893,0.0064634434,-0.008545294,-0.0006080784,0.00023700435,0.0018265205,-0.0067903576,-0.0032016786,-0.0033041919,-0.012265728,0.0025822371,-0.009162369,0.0037971714,0.005068968,0.0013823211,-0.00048151522,-0.0038670546,0.008655816,-7.675309e-06,-0.0020739231,0.012896353,-0.007623043,0.0074838437,0.0010161126,0.0002271657,0.00282294,0.00033850136,-0.0014719139,-0.0024429702,-0.004064791,-0.0006328406,0.0006888841,-0.0031153806,0.0007999121,-0.0029077588,-0.004734852,-9.686748e-05,0.0056400774,-0.0018408721,-0.00015187163,0.0011039277,0.0008335265,-0.0011530648,-0.0003933555,-0.002815881,0.0021193575,0.00083025516,-0.0071095433,0.004449239,-0.0072668083,0.0009361773,0.0020788573,-0.0021647362,0.0011846067,0.0037804164,-0.003759827,0.0066242116,-0.00015480079,-0.0029635702,0.0041387775,-0.005007253,0.003043672,-0.001810126,-0.0030333141,-0.003021355,0.004080043,-0.0015631376,0.0034069782,0.0036409756,0.0017217436,-0.0043349424,0.006475377,-0.0050983527,0.0024162445,-0.00569509,0.0018316063,0.0071154726,0.00024158192,0.0014983584
HBD,0.0014228465,-0.002224098,-0.00058997265,-0.0003313173,0.011790199,0.005572539,-0.004643886,-0.0033930633,-0.0033517692,-0.0006001378,0.00031951736,0.005591777,-0.0018304097,-0.004171238,0.0063970876,0.0031343778,-0.0023228223,0.005233042,-0.0010622395,0.0027347403,-0.0020451308,-0.0006171598,0.0028711515,0.00040835398,0.0045697005,-0.001010731,0.0013113397,-0.0060148556,-0.00073120097,0.0016980711,0.0034954029,0.0055354387,-0.0071163885,-0.004367234,-0.007991033,0.0071443054,-0.0048597176,-0.0010657094,-0.0035578182,0.00886683,1.0375565e-05,0.007894608,-0.0024048262,-0.0017380768,0.0011466147,0.0008123787,0.007886094,0.012293887,-0.011422953,-0.0039576264,-0.0023868838,-0.0026829331,-0.009153791,-0.011329632,-0.003917672,-0.001057045,-0.0053233043,0.0012102255,0.0012902364,-0.0033767081,-0.003234587,-0.0033077095,-0.0013467193,0.0061673955,-0.0020583342,0.003946926,-0.007339259,0.009056085,0.006538104,0.0039043557,0.0041782,-0.0052607227,0.0040672435,0.0014289373,0.008976173,-0.0071173576,0.000150645,-0.0029952328,0.00581871,0.0031968697,0.00037240388,-0.0056769485,-0.0038992085,0.0022989593,0.0028750545,-0.00769981,-0.0059511513,0.0030644704,-0.004321752,0.007325617,-0.0032581312
HBG1,-0.0010452775,0.008029203,-0.0067370576,0.012950646,0.00494669,0.0046731886,-0.009667676,-0.022643227,-0.011332618,-0.011839644,0.009735482,0.0050014174,0.011554764,0.013835765,-0.013037633,0.012696038,0.011153771,0.0055506025,-0.028967792,-0.02777189,-0.01595048,-0.029615883,-0.0007574778,-0.01080325,0.0056641176,-0.0057228925,-0.0038900536,0.008794408,-0.00021415451,0.015671859,0.01726073,-0.0017454583,0.012868619,-0.006615363,0.0054750536,-0.0024162354,-0.0053340443,-0.007914186,-0.0053898524,0.0007106394,-0.021508787,0.0020956628,-0.012030379,-0.004725609,0.0020919794,0.0022113484,0.0017081478,0.006777199,-0.019411858,-0.011563417,-0.010315305,0.0040213866,0.003970727,-0.0032337625,-0.01342122,-0.00891785,-0.015525822,-0.012807286,-0.003181448,-0.013640622,0.00013617647,0.004293865,-0.000100206904,0.028301794,0.022859668,0.014982102,0.0035160834,0.00983965,0.029487116,0.011861083,0.004265195,0.01582654,0.007179794,0.019105207,0.014362471,-0.0066020335,0.0024781507,0.0032838539,0.0033742895,0.010249149,0.003133341,-0.0019667016,-0.00019691126,0.00034896415,0.0035666062,-0.019999376,-0.011148673,-0.003179412,-0.00017569379,0.011043745,-0.006583113
HBG2,0.0013989533,0.009518518,-0.014094544,0.012981236,0.008530595,0.005729624,-0.021390518,-0.0342198,-0.011748839,-0.011245464,0.014122699,0.0048708823,0.015289646,0.010329271,-0.020561706,0.012811965,0.016446866,0.0046245917,-0.036328286,-0.038748,-0.020843595,-0.0346533,0.002915734,-0.0124289915,0.009680306,-0.0025373902,-0.01066225,0.003899247,-0.007238057,0.022294113,0.029001417,-0.00425743,0.01933144,-0.0075683007,0.006499387,0.00059985736,-0.012261953,-0.010139426,-0.006961576,0.0009288551,-0.027385926,0.0066382405,-0.018483015,-0.0076209675,-0.002720702,0.001270715,0.0050976486,0.012213707,-0.026412023,-0.010498903,-0.009579694,0.010831843,0.004173406,-0.0018883396,-0.0126873115,-0.012133427,-0.017505843,-0.017490357,-0.0008829669,-0.017418958,0.0029512919,0.0075547635,-0.0017566296,0.038255256,0.027647734,0.015518478,0.00763391,0.01537184,0.040637318,0.008338201,0.0062816343,0.020032095,0.0068454384,0.029357938,0.018069914,-0.011740905,-0.0006886357,0.0007970849,0.007283782,0.012496395,0.003922914,-0.009179756,-0.0017184623,-0.002885125,0.007997165,-0.03252205,-0.015648121,-0.009170749,-0.0010268372,0.011354362,-0.008615728
HBE1,-0.014301909,-0.015000979,0.0014049562,0.00032715718,-0.008562179,-0.010769427,0.012816829,-0.0037572405,-0.0028417623,-0.0028280295,0.00610839,0.006079191,0.004836471,0.00573922,-0.000486697,-0.018147184,0.038647972,0.010695917,-0.04459293,-0.017940408,-0.004186375,-0.0009811193,0.004521293,-0.009908855,-0.022926444,-0.011450151,0.00091973174,0.005083078,0.007557989,0.00702632,-0.0008740209,0.0041694613,-0.002527996,-0.0009751951,0.0072902413,0.0017833116,-0.01204544,-0.01703889,-0.019992154,0.010563962,-0.01107648,0.0060032737,-0.002524019,0.011854351,0.004971624,0.0198645,0.026051965,0.029770134,-0.048456606,-0.025247732,-0.008093035,0.009302713,0.009036938,-0.015453334,-0.032628305,-0.0014645965,-0.019929219,-0.00465054,-0.005852848,0.0023967156,0.009611451,0.0009949994,-0.015957892,0.041363172,0.029488847,0.014696297,-0.008714308,0.004923179,0.018629277,0.038016263,0.0051559606,0.01792329,-0.0003703991,0.0049023004,-0.0029504527,0.0046860226,-0.0022085034,0.0019366825,-0.006692853,-0.001204823,-0.0052958913,-0.0052321875,0.005228622,-0.0058787996,-0.006249113,-0.004679289,0.006949265,-0.012705153,-0.012508906,0.0073407283,0.0068295184
TRIM5,0.0011153976,-0.001199336,0.0022598756,-0.0021391157,0.0028426882,-0.000889429,-0.0025468762,-0.0008480484,0.0013701726,0.0018132606,-0.0026043535,-0.0032281217,-0.00058450375,-0.0019205039,-0.003073348,0.0007798359,0.0012576539,-0.000411733,-0.0041493876,-0.00269252,0.00018097975,0.003590937,0.0031978432,0.0016953296,-0.002560604,-0.002710909,0.0006446012,-0.0007128164,0.0005344157,0.0005209962,0.004298693,0.00051830173,-0.0002171303,0.002231081,0.004010096,0.00088799535,-0.0016772997,0.001447625,-0.0010316916,-0.0018739379,-0.00033500607,0.0014585495,-0.00070288347,-0.000494398,0.0010481382,1.5452844e-05,-0.0017366229,0.0025567329,0.00051535683,0.0014143211,-0.001650174,-0.0012575762,-0.0016683736,-0.0017298502,-0.0019957859,0.00027825165,0.0028704982,0.000858427,0.00404396,0.0042274874,-0.00030801047,-0.005366513,0.0019211009,-1.6284058e-06,-0.0007218215,0.0012821618,-0.0005248729,-0.0012608675,-0.0039623226,-0.003367699,0.0034870494,-1.17994605e-05,0.004624648,-0.005898217,0.002946398,0.0027792526,0.004589434,-0.0035292287,0.0019953896,0.004274739,-0.0018091383,-0.0022110222,0.0048768315,0.0023266186,0.0008639042,0.00093896687,0.0016167703,-0.0023725838,0.0006077131,-0.0008171194,0.0024154924
TRIM22,0.0036248297,-9.1303e-05,-0.0072997943,-0.010578097,-0.00047786272,-0.001330466,-0.00021602666,0.0016713889,-0.00067438796,0.004942175,-0.008772514,0.0017948024,-0.005685436,-0.0025737407,-0.002986871,0.007134097,-0.008221715,0.0049477015,-0.0011929829,-0.0010829711,-0.00014140357,-0.0036401064,0.0008547867,0.0006967997,-0.0013068084,0.0040167687,0.01042814,0.0068726023,0.00069939956,0.0014508088,-0.0008111562,-0.0030140248,-0.009142335,0.00522258,-0.0077922586,-0.004162347,0.007831973,0.006701343,-0.00047892227,-0.0044638715,-0.006035427,-0.0103809545,-0.00556921,0.008212342,-0.012924059,0.003907604,0.0024636355,-0.008088372,-0.004798469,0.00033977858,0.0016768962,0.0015010304,0.0034410013,-0.00964659,0.004538967,0.0016727573,0.0054757106,-0.00045645196,0.0017828783,0.0031537635,0.000351707,0.0010478852,-0.005466045,0.000828006,0.0018771803,0.0012398825,-0.00063594215,0.00342191,-0.00018035583,-0.0014970583,0.0026099053,-0.0008124164,0.007862726,-0.0011446645,0.0076018106,-0.0015714761,-0.0063611083,6.8561254e-05,-0.0008641505,-0.001008975,-0.0053811767,0.0015039572,0.0019438007,0.014849799,0.0028351613,0.002437954,-0.012186818,0.0035333377,0.006597279,0.0066217873,0.0011009369
SMPD1,-0.0038823632,-0.0012134534,0.0023015135,0.0009511479,0.0030903788,-0.00063456193,-0.0015163264,0.0005071054,0.0056794654,-0.0015461054,-0.001430965,0.0042910464,-0.0023232752,0.00030810357,0.0034792204,-0.0025654943,0.0078854505,0.01236922,-0.0020430563,-0.0077346275,-0.0055860416,-0.0025755442,0.003056818,-0.0018429039,-0.011093569,-0.0033653043,0.0020743124,-0.0006651462,0.01042022,0.004585841,-0.004245641,-0.012604358,-0.0035412265,0.008590816,-6.572657e-05,-0.0019034857,0.0001683957,-0.0011922017,-0.0002177861,0.003349829,0.003896096,-0.003248394,-6.645725e-05,0.0058301394,0.0005998579,-0.00072830525,-0.002480161,0.0009857661,-0.0039244415,0.0037779482,-0.0013604262,0.002663322,-0.0063622743,-0.0027308383,0.0010496676,-0.00073260657,-0.0016790971,0.003775661,-0.006043197,0.0011997923,0.00635879,0.00060337945,-0.00070405967,0.003771352,0.0036581226,0.0008779095,0.004993138,0.0055715656,0.002118312,-0.0014112883,0.0011373616,0.0012254353,0.004613847,0.001665806,-0.0019598592,0.0016202808,0.0035841726,-0.008960274,-0.0008496841,0.0038442626,0.009579885,0.0025782739,-0.00031834908,-0.007798965,0.004981679,0.0033456876,-0.00092007965,-0.0035713557,0.0013857065,0.000809489,-0.00023378337
TPP1,0.0011384818,-0.0067791985,-0.0024712335,-0.008943529,0.00072558876,-0.005457858,-0.0076478845,-1.9931755e-05,0.0011290793,0.0025924733,-0.0073277424,0.0034235043,-0.008916076,-0.005470555,0.0017955892,-0.001335416,-0.0049632424,-0.0043445416,-0.001016181,-0.0017951727,-0.0017972345,-0.0008325639,0.005346899,-0.00087953644,-0.0027474747,0.0024124165,0.007223882,-0.0023087212,0.006777015,0.0009356255,0.0009167979,-0.0035318474,-0.0038069957,0.0056193722,-0.00048254337,0.0012860552,0.0028773872,-0.0029230926,0.0016682529,0.014878147,0.0046076844,0.0040102755,-0.00011526571,0.014534485,1.0026785e-05,0.0077139805,0.0008589229,4.5564302e-05,-0.008936893,-0.00013340646,0.008881645,0.008334819,0.0009010475,0.0020971862,-0.007633773,-5.7007423e-05,0.0071552447,-0.0023449995,0.0068569477,0.0053166267,0.012127889,0.0028028712,-0.0059823436,0.008428225,0.00040720022,-0.007440257,-0.0026114166,0.016472477,-0.0027550042,0.0017328875,0.0031567367,9.707218e-05,-0.008066898,0.0045337435,0.0026955735,0.0038565788,0.0020802666,-0.006250952,0.0074186376,0.0008722155,0.0029232902,-0.0024445988,-0.0011939772,-0.0046208557,-0.0047966605,0.00725325,-0.0072863125,0.007617299,-0.0028976528,0.009121327,0.005216578
SWAP70,-0.0004679315,-0.00019076499,0.00011169963,0.00028786564,-8.517345e-05,-0.0050741276,0.00048305726,0.0019307854,0.0018027585,-0.002040472,-0.0010743304,0.000529946,0.0020991785,0.0025555142,-0.00023354428,-0.004946353,-0.0014353273,-0.00026569978,0.0015070435,-0.0010983085,0.0025395276,0.004313364,0.00019443882,-0.0009684694,0.006492816,-0.002558676,-0.00043199392,-6.82252e-05,-0.0006751869,0.0046455986,-0.0005716208,-0.0039921473,0.007044099,-0.0028407904,0.0005123328,0.0020083555,-0.00060725294,0.0007444857,0.00240274,0.00032135562,0.00043845738,-0.002790219,0.0042601214,-0.0019441168,0.0008384595,-0.00044027407,-0.0013177365,0.0015051751,0.0042928997,0.0017161494,0.00066491944,-0.003784503,0.0005024557,-0.0027589246,-0.0029291576,-0.001802522,0.0020982516,0.00034578962,0.0035526229,-0.0009678721,-0.0052340077,-0.0021385883,-0.0004911787,0.0029657383,0.0016637325,0.003119552,0.0025208683,0.00037832113,-0.00075510715,0.0016871406,-0.0013619538,0.001662122,0.0059659863,-0.0014599296,0.00096526125,-0.0012050489,0.0009892833,0.0010836241,-0.0039351205,0.001262691,-0.00065246003,0.0037229366,-0.003165176,0.0003191003,0.0017466142,-0.00082281267,0.00038346185,6.627924e-05,0.0010625175,0.003149778,-0.0015651515
ADM,-0.005512963,0.0006136266,0.005890894,0.0053586266,0.0013409677,0.0058386107,0.0018549982,-0.002424076,0.00088346825,0.005526281,0.0056748968,0.0068310313,0.006422918,0.0035983992,0.005274945,0.019279292,0.0022457484,0.017330911,0.010816083,-0.019983714,-0.019414766,-0.016538344,-0.003022075,0.005960684,-0.004746243,0.0006134307,0.020978706,0.011538879,0.014618907,0.0030583537,-0.012922562,-0.007224334,-0.00922934,-0.0005930698,-0.008669519,-0.01167991,0.003335552,-0.001789954,0.011297361,-0.0032803796,-0.017048424,-0.013412768,-0.006585888,0.0074135973,-0.014512372,-0.00936533,-0.007813679,-0.009207625,-0.010738539,2.1961037e-05,0.0039477395,-0.002422071,-0.0059937392,-0.009984438,0.0071534915,-0.0031955973,-0.0011464049,-0.006021336,-0.0051761568,-0.01733541,0.0066765156,-0.010571901,-0.0056852642,-0.00029655467,0.0013084621,0.0013319443,-0.0037209217,-0.0010011698,0.0034576375,-0.0031918113,0.00600893,-0.0019274857,0.00902248,4.4246426e-06,0.004834156,0.010298239,-0.0024022616,0.017918944,-0.0055811536,0.02089868,0.013372185,0.012314538,-0.0057429587,0.005322399,0.013401355,0.0030186432,-0.0025421008,0.00034245357,0.003284298,0.011925537,-0.0046314425
MTRNR2L8,0.0031871807,-0.0024974772,-0.0031384714,-0.0021904258,0.0033096098,-0.002895089,0.00050826435,0.003948492,-0.00077686395,0.0050688474,-0.0016243794,-0.00017144054,-0.0015781021,-0.0095957285,-0.0011137461,-0.0012224014,0.0012654834,-0.0062436895,-0.0015882278,0.002072627,0.0013142464,0.017873602,0.005463482,-0.0016794606,-0.0023999058,-0.0019025824,-0.0068731527,-0.007623706,-0.0010748175,-0.0019850486,-0.0039937044,0.0017357486,-0.0014229773,0.0006348722,-0.0009304528,0.0021593585,-0.0055830544,0.003773047,-0.0066098147,-0.0020220021,-0.004813258,0.0035418475,0.0059391945,-0.008083585,0.0074769477,-0.0044352035,0.0024291086,0.0003128248,0.0029344857,0.008274664,-0.003327505,-0.003300422,-0.0018847132,-0.00244123,0.0017945269,-0.0041516647,0.0017517305,0.0015437905,-0.0035291873,0.005215929,-0.0013194149,-6.0503025e-05,0.0016652776,0.00012907614,-0.010114519,0.0061462736,0.0020066828,-0.008065867,-0.0044040084,-0.0013813571,0.0013721199,-0.0027309062,-0.0011521106,-0.0062957928,-0.0051844115,0.005372967,-0.002802679,-0.0012145278,-7.525844e-05,-0.007873612,-0.0063185175,-0.0034979726,0.00016630975,-0.0021528366,0.005534997,-0.00244317,0.0014105353,-0.0030762472,-0.000117320174,-0.00045609547,0.0020496198
MRVI1-AS1,-0.00087784394,-0.0024306192,-0.0031243681,-0.0070586475,0.0007920152,-0.0034659537,-0.002628251,0.00037387776,0.0038551495,0.0027936567,-0.0039000122,0.0032020484,-0.00408841,-0.0020039568,0.0066041416,-0.011458763,-0.005697044,-0.0010059236,0.00044067006,0.0035187425,0.0070258006,0.0070194504,-0.0032741544,0.0024992065,0.0039292634,-0.0041487296,0.0011077179,0.005498454,0.009557737,0.009187811,-0.0031133331,-0.0098896315,-0.004548463,0.012400984,0.002458626,-0.0008738535,0.0011466132,0.0013836011,-0.009381717,0.0077298847,0.0025539577,-0.008077451,-0.0056942133,0.0019024528,0.010634591,-0.0051477407,0.004004746,0.0068303216,-0.011507711,0.010375612,0.0047911354,0.006625993,0.0012100335,0.0018340291,-0.0064828605,-0.0018679409,0.0014119494,0.008882386,0.011819381,-0.006987786,0.0014253372,0.00067950535,-0.00070551754,0.0058053043,-0.0019263458,0.005232926,-0.0101565635,0.011122672,0.010264456,0.0039448203,0.0031010283,0.0022241122,-0.0023686436,0.01068816,-0.00072454603,-0.0047447993,-0.002465572,0.0018906638,0.0019225843,-0.0017845241,0.0057816315,0.0035942623,-0.0118996,-0.009223695,0.0053093624,0.0069400487,-0.0015041704,0.00032203764,0.003274929,-0.005474855,-0.0035330208
MRVI1,0.00080018025,0.00081725453,0.0030583984,-0.0019071443,-0.0015911582,-0.003557945,-0.0016237526,0.0009008651,0.0044577694,-0.0032145618,-0.0062499074,0.0027386297,-0.0053613805,0.0007625329,-0.0022772003,-0.0047308137,-0.0022782506,-0.002283353,0.003940588,-0.0003435587,-0.0068932427,0.0054709893,-0.0022027218,0.008929858,-0.0047861743,-0.0005500747,-0.0008918775,0.0009109172,0.009132771,0.0022691884,-0.0056438553,-0.003908893,-0.010997358,0.010440097,0.0021765698,-0.00037463993,-0.0029605257,1.3019622e-06,-0.006223529,-0.005176169,8.5442545e-05,-0.0041870032,0.001458317,-0.00017537862,0.0009544271,0.0014633844,0.0023684683,0.008939309,-0.0031476023,0.001532143,-0.0047517037,-0.0037937278,0.0038524638,0.0012892078,-0.009759297,0.0026916778,0.005221781,0.0052155154,-0.0050824406,-0.0016665529,0.017317187,0.0054076016,-0.005237879,0.0006057497,0.0038081638,-0.004190312,0.004971281,0.0038076844,0.0059157456,-0.0022377395,-0.0031109718,-0.008423458,-0.0034910731,-0.0039204443,0.008869269,-0.0065629063,-0.0035395669,-0.002767031,-0.0020994735,-0.0009907831,0.0047173034,0.0021977169,-0.010486225,0.0069524758,0.0054966547,0.013417562,-0.00080659153,-0.0030631535,0.0011523406,-0.00057476934,-0.0042460673
ZBED5-AS1,0.0026748057,-0.0049446537,-0.0033106334,-2.7898619e-05,0.00620012,-0.0011644135,-0.0031592543,-0.0018846157,0.0009626958,0.0022002473,-0.0064454353,-0.0020887135,-0.0022887834,-0.0048886505,0.00044146282,0.0011524,-0.0030849713,-0.008181999,-0.0013776773,0.0071518105,-0.0017206125,-0.0028864718,8.183731e-05,-0.0023591055,0.0038467234,0.0031335298,0.011621762,-0.0007812369,-0.0013791568,-0.0029514967,0.0047461176,-0.0021617736,-0.009359648,0.004511228,-0.0009321952,0.005716112,0.0042988374,0.0062802522,-0.005161261,0.0045983167,0.0032450587,-0.0016904931,-0.0034751415,0.0007356899,0.0032687108,-0.0015116738,0.0015315831,0.0021485267,-0.008105486,-0.00059227785,0.002405491,0.0009815638,-0.00550993,-0.002754211,0.00087599765,-0.0030156793,0.0031142405,-0.001032783,0.005329597,0.0015201435,0.0044191144,-0.00048373247,0.00095918414,0.0038185748,0.0008697135,-0.00046542406,-0.0054141805,0.0026542137,0.0022127249,-0.0007333112,0.00042328352,-0.0017557507,0.00020668638,0.0003701863,0.0011416365,0.0006396873,0.0009966262,-2.5411888e-05,0.0005950254,-0.0014849916,-0.002259956,0.0029027837,0.003140844,-0.0021218078,-0.00041823965,0.001089488,-0.0028777586,0.00015927876,-0.006332855,0.0057344697,0.000193018
