gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65,phi_66,phi_67,phi_68,phi_69,phi_70,phi_71,phi_72,phi_73,phi_74,phi_75,phi_76,phi_77,phi_78,phi_79,phi_80,phi_81,phi_82,phi_83,phi_84,phi_85,phi_86,phi_87,phi_88,phi_89,phi_90,phi_91,phi_92,phi_93,phi_94,phi_95,phi_96,phi_97,phi_98,phi_99,phi_100,phi_101,phi_102,phi_103,phi_104
HBE1,-0.009441459,-0.00728498,1.4705249e-06,0.0024183402,0.007132832,-0.0008225906,0.004043453,-0.0047248052,-0.0077327993,-9.106926e-05,-0.003993917,0.008771908,0.0100051295,0.00052021863,0.0012575907,-0.011005885,0.00061500934,0.008968686,0.003543265,-0.0023958434,-0.003209697,-0.032549903,0.0009890915,-0.0073889797,0.01464853,0.017533023,0.005729738,-0.002820467,-0.012594135,-0.008953294,-0.00052796904,0.015021665,-0.0054859333,0.015696036,0.006927576,0.0099013895,0.00037064732,-0.0007631819,-0.003221157,-0.0057649864,0.0015539404,-0.00047440286,-0.0034133273,-0.004961528,-0.008636062,0.002989874,0.004523141,-0.004985522,0.019071171,-0.0029664848,-0.0047441814,0.003592939,-0.0058854693,-0.0008478258,0.017162366,-0.008256277,0.00020972862,-0.00019155195,0.0021761605,-0.0036148105,-0.004941866,0.013506964,0.007520275,0.026183702,-0.015692363,0.0153962495,-0.012202513,-0.02141729,0.01097838,0.0007181149,-0.012657365,0.009160774,0.0012614038,-0.0064095766,-0.014890644,-0.011288341,-0.0062131262,-0.0017817046,0.009897592,0.007720978,-0.00048545876,0.001514012,-0.025435,-0.0056174044,0.019029165,-0.002354671,0.0049101203,-0.026624817,-0.07083543,0.016549854,-0.00080119784,-0.011897339,-0.012637787,0.008885485,-0.0021188036,-0.008503098,-0.0015182851,-0.016889457,-0.0007956318,0.0016520785,0.024062166,0.003523458,0.06111619,-0.015568765,-0.0036707313
TRIM5,0.0012386515,-0.00025228498,-0.004449093,-0.0013031802,0.0010946768,-0.0017023459,0.0047289436,-0.0024875882,-0.0015297092,-0.00013803258,-0.005256727,-0.0019844887,-0.00010558403,-0.002746654,0.003229859,0.0017181718,0.0002520848,0.0016622522,-0.0013105607,0.0015581525,0.0006770969,0.0018406567,0.002298286,7.124393e-05,-0.0014418983,0.0011337635,0.0013308956,-0.0029571403,-0.0008915127,0.002205842,0.0006219168,-0.0017174993,-0.006794696,0.001341913,0.0023053603,0.0015702826,0.0011486766,-0.0008903603,-0.0018587024,-0.0011874095,-0.00063710747,0.00023761383,-0.004892499,0.0009941951,0.0031354532,0.0045940937,0.00082298636,-0.0036361357,0.00011882368,0.0028037939,-0.0013515807,0.00409669,0.0037426306,0.0037364683,-0.0003380842,0.0007428626,-0.0021928921,0.0021661508,-0.00062402635,-0.00019150409,0.0041245986,0.0025521938,-0.0012799627,0.0024373657,0.0004157116,0.0012738254,0.0021306328,-0.00018959942,-0.0015520776,0.0010039719,-0.001902715,-0.0036412298,-0.00071962544,-0.0014993711,-0.005178491,-0.0025411097,0.0031105431,0.0014451668,0.0006443637,0.0046060607,0.00045184785,0.005484393,-0.00016194498,-0.0058438033,-0.0004973779,0.0012578674,-0.0008314318,-0.0037440427,0.003064363,-0.0012394253,-0.0005188001,0.003512492,-0.0033379835,0.00073217374,-0.0021597533,-0.003387802,0.003311856,0.00459671,0.00305195,0.0027987522,0.0022212414,0.002599638,-0.00038940698,3.508125e-05,-0.0036558493
TRIM22,0.0006852251,-0.004346587,0.0018915611,-0.006930561,0.004301704,-0.00027498152,0.007249514,-0.0026846284,0.005380753,0.0028918548,-0.00391377,0.0030332,-0.0029686922,0.0011245382,0.0037156506,0.0025785523,-0.0024981387,-0.00072348694,-0.0003973653,-0.003243528,-0.00406669,-0.004910674,-0.0059888866,0.0064163436,-0.0024583633,0.00019186876,0.0061964644,0.007221762,0.0007868868,-0.0021053918,0.0070206,-2.5988795e-05,-0.009253931,-0.0046433434,-0.010576048,0.004459632,-0.008421559,0.004114416,0.00033932636,0.008400032,0.0018148771,-0.0018329428,-0.0005543234,-0.0073785656,0.0015868467,-0.010481825,0.0086088525,-0.0066571976,-0.0014165236,-0.0066393763,-0.003555787,-0.0019166725,-0.0035606048,-0.006792757,-0.0032002744,0.0052961847,0.00096547743,0.007804685,-0.0060768826,-0.0026548915,-0.007982118,-0.0073690796,-0.0014860134,0.00023909997,-0.004772851,0.0036719916,-0.0064900974,-1.6970052e-05,-0.0029056263,0.0014312845,-0.0048199487,-0.0011321844,0.001315925,0.0053216666,-0.0024822892,0.0015647464,-0.004529231,0.010596324,-0.0015593445,0.0026160623,0.0035338365,-0.0016830255,0.0072110686,0.0009937657,0.0035824974,0.0037034322,-0.0031179676,0.0057155755,-0.004185815,-0.0062350496,-0.0018732639,0.001488506,0.0057715736,-0.0023515127,-0.0112173,-0.0036951865,-0.0064008962,-0.0020144735,0.004032255,-0.0046914574,-0.0018313254,-0.0045393966,0.0025603354,-0.005673145,-0.0013939859
SMPD1,-0.003172893,0.0006969715,-0.0018599201,-0.0023295213,-0.0009770836,-0.004498388,-0.0024213034,0.0010467869,-0.001774893,-3.5629193e-05,-0.0011577137,0.0032785062,-0.0050596106,0.00032811222,0.005214733,0.0035449236,0.0063661146,0.00866304,0.007154098,0.0018269118,0.0011931243,0.0005682229,-0.003093644,0.0062991716,-0.004567211,-0.005747807,0.0075122635,-0.0030273802,-0.00041367428,0.0037209177,0.0026322657,-0.0053557935,0.0019452268,-0.0013133993,0.004314868,0.0048915017,0.0064497236,-0.0047430624,0.0030317213,0.0032746654,0.0020501972,0.0013797454,-2.808415e-05,0.0012361385,-0.0030995754,-0.0016196159,0.004700672,0.0019388547,-0.0042994116,0.007821686,-0.009386887,0.009834872,0.004938568,0.0018474094,0.0023392474,-0.0047670626,-0.0037568752,0.0036329625,-0.00080939237,0.0018680051,0.00047692345,7.98103e-05,0.005533758,-0.0020892608,-0.0002813027,0.008101118,0.0031375827,-0.0045686862,6.339381e-05,-0.005418579,-0.0031868352,0.0015667042,-0.0008229226,-0.0017468542,-0.0026123445,-0.0057613472,0.0004372875,0.0018353887,-0.004620114,0.0011926532,-0.0006712064,0.0017037024,-0.00683692,0.003335029,0.0027206661,0.00656851,-0.00047522245,-0.005389602,-0.006560125,-0.000566734,0.0021353865,-0.0019055906,0.0021208513,-0.0030675402,-0.0005533096,-0.006144537,-0.00013731173,-0.0018487063,0.009519353,0.00026623788,0.005426991,-0.00031485668,0.0012206619,-0.0013045266,0.00087575486
TPP1,0.0023062378,-0.007168024,-0.0006031315,-0.010465326,0.0031797031,-0.004187999,0.005653798,-0.0026966124,0.004259772,0.00530638,-0.011728441,0.0007474173,-0.0047411923,0.0018573151,0.0037668503,0.0007771008,0.015357742,0.004804557,0.009072275,-0.008983679,-0.002855245,-0.0077318945,-0.011732872,0.0031631705,0.005071624,-0.00012394889,0.0039586932,-0.00037029464,0.0026265576,-0.0028276986,0.00029748026,0.002258046,0.0021965757,0.0024106875,-0.0060598864,0.0011377239,0.0048527275,-0.0050968695,0.0037080017,0.0062336233,0.0052545434,0.0022033616,-0.009962928,0.0013298225,-0.011129056,0.0038560117,0.012980063,0.01397383,0.005079269,0.005786475,-0.0036161959,-0.004670823,-8.180329e-05,0.008418785,0.001068192,0.008673347,0.00014203627,-0.014161175,-0.004193142,0.00022331976,-0.0033813284,-0.0009943214,-0.0015123892,0.00066947355,-0.00586337,0.00015922461,0.006956078,0.0059791785,0.00047494433,0.00344332,-0.0026693658,0.0061163446,0.003137188,-0.0068531455,-0.0036531216,-0.0034600184,-0.00202585,-0.003684828,-0.010167589,0.0071119415,0.00037232277,-0.0021972551,0.0078023956,-0.0014315983,0.0037846093,0.0015399675,-0.011387797,-0.0011446943,-0.0084700165,0.00505665,0.006355701,-0.00079516,-0.0055514122,-0.00294797,-0.0040275855,0.009609042,0.005104704,0.0012447615,0.0026750693,0.00014232412,-0.00017145679,-0.005136692,0.0011613979,0.0018779588,0.0020002257
SWAP70,-0.0010061499,0.001423243,-0.0016923315,-6.75835e-05,-0.002040106,-0.0021096403,-0.0022794192,-0.0020894355,-0.002743651,0.0014014299,0.002284682,0.0028526615,-0.0005529485,0.0012603645,0.0003777819,0.0036229468,-0.002350329,0.0028920127,0.0005283036,0.007370502,-0.0029017688,-0.00576529,0.0012590314,0.0010202066,0.0033776897,-0.0015934113,-0.005394905,0.0017513115,-0.0034501983,0.0038896187,0.0006529616,-0.0007207294,-0.00076790457,-0.0062244176,0.0030993638,-0.0042528566,0.00041187037,0.00026423033,-0.0015572706,0.0019151374,0.0019921781,-0.0016853123,0.006027156,0.001392529,-0.0017655796,-0.0070801754,-0.0008599122,-0.0024053005,0.004434583,-0.0020662271,0.0014050151,-0.00055007683,-0.0022450972,-8.008984e-05,-0.0010245134,-0.0013000971,0.0011105885,0.0032292218,-0.00305538,0.0008780982,-0.0034545,0.0010691803,-0.0025447365,-0.0008194306,0.00048685088,-0.00010593068,-0.0018900003,0.0032297252,-0.0038643605,-9.548234e-05,-0.002313766,-0.005439516,0.00062581705,0.0014379155,0.0006310367,0.0033463475,0.0028300711,-0.00069467636,-0.0020017605,0.0012523112,-0.0003359893,0.0017520133,-0.0020419022,0.0006830295,-0.0015631388,-0.0024511823,-5.5213637e-05,0.0008050508,0.0018551424,-0.00018169104,-0.0027199038,0.0021024684,0.004776237,0.0007833946,-0.0002793843,0.0013291663,0.0027612557,-0.0005850764,-0.002705001,0.0010255122,-0.0019531443,-0.0038243372,-0.0017095822,0.0023031645,0.0024081066
ADM,0.0014054923,0.00018502185,-0.0008558955,0.0006075296,0.0003597299,-0.0017723358,-0.0019682907,0.002518728,0.0043276856,9.533981e-05,0.0010709044,0.0013744798,0.0007328905,-0.003893064,0.0144834975,0.0021162857,-0.0009867791,-0.006142548,0.019434594,0.008328217,-0.0050037242,-0.0010481944,-0.011457827,0.010442035,-0.02470108,-0.0139405355,0.006636308,0.0104327435,-0.0005588868,0.0039884844,0.01166463,0.009919364,0.004876519,0.00074686273,-0.025409741,0.009893882,-0.021176854,-0.017325008,0.015214418,-0.0048944107,0.0002247993,-0.008042912,-0.004842968,0.0013586159,-0.008456993,-0.008809974,-0.0010959362,-0.017916812,-0.0026963584,0.0043049706,-0.010942656,0.004750003,-0.0017242132,0.0023216926,-0.0002909894,0.00529446,-0.0058650523,0.015698848,-0.002748539,-0.0068662968,0.0045574326,-0.0029940496,0.002250819,-0.003854583,-0.019713491,0.02131925,-0.03004648,-0.008563151,0.021836165,0.0010763354,-0.0067327656,0.0031536506,-0.0005063451,0.00042640558,-0.009037134,0.0007938893,-0.00935949,-0.0062537235,0.0015354087,-0.0026398327,0.002861851,-0.006712491,0.0033138331,0.0023271951,-0.0005331661,0.007697218,0.0046709487,0.008215027,-0.001071547,-0.0064176675,0.013180582,-0.0138314245,0.017660549,0.0025805675,-0.0115934545,0.0028775183,-0.014186787,-0.00095517415,0.015256415,0.0011682074,0.009762055,-0.016083192,-0.0031485027,0.0032196771,0.0056581236
MTRNR2L8,0.004344847,-0.000878443,-0.0011261374,0.00083030155,0.00077363354,-0.003886249,0.0032853899,-0.0026533972,0.003747464,-0.0024993438,-0.0050881137,-0.00083727523,0.00029221122,-0.0012632706,-0.0044082045,0.00088566745,-0.009146322,-0.00020746722,-0.009504252,0.0083459355,-6.171114e-05,0.004970749,0.0023266352,0.0008518887,-5.3752916e-05,-0.0017044272,-0.0025311392,0.00010192973,-0.00781385,0.0022746657,0.001192426,0.0028735243,-0.003014643,0.00058217486,-0.002983437,-0.0006387275,0.0045500905,0.0015852631,-0.0019436087,-0.0051454864,-0.0016620922,-0.00024978298,0.000992637,0.0038025791,0.009000098,0.0030204738,-0.0036290984,-0.0058935285,-0.0015738681,-0.006483198,-0.0054439832,0.0058561955,-0.0051464867,0.004998742,-3.320887e-07,0.007986437,0.0061161187,-0.0062660784,-0.0005755717,-0.002644179,0.00087300333,0.0034408506,-0.0038858382,-0.0015208168,-0.0023274005,-0.004335848,0.008977179,0.0011277493,-0.0012713196,0.0020423771,-0.0025204308,-0.0015365436,-0.0017815167,0.0112669775,-0.002679328,-0.0014845252,0.0023349067,0.0002748687,-0.001997617,-0.003118578,-0.004662362,0.0036733157,-0.0044127074,-3.1647636e-05,0.0049053733,0.0032277582,0.00387395,-0.0015176283,0.00058303226,0.004203219,-0.00339744,0.0008205892,0.005748452,0.0019346856,0.00075379916,-0.006856641,0.0042004786,0.003269499,0.001963843,-0.0021099108,0.0007071778,0.0012349971,-0.0029302118,0.004963219,0.0015709613
MRVI1-AS1,-0.0008112736,-0.0025396817,-0.001292176,-0.009814987,0.0039582886,-0.0023403328,-0.00012560972,-0.0020055398,0.0068215285,-0.0014838593,-0.005195391,0.0050339126,0.0023692434,-4.732454e-05,6.9469093e-06,0.00598063,0.007029315,0.00313718,0.00063112733,-0.0066202683,-0.00097527716,0.000731422,0.0074155354,0.015626008,0.0133694485,0.006441714,0.0030003632,-0.0008693427,-0.003655374,0.00017264899,-0.007387838,-0.0034774619,-0.0022612058,-0.0037663272,0.00993109,0.006926125,0.0022907502,0.010889556,0.015641946,-6.9739162e-06,0.006322387,-0.001251693,0.0036081725,-0.0050167684,-0.00057463534,-0.0018014872,0.0067904806,0.009323115,0.0024277722,0.003805848,-0.007666029,0.0011655085,-0.008121803,-0.0036834232,-0.00073942944,-0.006100687,0.009101893,-0.008332934,0.0057040076,-0.0005858924,-0.0056581087,-0.0005582106,-0.0039581433,-0.014853497,-0.0069004716,-0.00019407661,0.009795943,0.0017251326,0.0021379597,0.0059412355,0.0014300615,-0.0010386041,0.0031296748,0.0036412338,-0.0013572554,-0.0052462094,-0.0024308725,-0.0011105925,-0.0048160534,0.0011855552,0.009400861,0.008878646,-0.0021534318,-0.007536586,0.006797435,0.008686208,-0.0023558694,0.0028936113,-0.009327211,-0.0031218918,0.0020907384,0.007414451,-0.014986846,0.0014777089,0.006365204,0.003655793,0.007035848,0.0068648714,0.004822415,-0.0022900614,0.00036667302,0.0021376559,0.0015167418,0.010091535,0.0023270107
MRVI1,0.001314365,0.00096246507,-0.0020021473,-0.006938665,-0.001236961,-0.0031326585,0.005342824,0.0025193894,0.0040707667,0.0028540944,-0.0023658841,0.0034592685,-0.0006933376,-0.0026742064,0.0030998732,-0.00027292597,-0.003748485,0.006831679,0.0028365655,1.2689323e-05,0.0037833664,0.0046030427,0.0028693285,0.002252681,0.009510308,0.0030440004,0.0037574274,0.008407423,0.0006308448,0.0066764723,0.00082762074,-0.00778977,-0.008579933,-0.007515033,0.007920498,0.009311002,-0.008483946,-0.00021903284,0.012197772,-0.0008279069,0.0065657697,0.0024163513,-0.0014911729,-0.0009813163,0.002259601,0.00025612884,6.8801155e-06,0.0039370107,0.0014754363,0.0080669755,-0.005193105,0.010638365,-0.009097729,0.0051029003,-0.0059237746,0.0022668568,0.00045883015,-0.0036242625,0.0029573522,0.002729825,0.0013204165,-0.0039180815,0.0010423607,0.0005568362,-0.001656328,0.0034434306,0.0054652225,0.00059403083,0.012344501,8.6954984e-05,0.0016910279,0.009370016,-0.0016508437,-0.0024660972,-0.00029495516,-0.011448651,-0.010000116,0.001789431,0.0018764951,0.00048361236,0.004926945,0.0015952978,0.0035658826,-0.0067408197,0.002038416,0.0027147671,0.0014488186,0.0060863267,-0.010010302,-0.0026845478,-0.00316371,-0.00064294937,-0.0050839856,-0.0016720756,0.004369794,-0.0009780937,-7.103907e-05,0.0023293872,0.0011630383,-0.0015182053,-0.0023917407,-0.00035350438,0.0015293392,0.002121981,0.0032265573
ZBED5-AS1,0.0030875986,-0.0010020118,-0.0012937896,-0.0055054924,-0.002404338,-0.0056761852,0.0043368484,-0.0019081421,0.002550005,0.00081061386,-0.004130076,-0.00081587315,-0.00094610784,0.0013509359,0.0013811764,-0.0012308509,0.0028313561,0.0010091168,-0.0024006774,0.002425088,-0.0040732934,-0.0058999825,-0.00883212,0.0058569293,0.0016900682,8.316442e-05,0.005433666,-0.00074428995,-0.004617039,-0.002103006,0.001829779,-0.0004385636,0.0018375908,-0.0022495901,0.0036265277,0.006188628,0.004510331,-0.0019007811,-0.0022702424,0.001714591,0.00056839106,0.0024435557,-0.007646529,0.0014527902,-0.0031331715,0.0018812756,0.0034110777,0.0055524516,-0.0020145236,0.0030468036,-0.0022653956,0.0033248917,-0.0040919567,0.001439265,-0.0046630977,-0.00020075098,0.0001903829,-0.010149552,-0.00038132287,-0.0005870088,-0.0016939957,-0.0036069565,-0.0052920547,-0.0018522228,-0.0040657595,-3.3055157e-06,0.0013031348,-0.0002588816,0.0009216257,3.3282115e-05,0.00043008523,0.007334381,0.0025747132,-7.6881e-06,0.0015386974,-0.005237998,0.0040516965,-0.0010686282,-0.0007730417,0.0015003638,-0.0043696053,0.0015850988,0.010935536,-0.00444914,0.004193356,0.006265411,-0.007317569,0.0013971769,-0.0052662445,0.0018280505,0.002886055,0.0019622124,0.0013599286,-0.0049914643,0.0025718096,-0.001877999,-0.0010228868,-0.0018395246,0.002320909,0.0035704284,-0.0031711434,0.0028654984,0.0038331426,0.002389608,0.0025182462
DKK3,0.0010565972,-0.004446426,0.0020773252,-0.0056579774,0.0027636124,-0.008908491,0.0008873887,-0.0029840327,-0.003785231,0.0044832556,0.0027455308,-0.0017296134,-0.006949927,-0.00069119985,0.0052328217,0.013108193,0.008086183,0.002128597,0.011887319,-0.014300836,0.0026655248,0.0021076964,-0.0043297485,0.01272612,-0.004340243,-0.01133677,0.012688538,0.0059616775,-0.0011595985,-0.00038608434,0.0019814726,-0.01341129,0.0006638997,-0.0062614325,0.007169394,0.0049207998,0.0069106156,-0.005714222,0.0014967766,0.004245143,-0.008069679,0.013350779,-0.0022555345,-0.0014686417,-0.0017543901,-0.0053946893,0.004862659,0.004777481,-0.0032590164,0.001247856,-0.005380991,-0.009190904,0.008659662,-0.009742131,-0.009453722,0.0048468625,0.0034819504,0.007414397,-0.0011166361,0.0011941944,-0.00014001068,-0.011102385,0.0085847955,0.010126807,-0.009621406,0.00819741,-0.0007439591,-0.008681219,0.005039515,0.0051760566,-0.0009155701,-0.0031262208,-0.0036782115,0.0051821144,-0.0045983754,-0.00362264,-0.0015551603,-0.0018450529,0.001895426,-0.0013515184,-0.0009887774,0.001825549,-0.0045796894,9.5573334e-05,0.00018464682,-0.0067901798,-0.007317287,-0.0026880065,0.0032558616,-0.00994349,-0.0034146484,-0.009433628,0.0033633013,-0.0011467022,-0.00479694,-0.0010071348,-0.003520968,-0.007135885,0.013065271,-0.008661771,0.0008335259,0.0036205112,0.0025336016,-0.008067005,-0.0033339176
NUCB2,-0.0026798141,0.00073916395,0.004537327,-0.0056040823,-0.0059249755,0.0018278586,-0.005766412,0.0074634487,-0.0069803684,-0.0015434852,0.0058480855,0.0028635869,0.0034940548,0.0005037429,0.0049966723,0.0033056112,-0.0033720806,-0.008593104,0.0020248299,-0.004413217,-0.00019113925,0.0041495534,0.00044354866,-0.00053896604,0.0023938294,-0.0010181664,0.0054161637,0.003815943,0.000548905,-0.0028445632,-0.001830506,0.001320146,-0.0021799444,0.001314036,0.0006583974,-0.003959952,-0.0019689451,0.00012690597,0.0050650914,0.004213003,0.010866673,0.0023398427,0.004942691,-0.006535249,-0.004046262,-0.0038980772,0.0023494381,0.009202106,-0.00034255514,0.0065171607,0.008548837,-0.0050549516,-0.0024485735,-0.016690556,-0.0014004002,-0.004396334,0.002537161,0.0035006488,-0.0018961914,0.0010553787,-0.0002661418,0.00044452972,0.0037600594,0.0021082794,0.00300059,0.0036654382,-0.0033441056,0.0021450478,-0.002083722,-0.0045519643,0.0026382152,-0.005033107,-0.009303417,-0.00058572897,0.007400919,-0.0034681184,0.0016770236,-0.0031464933,0.0017311719,0.0029069972,0.002727501,-0.010772461,-0.0015594744,-0.0021007014,-0.0033365337,0.0020499781,0.0011971393,0.0050141267,0.006249005,0.0013401068,0.0029633522,-0.0024415571,-0.0013872187,0.0073752464,0.005314746,-0.002564539,-0.005900971,0.0027213928,-0.0016388197,-0.010357052,-0.009452064,-0.0015207859,0.0053533963,-0.0014483794,-0.0026953008
LDHA,0.0059738904,0.010183995,0.015265901,0.019100793,-0.027888305,0.014886766,-0.019404974,0.025611091,-0.010952682,0.001493232,0.021316217,-0.00082804787,0.0049711275,0.0073372214,-0.012796636,-0.00046719858,-0.014816399,-0.0006915351,0.00071005186,0.0030856684,-0.005901983,0.017971396,0.007812797,-0.0021433388,-0.004563368,-0.0035567584,-0.004839861,-0.00035521243,-0.0068171034,-0.019247426,0.0023457392,-0.004696887,0.006176338,0.004390188,0.008181538,0.0015098903,-0.013815238,0.0040121432,-0.008634385,-0.015092484,-0.009697812,-0.0010183109,0.009376445,0.0042548776,0.017289607,0.004220393,-0.014322594,-0.012634354,-0.002542548,-0.0063232444,0.0331525,-0.014836524,0.010762295,-0.02057514,-0.00338462,-0.015673315,-0.017496418,0.01677207,-0.0018696327,0.003962605,-0.0036408151,0.0027442977,0.011856974,0.007355853,-0.00071139,-0.003471816,-0.01642709,-0.0035147427,-0.0019238039,-0.007997614,0.0069567114,-0.022090476,-0.008865244,-0.004826074,0.028034285,-0.0053728106,0.0135748405,0.006498759,0.009306002,0.0017129816,0.00071493804,-0.02244563,-0.0036391956,-0.009944602,-0.015351206,-0.0087696165,0.011811285,0.018468764,0.01361764,0.012526782,0.0018274018,0.00036929135,-0.0054467795,0.0067196367,0.004098736,-0.008407301,-0.020348303,-0.0043434296,-0.0071782274,-0.01614028,-0.019495321,-0.015203024,-0.0020523758,-0.008385712,-0.013258032
SVIP,-0.0060413587,0.00809177,0.009120496,0.009698385,-4.969924e-05,-0.0029260954,-0.0055781626,-0.0019307914,-0.005111537,-0.0069035683,-0.0018678657,0.007858683,-0.007913504,0.0077697393,-0.008661173,-0.0061995345,-0.009346308,-0.0043729283,0.003280652,0.0010182956,-0.0027124267,0.016101483,0.016296761,-0.0012713601,-0.006899148,-0.0022076007,-0.009347932,0.0044319117,-0.013747123,-0.0020332634,-0.0039529237,0.0012602261,-0.0060463343,0.01002596,0.007952792,-0.009504734,-0.014730855,-0.009697885,-0.0011201323,-0.010045267,-0.00363574,-0.0001657163,0.007631292,0.0017547095,0.0071244016,-7.475811e-05,-0.002209116,-0.012678968,-0.002005435,-0.003576486,0.0026567017,0.005125504,0.0004962376,-0.0012035688,-0.0013933585,-0.005127792,0.008863374,0.002293628,0.016259635,-0.00254419,-0.0038037964,8.394283e-05,-0.0045629204,-0.0013792248,-0.0045314184,-0.0058933343,0.0065538264,-0.0013332728,0.005715908,-0.004693913,0.0068193832,-0.012491564,-0.0046257684,0.010042944,0.011605215,0.0011447174,0.008384075,-0.0038090965,0.00055290957,-0.0014820716,-0.0030240868,0.0017257303,-0.008079891,-0.0029362028,-0.0034629952,0.004775317,-0.004607033,0.0067667672,-0.0105162775,0.011393584,-0.001483807,-0.006431009,0.0051595853,-0.0049156905,0.0034618299,-0.0031717583,0.0069908714,-0.0017551235,-0.00555339,-0.011953623,0.010816523,-0.008049835,0.019863099,0.0007822407,-0.011800939
SLC5A12,-0.0013854012,-0.002046548,-0.00030176714,0.0016309376,-0.0009844187,-0.0022700888,0.00047566163,0.00030524767,-0.0031668283,0.0011418778,0.0011213581,-0.0014037495,0.0015439964,0.00062674226,0.0045555537,0.0033871387,0.0056705815,0.00039065207,0.005772129,-0.0039836937,-0.004998514,0.00056562264,-0.007529353,0.0016210361,-0.0029815205,0.0021654393,0.000845865,0.00011722659,0.0009984047,-0.0007606044,0.0018567968,-0.0034758213,-0.0004380611,0.0015711284,-0.004107604,0.0048100664,0.0010311034,-0.003287638,3.0495314e-05,0.001310129,0.0018010503,0.003705695,-0.005816901,-0.00068843504,-0.0006374324,-0.0030804018,0.007089595,0.0065515363,-0.0006498898,0.0023055119,-0.0020618122,-0.002551266,0.004379647,-0.0019957097,0.00034205662,-0.0014699849,-0.0014545368,-0.0019307008,-0.0015991647,-0.0010947449,0.00075847196,-0.0026109787,-0.01193208,-0.005262352,-0.0059303883,0.0028647922,0.0020629812,-0.0043479744,0.0010997533,0.0024296045,0.0039934134,0.0017930699,0.00012022337,-0.0016849536,0.0022387002,-0.005248364,-0.0017445163,-0.003158853,-0.0024131404,0.000436298,-0.005340751,-0.0004795081,0.0020516298,-0.0070581255,-0.000706773,0.0027543544,-0.006297015,-6.886949e-05,0.0011429859,0.001714141,0.0032312258,0.0008533147,0.0036884297,-0.00165054,0.000676577,-0.0007144977,-0.0016796933,-0.0038270943,5.343888e-05,-0.0045927246,0.0012107086,-0.0019418044,-0.0013304262,-0.003975593,-0.0031169942
BDNF-AS,-0.00013773415,-0.00026586928,0.0005102651,-3.3599044e-05,-0.0015929752,0.00056681165,0.0012009396,-0.0013366224,0.002538339,-0.0012724691,-0.001105504,-0.0013434186,-0.0024611477,0.001150091,0.005486985,-0.0038421,0.0019272546,0.0010870146,0.008352407,-0.0027468598,-0.0029766783,0.0026041712,-0.003545576,0.008229336,-0.0047716615,-0.007837498,0.007501346,-0.0023685857,0.0011995684,-0.001727789,-0.0010666138,-0.0030291,-0.0015309469,-0.00023700275,0.0021388356,0.0030169575,0.0046002427,-0.0026139175,0.00028046872,0.003962727,-0.0001529203,0.0026384608,-0.0027251963,0.002940677,-0.0109363245,0.0010232466,0.005459077,0.0039970125,-0.0008854402,-0.00031754305,-0.004368222,-0.0023606413,-0.0028354316,-0.0015523819,-0.0024127965,-0.005043496,-0.0037540975,0.002268556,0.0011010354,-0.003428859,-0.0049518803,-0.0071106222,-0.0044062454,-0.0031726,-0.0046414607,0.007364731,-0.005144963,-0.004657243,-0.0024077895,0.00052035425,0.0012254933,-0.0010684745,0.0040263403,-0.0040181107,-0.0075103776,0.0014119119,0.0014487626,0.0005583234,-0.0034982353,-0.0017635147,-0.010060748,0.0022071763,0.001772325,-0.0038033614,-0.0029015196,0.006274422,-0.008134323,-0.0046713655,0.0010591925,0.0014101539,0.0016940046,-0.0012922146,0.0057932455,0.0039648893,-0.0018736024,0.0048375535,0.0037389775,-0.0111325355,0.0036929885,-0.0070410287,0.006375246,-0.0040052095,-0.0021870944,-0.0043629706,0.0031588941
