,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27
HIST1H2AK,-0.00090126233,1.7549195e-07,-7.3380697e-09,1.2242667e-08,-0.007979934,-7.797442e-09,-0.011576836,7.877311e-12,7.2683355e-14,-3.484984e-14,-3.2480944e-08,-3.588633e-13,-3.996376e-07,1.6904367e-15,-9.392234e-15,-7.466758e-09,-3.8524422e-15,1.1403762e-08,5.3361537e-14,3.0167374e-08,-1.0850731e-13,3.3520449e-09,-0.011340436,-6.9240977e-09,-0.00068178365,3.6974733e-14,-3.2906897e-08,0.018540299
HIST1H2AL,-0.0040956605,-1.9813235e-08,4.2736072e-09,-6.50414e-09,-0.01645211,2.0130546e-09,-0.016508644,6.269201e-13,1.8105287e-14,5.87224e-13,1.4440403e-07,4.7024624e-13,-2.6659583e-07,-7.952754e-15,-1.65089e-15,4.809092e-09,8.402859e-15,1.1277237e-09,1.7768564e-14,6.6218377e-09,1.1041545e-14,1.1769635e-08,-0.023013277,6.5157e-08,0.0028218618,-1.176353e-13,-3.0622676e-08,0.028176196
HIST1H2AM,-0.006728142,2.8462418e-07,4.651492e-10,-4.4923166e-08,-0.027533788,6.921751e-08,-0.02722589,-1.199068e-12,-1.7402056e-13,-6.521304e-13,-2.8604818e-08,1.3708291e-12,-5.314752e-07,-1.1684342e-14,1.1296648e-14,8.620419e-09,-2.055897e-14,8.196715e-09,-7.61031e-14,-6.7678982e-09,1.2500114e-13,2.780679e-08,-0.035533167,6.795125e-08,0.0069426796,2.4933165e-14,-7.106877e-08,0.049552664
HIST1H2BC,-0.005507401,2.3342331e-07,1.3570939e-09,-1.2395937e-08,-0.021528218,6.788013e-08,-0.022393996,6.6797553e-12,-9.4430973e-14,-1.3536263e-14,-8.436789e-09,2.4045251e-13,-6.448497e-07,-7.94e-15,1.5900214e-14,7.669251e-09,-1.3793643e-14,1.2752118e-08,-5.4958655e-14,-2.9134503e-08,3.1488375e-14,1.3257911e-08,-0.025958896,4.9630092e-08,0.0073684547,-5.4271898e-14,-8.594733e-08,0.039436925
HIST1H2BD,-0.0005078143,6.7174426e-08,3.2088183e-11,-3.9127187e-08,-0.003999379,-1.2157009e-08,-0.0058991658,-7.199433e-12,1.590689e-13,-6.492485e-14,-4.594405e-08,-1.0503355e-12,4.1914154e-07,-1.782794e-14,-1.675127e-14,-1.2562286e-08,-2.2795674e-14,-1.4390738e-08,2.6308073e-14,1.15627765e-08,2.505008e-13,-2.531317e-09,-0.008949459,-3.4179223e-08,-0.008375089,-3.329111e-13,4.371242e-08,0.014114984
HIST1H2BE,-0.0008279261,-1.1150785e-07,1.0968663e-09,-1.7928986e-09,-0.006103642,-5.0120517e-09,-0.0061013927,1.253859e-12,-2.0544617e-13,1.4877082e-13,2.495872e-07,-3.163444e-13,2.9304516e-07,2.9391812e-15,-1.048719e-14,-5.1169993e-09,-9.326774e-15,-1.13564145e-08,-4.8430403e-14,-2.368551e-08,-4.2526858e-14,-9.823603e-09,-0.011532136,3.9072813e-08,-0.0025264984,-3.4328795e-14,4.4361357e-08,0.007633923
HIST1H2BF,-0.0034004068,5.8694303e-07,-9.795004e-09,9.73308e-09,-0.015482271,4.9383285e-08,-0.013992126,1.595512e-11,-3.3654871e-13,-1.3500693e-13,9.633316e-08,1.1667141e-12,-7.7410874e-07,6.9225525e-15,1.2318599e-14,2.0426343e-09,-2.6944747e-14,9.0922905e-09,-7.4766014e-15,-9.812852e-10,-4.1326033e-14,9.261924e-09,-0.017416239,5.735994e-08,-0.0054993415,1.1835613e-13,-7.7947675e-08,0.02316691
HIST1H2BG,0.00077055837,1.1642878e-07,-5.6678497e-09,1.4770179e-08,-0.0036180192,-2.508651e-08,-0.006241442,5.904135e-12,1.5448934e-14,-1.9845182e-13,-6.0683256e-08,7.6606977e-13,-3.375516e-07,2.4746572e-15,1.4209381e-14,-6.6323915e-09,-1.0955849e-14,-2.603271e-09,5.642839e-14,5.0127024e-08,-3.7652342e-14,7.989195e-09,-0.007987893,-5.656329e-09,0.00019741835,3.0822106e-13,-3.7972146e-08,0.009511692
HIST1H2BH,-0.005151179,2.5651093e-07,-7.1177304e-09,3.958966e-09,-0.017329764,-1.0366163e-08,-0.018637657,-5.2659765e-12,-1.4041603e-13,-1.525124e-14,-3.8626638e-08,1.7139056e-12,-1.3265475e-07,-8.333535e-15,-6.5203936e-15,4.754296e-10,1.8908604e-14,-1.7135928e-09,-4.408838e-15,8.655387e-08,4.6189045e-14,1.3733654e-08,-0.023153115,1.9144741e-08,0.0045321444,3.1137582e-13,-2.8739283e-08,0.034506924
HIST1H2BI,-0.0028997771,-2.5285482e-07,1.1062631e-08,2.1474234e-08,-0.010313164,7.888515e-12,-0.010336806,-2.9565575e-12,2.3362795e-13,-5.9707203e-13,5.970787e-08,1.4400181e-13,-2.8898263e-08,-5.8350452e-15,6.856832e-15,2.6752733e-09,2.5698922e-14,-1.2491161e-08,2.309004e-14,2.2982903e-08,-1.2471193e-13,-2.3304294e-09,-0.01299009,2.092274e-08,0.00036457524,1.2635212e-13,-2.1889752e-08,0.016514411
HIST1H2BK,-0.0013771226,-1.1195532e-07,2.0947162e-09,-1.6079665e-09,-0.003477077,2.267306e-09,-0.0042831386,-3.0966315e-12,8.899607e-14,1.6948807e-13,1.2856823e-07,-5.241326e-13,1.8495055e-07,-8.278183e-15,6.7848038e-15,-3.569336e-09,-8.981574e-15,-1.0994287e-08,-1.4668707e-14,-1.9540968e-08,-1.5911876e-13,-2.3064395e-09,-0.010585931,3.214386e-08,-0.0033721742,-6.537117e-14,3.0941308e-08,0.0095811905
HIST1H2BM,-0.0018107505,-2.0708595e-07,1.8086435e-09,-5.069119e-09,-0.007688446,-7.5206446e-09,-0.008514765,-3.013115e-12,1.836451e-13,-1.2568551e-13,-5.582332e-10,2.718046e-13,5.949194e-09,-5.9282803e-15,1.705924e-14,-5.155788e-09,1.5767085e-15,-9.919121e-09,-2.6331642e-14,2.041357e-08,-1.6681059e-14,1.4492488e-09,-0.010109317,-8.422541e-09,0.0017724987,-1.0488447e-13,2.2271939e-08,0.013495473
HIST1H2BO,-0.005590491,-1.8704877e-07,-2.2598126e-09,-3.1270574e-08,-0.017582938,-6.528993e-09,-0.015830066,-4.279579e-12,2.657397e-13,-1.138924e-13,-3.3510998e-09,-3.3483586e-13,-6.3693335e-07,-1.043296e-15,3.2626872e-14,8.0435685e-09,-3.3813138e-15,3.727064e-09,3.6106036e-14,2.5755845e-08,9.797638e-14,2.3723096e-08,-0.018717587,2.3955588e-08,0.007102843,1.5285063e-13,-8.463235e-08,0.03129037
HIST1H3A,-0.0038441322,7.1417496e-08,-7.522085e-09,2.7775462e-08,-0.011319594,1.227442e-08,-0.01011492,8.744642e-12,4.486161e-14,-1.3229306e-14,1.642872e-07,-3.603037e-13,-3.481129e-07,1.4050587e-14,-2.6158617e-14,2.3952356e-09,2.0573373e-14,9.696345e-09,-9.5980854e-14,3.8545533e-08,4.8052467e-14,-1.3394609e-08,-0.013121412,4.9422805e-08,0.005743428,1.4683382e-14,-1.8263274e-08,0.018287469
HIST1H3B,-0.013822392,3.624565e-07,-2.0202167e-09,-2.2755659e-08,-0.035455663,2.6234208e-08,-0.029586993,2.8546239e-12,6.932142e-14,6.8985047e-13,-1.7824365e-07,7.837484e-13,-7.056214e-07,-5.044701e-15,3.313881e-14,5.919981e-09,-3.7438225e-15,2.4502622e-08,-2.053402e-14,5.756121e-09,2.2570292e-13,1.4096276e-08,-0.038592875,5.8446055e-08,0.0120902965,-1.671845e-14,-7.4258296e-08,0.06590424
HIST1H3C,0.0007268375,1.8834652e-07,1.2871997e-08,-2.8498798e-08,-0.008709009,1.0650463e-08,-0.010420385,-1.0839321e-11,3.9996516e-13,-2.8327053e-13,4.6640345e-08,-1.9426463e-12,-2.1113037e-07,-5.9448504e-16,-2.9887344e-14,-5.160569e-09,2.4351364e-14,-1.0385445e-08,-2.0356484e-14,1.2353052e-09,-2.9048575e-14,3.2640066e-09,-0.008118872,-1.07138005e-08,-0.0022140038,1.0526525e-14,2.7155771e-08,0.0131100295
HIST1H3D,0.0031568233,-2.4895124e-07,6.547914e-10,1.6683991e-08,0.0011038687,-4.067741e-08,-0.004356318,-1.0792759e-11,2.4162012e-13,4.7118266e-13,1.3008173e-08,-9.387095e-13,3.7322266e-08,2.9500457e-15,1.7335713e-14,-8.335353e-09,1.948414e-14,-3.0735225e-09,-4.5857385e-15,-8.976159e-09,1.2905783e-13,1.5411047e-09,-0.01233712,-4.2064272e-08,-0.0035180938,1.5807333e-13,1.2011067e-08,0.0055145356
HIST1H3E,-0.0029718643,1.1467756e-07,-4.518702e-09,-7.2400375e-09,-0.011686381,3.1074087e-08,-0.011794104,1.3163446e-12,2.0242626e-13,4.681867e-14,1.9634935e-07,-3.3827286e-15,-5.716779e-07,5.369633e-15,5.7840822e-15,7.3627753e-09,3.9606218e-16,5.878541e-09,2.816837e-14,4.2026613e-08,-1.1794794e-13,1.5910423e-08,-0.018761784,5.652938e-08,0.0026258272,4.6555973e-14,-5.535524e-08,0.022087956
HIST1H3F,-0.0012822155,-3.1888422e-07,-1.2091796e-09,-1.1837349e-08,-0.0068970984,-1.4380859e-08,-0.0076328535,-5.978703e-12,5.7437135e-14,4.3440812e-13,1.2501228e-07,2.44543e-13,1.06080684e-07,-4.238194e-15,-5.12858e-15,-2.255317e-09,4.3153305e-15,-7.2977664e-09,3.3445458e-15,-1.02002335e-08,6.260241e-15,-1.4335033e-09,-0.013732416,5.9204166e-09,-0.000891035,4.9390906e-15,5.024993e-08,0.010611174
HIST1H3G,-0.0017001105,1.5995148e-07,-5.9396004e-09,2.3829136e-10,-0.007114412,-6.6058763e-09,-0.008939953,-5.808666e-13,-1.7768827e-13,-1.12986694e-13,-7.9423295e-08,3.9001216e-13,-2.2246927e-07,-6.097347e-15,1.7333847e-15,-1.5338192e-09,8.997073e-15,-4.8341127e-09,1.5346455e-14,-7.2977273e-09,-1.6866434e-16,8.805617e-09,-0.012194127,-3.2555615e-08,0.0012874214,-5.1012824e-14,-2.5686482e-08,0.014420526
HIST1H3H,-0.003775811,4.055986e-07,-4.330678e-09,-6.161267e-09,-0.014759028,4.1092076e-08,-0.014892879,1.4722532e-11,-2.6540104e-13,3.6043927e-13,9.663386e-08,-3.604187e-13,-5.0530326e-07,1.0312718e-14,-4.676577e-15,-1.8264731e-09,5.9642724e-15,3.702e-10,-7.860028e-14,4.070712e-08,6.3425786e-14,1.4424936e-08,-0.020481735,6.693509e-08,0.0038612117,2.5508442e-13,-6.299085e-08,0.02907645
HIST1H3I,-0.0028056318,1.5086474e-07,3.9913517e-10,-6.6712738e-09,-0.013065296,3.5338868e-08,-0.014168824,-2.2339174e-13,4.8857196e-14,-9.397287e-13,7.757393e-08,5.1538445e-13,-4.077746e-07,-6.955059e-16,-4.834935e-15,-2.9434986e-09,2.0920924e-15,5.9738614e-09,7.394934e-15,-1.7617582e-08,-2.2486456e-14,6.7417654e-09,-0.019670594,3.3268492e-08,0.0013513088,4.1011394e-14,-3.0939304e-08,0.024083428
HIST1H3J,-0.0033835687,1.1119707e-07,4.9066955e-09,-1.28946365e-08,-0.014425739,5.329309e-08,-0.015009902,-8.8407195e-13,1.00821715e-13,-1.5037632e-13,6.7492685e-08,1.5540646e-13,-2.6893036e-07,-9.805777e-15,4.1320368e-15,-1.1443944e-09,1.1446475e-14,1.0778017e-08,-9.255788e-14,-2.2791639e-08,1.3139477e-13,1.0373018e-08,-0.01618341,3.500299e-08,0.0038279777,-4.3895016e-14,-2.2835168e-08,0.02766983
HIST1H4A,-0.0021532893,2.6853991e-08,-3.0371598e-11,1.6197074e-08,-0.0063492265,-1.33506495e-08,-0.006557853,9.13642e-12,-4.496604e-13,4.652441e-13,-2.8962306e-08,6.0608506e-13,3.3267276e-07,-1.801485e-15,-1.0653259e-14,-1.1857658e-08,3.7072016e-14,-1.3475153e-08,-6.980728e-14,1.2595582e-08,1.8724068e-15,6.151127e-09,-0.009889313,-1.0730717e-08,0.0023655903,1.698582e-13,2.6944738e-08,0.01227569
HIST1H4C,-0.00797436,1.5666764e-07,1.2640753e-09,-1.0900774e-08,-0.026964607,4.2700563e-08,-0.02630927,-3.5925054e-12,4.092903e-14,3.139694e-13,-4.583361e-08,1.1049525e-12,-4.488845e-07,-1.5158037e-14,-4.3358443e-15,5.5248006e-09,-5.813037e-15,1.1754962e-08,6.8189604e-15,3.4549523e-09,-3.9140176e-14,1.3840935e-08,-0.04383119,7.080173e-08,0.0038337498,2.2892785e-13,-5.29011e-08,0.058608383
HIST1H4D,-0.008349906,1.7603102e-07,1.100418e-09,-1.3319759e-08,-0.020806815,4.095188e-08,-0.016024252,-1.8375672e-12,3.7080463e-14,9.961085e-14,1.8737924e-07,-6.274303e-13,-3.932401e-07,7.427418e-15,3.588259e-14,1.4149309e-08,4.5485483e-14,1.4536053e-09,-5.8545515e-14,1.862561e-08,-8.4605235e-14,-1.3128418e-10,-0.024446446,9.656852e-08,0.0084211575,1.5388751e-13,-4.7768467e-08,0.03371309
HIST1H4E,-0.0128713595,2.5550762e-07,1.4555183e-09,-3.7599694e-08,-0.036624942,9.6039464e-08,-0.03019147,2.017979e-12,-4.5522532e-14,6.538263e-13,-7.560625e-08,3.4926912e-13,-6.1627304e-07,-1.6503243e-14,-3.68686e-15,6.91908e-09,-1.1123783e-14,2.2401911e-08,-4.505586e-14,-7.4158656e-08,8.52026e-14,2.3356158e-08,-0.03826591,9.0471836e-08,0.010313445,-1.9675278e-13,-6.853921e-08,0.06256638
HIST1H4F,-0.0029107954,8.077054e-08,9.546989e-09,-1.331454e-08,-0.014169785,8.7558064e-08,-0.014621227,-6.6344235e-12,1.410905e-13,-6.3919144e-13,1.2544156e-07,-1.1894465e-13,-2.1196969e-07,-2.0030783e-14,1.2815132e-14,-6.0284076e-09,-5.585666e-16,-1.8830022e-09,-1.5313776e-14,-4.3568477e-08,2.6353479e-14,6.846808e-09,-0.01582454,4.2401602e-08,0.0012367383,-2.2197218e-13,1.1512084e-08,0.023855144
HIST1H4H,-0.004856808,5.482879e-07,-1.5206561e-08,-2.8247877e-09,-0.02064581,5.3684115e-08,-0.02055262,1.6501687e-11,-9.5095176e-14,7.5033783e-13,5.093339e-08,1.6599805e-12,-7.751227e-07,2.0413513e-14,4.3076182e-15,9.652273e-09,3.285928e-14,3.6813985e-09,-1.6719112e-14,2.3515694e-08,-1.2745479e-14,2.6310643e-08,-0.02580993,7.4216175e-08,0.0037345232,2.5035414e-14,-9.349664e-08,0.036097135
HIST1H4I,-0.008211531,4.5004484e-07,4.727735e-10,-1.8135765e-08,-0.023430156,2.6101183e-08,-0.021478746,-2.67613e-12,-1.647452e-13,-3.65839e-13,-7.045347e-08,1.5272244e-12,-1.6122426e-07,8.339762e-15,-5.2782625e-15,-7.8458205e-11,-3.518579e-14,2.1424065e-09,6.756355e-14,4.106803e-08,-1.1339992e-13,9.274556e-09,-0.027228432,3.0055233e-08,0.005961128,3.6052422e-13,-2.8362463e-08,0.038647275
HIST1H4K,-0.010256426,5.8946426e-07,-2.5563183e-09,-5.3959216e-08,-0.030161047,7.171215e-08,-0.026364738,1.1340127e-11,-9.2810484e-14,1.9285464e-13,-7.481072e-08,1.4988802e-12,-5.803928e-07,-5.3567075e-15,2.3955123e-14,7.973793e-09,-7.461794e-15,5.311127e-09,-4.9286157e-14,1.1378134e-08,1.3272781e-13,1.9585084e-08,-0.028770944,6.25422e-08,0.012948064,-2.7649476e-14,-8.24486e-08,0.04907607
HIST2H2AB,-0.0048746755,-7.057907e-08,-2.3361875e-09,1.3843695e-08,-0.01251494,-5.2949062e-08,-0.010896371,-2.802573e-12,-6.731353e-14,-1.3437228e-15,-3.8640735e-08,1.2667749e-12,-1.6747047e-07,-1.984872e-15,-8.613996e-15,-3.2282153e-09,6.4755372e-15,-3.6108744e-11,-8.195878e-14,6.56119e-08,-5.2602515e-14,1.5603424e-08,-0.015022649,-1.7006286e-08,0.002153188,2.7555668e-13,-2.5368301e-08,0.020463062
HIST2H2AC,-0.00508778,-4.330713e-08,-9.730854e-10,2.1071562e-09,-0.017238654,-2.4885352e-08,-0.017893154,3.1441056e-12,-1.1667685e-13,-1.7446067e-13,-4.115353e-08,3.4322114e-13,-3.4552508e-07,-9.111226e-15,6.029817e-16,-1.207217e-09,1.640967e-14,7.68829e-09,5.3374673e-14,1.879242e-10,6.5522987e-15,2.540184e-09,-0.025771022,2.8601573e-08,-0.0023269241,1.65108e-14,-3.4641133e-08,0.035155524
HIST2H2BA,-0.0006883093,-1.686477e-07,-4.644636e-09,4.823134e-09,-0.0012860473,-8.289427e-09,-0.0010024909,-2.5213367e-12,1.3871823e-13,-3.699134e-13,-7.0914923e-09,9.797441e-13,3.122914e-07,7.322519e-15,6.997428e-15,-2.6265738e-09,-1.1390549e-14,-6.751653e-09,5.720354e-15,2.1674548e-08,-5.4263207e-14,-1.1566188e-08,-0.0015205373,5.344294e-09,0.0037876754,1.8895837e-13,3.4519203e-08,-0.0006242737
HIST2H2BE,-0.0058383504,1.5362035e-07,-3.5271361e-09,-7.0192403e-09,-0.020125119,3.419716e-08,-0.019339288,1.146972e-11,-2.3705387e-13,1.05154214e-13,-4.544143e-08,4.1377595e-13,-6.5073834e-07,-5.313448e-15,2.021732e-14,-2.4248425e-09,-1.9597796e-14,1.839655e-08,-1.1613729e-14,1.850966e-08,-4.6770598e-14,8.003537e-09,-0.019436924,4.5883816e-08,0.006187972,1.041545e-13,-7.679258e-08,0.03529195
HIST2H3C,-0.0017811157,1.8609694e-07,-6.08699e-09,4.6576516e-09,2.7685905e-05,3.12675e-08,0.00047068793,3.3934442e-12,8.316046e-14,4.67593e-13,-2.458021e-08,-2.4145296e-13,1.8034136e-08,1.1320399e-14,1.9513804e-14,-2.847472e-09,1.757788e-14,1.0792085e-08,7.864332e-15,6.8451715e-09,1.7959538e-14,-5.506309e-09,-0.001292349,4.85777e-09,0.002281901,-8.5704806e-14,-9.735487e-10,-0.0010991354
HIST4H4,-0.0038773173,2.4838016e-07,-1.1432127e-09,-1.2838653e-08,-0.017716264,5.32954e-08,-0.017821187,8.421074e-12,-9.81844e-14,-6.81715e-13,1.7105907e-09,6.668787e-13,-6.854037e-07,-3.830834e-15,3.4521556e-15,5.9083125e-09,-1.5969898e-14,1.5697825e-08,3.5097376e-14,1.8105078e-08,-6.018601e-14,1.8531905e-08,-0.021454453,3.2967172e-08,0.0034919756,1.4177526e-13,-8.685708e-08,0.029507129
HIVEP1,-0.005763776,-3.5249408e-07,-8.582034e-10,2.4584208e-08,0.017807616,-2.6991831e-08,0.0153747285,-4.073264e-12,1.0314696e-13,-8.1343434e-13,-4.0850009e-07,4.5147127e-13,4.90357e-07,5.5189546e-15,1.6850048e-14,8.987324e-09,-2.1111966e-14,-1.785808e-08,2.1476727e-14,4.3297113e-08,-2.841653e-13,1.3504637e-09,0.038606282,-1.4783646e-07,0.014085305,1.7105802e-13,2.5461633e-08,-0.031142784
HIVEP2,-0.0045294617,-3.9972008e-07,6.4026944e-09,1.0041745e-08,0.01200949,-4.3346038e-08,0.017252356,-1.0421273e-11,3.373106e-13,-3.2536753e-13,-3.7719178e-07,7.11527e-13,6.81439e-08,-1.9608127e-15,-1.0431322e-14,4.2417173e-10,2.7491666e-14,-5.049794e-09,2.5721397e-14,4.3665363e-08,-8.958334e-14,-6.036447e-09,0.035373334,-1.231547e-07,0.014714992,1.3810346e-13,6.3880363e-09,-0.024402028
HMCN1,-9.153556e-05,4.4639485e-08,2.6192373e-09,-1.0665927e-10,0.0046164896,2.2067217e-08,0.0017506989,-2.0347946e-12,-1.0414198e-13,2.3671625e-13,-8.4775515e-08,-8.0513845e-13,-4.944942e-08,9.008939e-16,-6.144259e-15,-3.3403154e-09,-6.8907286e-15,-1.1265272e-09,-4.594748e-14,1.5939108e-08,2.2567866e-14,-1.4042898e-08,0.008927312,-1.8735413e-08,-0.0009336092,-2.7924652e-13,1.0300724e-08,-0.0021154524
HMCN2,-0.0009769605,-2.5828763e-07,7.6593505e-09,1.613878e-08,0.008204688,-3.0344054e-08,0.01068627,1.3922568e-12,-2.5680999e-14,6.569315e-14,-1.8875133e-07,-1.3533808e-12,9.916973e-08,5.3254173e-15,-2.3633418e-15,-1.3359318e-08,-2.0016957e-14,1.0222442e-08,1.3182517e-13,2.7834625e-08,-9.404087e-16,1.4447784e-08,0.014897568,-9.0821764e-08,-0.005833839,3.8368468e-14,4.6459075e-08,-0.008674845
HMGCS1,0.0050587086,-1.5753592e-07,4.629311e-09,9.720803e-09,0.006023318,-6.588924e-09,0.00035691608,4.400094e-12,1.7413736e-13,6.5243335e-13,-1.2240216e-07,-9.9963894e-14,8.0566146e-08,-7.003903e-15,-4.6865926e-15,-1.6904038e-09,-3.8708675e-16,-1.2154522e-08,6.877645e-15,4.0412854e-08,-1.0783632e-13,-1.1731217e-08,-0.0028977073,-3.1406202e-08,-0.0074641546,1.63034e-13,9.205991e-09,-0.0017411978
HMOX2,0.001849033,-1.8628555e-08,-3.5278052e-09,8.851527e-09,0.0008346746,-2.4245123e-08,-0.0034650548,3.3216767e-12,-2.5054646e-13,-2.5288395e-13,-2.9911948e-07,5.476382e-13,-1.0953753e-07,3.0984184e-15,-5.0393768e-15,-1.0215236e-08,-1.4028023e-14,4.265787e-09,-7.9092176e-14,5.191856e-08,-1.1991443e-13,-1.2802879e-08,0.0011086896,-1.069444e-07,-0.005109845,1.3104706e-13,-2.1937755e-08,0.0014312122
HMX1,-0.0023664404,-1.301233e-07,5.4612816e-09,-4.875804e-09,-0.0020858936,1.0972188e-08,8.605486e-05,2.7998387e-12,-6.622194e-14,1.9386604e-13,1.2521356e-07,-3.960452e-13,4.82117e-07,-1.7308066e-15,-7.658199e-15,4.7401607e-09,-6.64026e-16,-8.291664e-09,3.9814547e-14,1.5242696e-08,-1.8282898e-14,-1.1534007e-08,-0.0024597798,4.8321045e-08,0.0030552258,-1.5262441e-13,4.687026e-08,0.002019585
HMX2,0.0014485191,-2.7167555e-08,-8.619109e-10,3.6121341e-09,0.0015720093,-5.971349e-09,-0.00016462582,8.0829473e-13,-2.511632e-14,-5.3422707e-13,8.597899e-09,-1.8061578e-13,1.8010141e-08,9.338977e-15,-2.088223e-14,4.4946686e-09,3.8256748e-14,-1.7349728e-09,1.1008763e-13,1.558089e-09,2.0491445e-14,-1.2783443e-08,-0.00019853534,1.7689995e-08,0.0014122301,3.579391e-13,1.1809065e-08,-0.00051988265
HMX3,0.00096837454,9.4391325e-08,-1.445328e-09,-4.7545865e-09,-0.0010417728,1.2018272e-08,-0.00025290746,1.5308041e-12,-3.079948e-14,-5.108434e-14,9.257755e-09,1.2751039e-13,-1.3231013e-07,-3.7193234e-15,4.5289962e-15,1.2571687e-09,-9.158898e-15,5.9331713e-09,-1.9939693e-15,-3.8135766e-09,2.2442643e-14,3.3576857e-09,-0.0012198418,3.9262398e-09,-0.0024327247,-4.7653634e-16,1.2656982e-09,-0.0016130419
HNF4G,-0.0018779156,-1.2755799e-08,4.6016724e-09,7.1701495e-10,0.0023011954,-5.8020424e-09,0.0041566384,-7.2139677e-12,1.0244751e-13,4.098926e-13,-4.19047e-08,-1.1203124e-12,-6.8217294e-09,-5.0918738e-15,-1.428103e-14,-4.2759494e-09,-1.643833e-14,1.8362281e-09,-7.7567686e-14,-1.44353285e-08,2.4480746e-13,-1.1285667e-08,0.007976057,-1.0446591e-08,0.00569318,5.4392106e-14,1.1560601e-08,-0.0037189785
HNRNPCL1,-0.00074708,-1.3202339e-07,6.588638e-09,-6.2082157e-09,-0.0014133874,-1.2728242e-08,-0.00051178347,5.444589e-12,2.6508136e-13,6.000083e-14,1.7396862e-07,6.164222e-13,4.85838e-07,-2.7384298e-15,-1.4181067e-14,3.0513663e-09,1.8990323e-14,-5.8943503e-09,-1.9715576e-14,-2.2072244e-08,-4.9183192e-14,-5.496932e-09,-0.0013089273,5.2602655e-08,-0.0004594097,1.7853363e-13,2.5271891e-08,0.0019814782
HOPX,-0.00062990247,-1.0983192e-07,-1.2285071e-09,1.6303943e-08,-0.0011280987,-1.44544545e-08,-0.0010986852,-3.6827937e-12,5.485556e-14,1.3480772e-14,-4.0330526e-08,5.730012e-13,1.4720632e-07,1.8673248e-14,-5.913994e-15,-1.7130388e-09,9.9945034e-15,3.6176142e-09,-2.6395984e-14,4.5846857e-08,1.2311797e-13,3.9586023e-09,-0.001776995,-6.246253e-08,0.0039531393,3.4835514e-14,2.78607e-08,0.0035479546
HORMAD2,-0.0030545834,4.9052755e-08,-4.369217e-09,5.8686993e-09,0.00025406704,1.7484902e-08,0.0049209828,-2.5205948e-12,3.0948883e-14,2.627443e-13,1.3983357e-07,-8.9270155e-13,1.5056328e-07,1.28303375e-14,8.446103e-15,8.738502e-09,8.309008e-15,1.0352517e-08,-4.071847e-14,-4.7077403e-08,2.4260975e-13,2.1838902e-09,0.000902864,7.756375e-08,0.0027254168,-3.8860413e-13,-1.1810938e-08,-0.0020071645
HOXA-AS3,0.0009058481,7.230405e-09,-1.3845651e-08,1.3648711e-09,0.0014904478,3.990759e-08,-0.0009002556,-1.3894533e-12,-2.1210005e-13,-1.0902842e-13,2.1659444e-07,-1.2769092e-13,-8.4096087e-07,8.80797e-15,-1.766045e-15,-2.6729354e-09,-2.1044928e-14,1.5970448e-08,-1.0987271e-15,1.4684565e-09,-2.476233e-14,4.2113575e-09,0.0007387217,-1.6162147e-08,-0.00056066643,-8.162691e-14,-5.690047e-08,-0.001562607
HOXA13,-0.0013091268,3.3112086e-09,2.894085e-09,1.3118292e-09,-0.0016986602,8.825942e-09,0.000392108,-2.7726768e-13,4.0310507e-13,6.823748e-13,4.782436e-09,1.6582776e-13,-3.509725e-08,6.8558707e-15,-1.1139523e-14,1.1293356e-08,-1.1307407e-15,1.9098401e-08,3.2634712e-15,-6.396485e-08,-6.08444e-14,-1.07241e-08,-5.6785815e-05,4.3423145e-09,-0.0001481259,-3.586509e-13,4.9772506e-09,0.0048139007
HOXA3,0.00089977786,1.9715245e-08,-2.5833327e-10,2.8498943e-09,-0.002508485,-4.7609566e-11,-0.003884418,4.4610613e-12,1.4940836e-13,-1.3428951e-14,1.5149581e-07,-3.785078e-13,7.47257e-09,-2.3981705e-15,-1.2280295e-14,1.6926994e-09,-5.5805953e-15,-1.7688143e-09,1.3243796e-14,-1.8449988e-08,-1.480611e-13,-9.135175e-09,-0.0054021007,3.658653e-08,0.00047937248,4.2219185e-14,8.681137e-09,0.0006037419
HOXA5,-0.0015418237,-1.496572e-07,6.616193e-09,2.2852436e-08,-0.0014373289,-6.030938e-08,0.00040082843,1.1487202e-11,1.1278119e-13,-2.4626078e-13,-1.259075e-08,1.9186451e-12,7.844949e-07,2.2598924e-14,1.537566e-14,-1.2009491e-08,3.4964154e-15,-2.201641e-08,1.867596e-14,2.1833541e-08,-1.6476332e-13,-1.4724623e-09,-0.0013138412,-5.8662494e-08,0.0042228918,4.789991e-13,7.568636e-08,0.0008634492
HOXA7,0.0009883157,1.7249112e-08,8.548024e-10,1.3513332e-08,-0.0008255437,7.0066375e-09,0.0013540962,4.370639e-12,-1.2404228e-13,-1.7712633e-13,1.5352288e-08,2.5862228e-13,-5.6944305e-08,3.1539867e-15,1.0711903e-14,2.5761324e-09,-8.3737084e-15,-1.10793374e-08,-5.395856e-15,-6.480413e-09,-2.9025445e-13,6.0496506e-09,-0.0014081753,1.950974e-08,-0.0033875813,-6.1635925e-14,-3.075668e-08,-0.0031279624
