,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65,phi_66,phi_67,phi_68,phi_69,phi_70,phi_71,phi_72,phi_73,phi_74,phi_75,phi_76,phi_77,phi_78,phi_79,phi_80,phi_81,phi_82,phi_83,phi_84,phi_85,phi_86,phi_87,phi_88,phi_89,phi_90,phi_91,phi_92,phi_93,phi_94,phi_95,phi_96,phi_97,phi_98,phi_99,phi_100,phi_101,phi_102,phi_103,phi_104,phi_105,phi_106,phi_107,phi_108,phi_109,phi_110,phi_111,phi_112,phi_113,phi_114,phi_115,phi_116,phi_117,phi_118,phi_119,phi_120,phi_121,phi_122,phi_123,phi_124,phi_125,phi_126,phi_127,phi_128,phi_129,phi_130,phi_131,phi_132,phi_133,phi_134,phi_135
NSDHL,-0.001590493,0.00078313064,0.0026298638,-0.0005377987,0.0011882089,0.0010525166,-0.0023036615,0.00020298942,-0.002074769,0.0029465328,-0.00027874028,-0.00080144615,8.4474595e-05,-0.00012532358,-7.547558e-05,-5.278864e-05,-0.0035509327,-0.0026917981,0.0012394905,0.00023831116,0.0008044294,0.0006008201,-0.000849247,0.001182902,0.00036782864,-0.0022178628,0.0024299237,0.0012503336,-0.0010325117,-0.0010439506,-0.00036142793,-0.00053897704,0.00096843194,-0.0006924707,-0.0009957668,0.002717619,-0.001345262,0.0013674583,-0.0032044023,0.0007925005,0.0014177558,0.0014791029,-0.0003012558,0.0015528937,0.002434284,-0.0003406265,0.003387226,0.00075671246,0.0005765299,-0.0017196671,-0.0011581751,0.0019748588,0.0019904303,0.0026016564,-0.0009950487,-0.001946848,0.0020480866,0.00064513134,-0.0016691769,0.0006703527,0.00061525084,-0.003359238,0.00012634558,-0.0003849983,-0.0013668042,0.00018801284,-0.0007646265,0.0013653195,0.0021847647,0.0013978146,-0.00262485,-0.00037925728,-0.00035955294,0.001049094,0.00018991556,0.0010668228,-0.00091440097,0.00043210227,0.0010673329,0.0011935389,-0.0051365304,-0.0028831824,-0.0021101916,-0.0016811559,0.0008883781,-0.00013009868,-0.002810185,-0.0026321104,0.0008169751,0.0006028283,9.583889e-05,-0.001121707,0.0011943899,-0.0014964448,0.0025993988,0.0019006628,-0.00050402904,-0.0020093587,0.0003040738,0.0005359958,-0.00096778094,0.0019014273,-0.00064173737,-0.0018511799,-0.0023159655,0.00024312825,0.0007424091,-0.00028564443,-0.0026958978,-0.0005400717,0.0035400863,0.002293067,-0.0011801131,0.0019630536,-0.00035766736,0.0013059232,-0.0013929507,-0.003276984,-0.002716453,-0.0030666639,0.0015909435,-0.0025943061,-0.0005978936,0.0011083196,0.0012250654,-0.010353739,-0.0022585723,3.199872e-05,-0.0008426781,0.00089589163,-0.00053932954,0.00013941135,-0.00026703143,-0.0010938718,0.0029682035,0.00029803917
NT5E,0.0022857373,0.00022523475,-0.006088268,0.00080151466,0.00095493457,-9.826229e-05,-0.0012648638,0.0010329946,-0.00069242256,0.0015654892,-0.0005200677,-0.0016680339,0.0010231658,-0.00015350038,-0.0006207407,-0.0005904701,0.0009304726,0.0003760546,0.0021147742,-0.0011710665,-0.001810584,-0.0031042462,-0.0006472453,-0.0023669726,-0.003317157,-0.0022644494,0.0038626788,0.0016683072,-0.0012196981,-0.00018681563,0.0036614465,0.0009978606,0.001213715,0.0002623775,-0.001036388,0.0010915397,0.00026023286,0.0017062546,-0.00016493864,0.0016764714,0.004584422,-0.00011550307,0.0004164213,0.0005684418,-0.0011536863,-0.0003146843,-0.0027424102,-0.0014231539,-0.0034331623,0.00062973634,0.0013307781,-0.0043437304,0.002683276,0.0016703749,-0.004176903,0.00039121255,0.0035657054,-0.0023034497,0.00024450838,-0.0027815846,0.0022015523,0.001011871,-0.005232767,0.0034911186,0.0027302008,0.004024139,0.00029092163,0.00038632547,0.0013797507,0.0011103626,0.0024622255,0.0006159322,0.0011806216,-0.0019016922,0.00037752665,-0.0034289388,-0.012641464,0.0005459731,2.7068688e-06,-0.0021493977,7.0652335e-05,-0.0012652559,-0.0005877872,-0.0015244574,0.0031228003,0.001782594,0.0061935955,0.0023497455,0.0011391195,-0.001912911,-0.0041724057,-0.0016986998,0.0015271421,-0.0028411688,0.0010228883,-0.0014214754,-0.0024141134,0.0009210017,-0.0015713596,-0.0023246475,-0.001134957,-0.0011581132,-5.2383974e-05,0.008120297,-0.0011561466,0.0025931203,-0.0021731895,-0.002123643,0.003339779,0.0012908243,0.00094464514,0.0027119773,0.001008214,0.001336444,0.003948887,8.185683e-05,0.00074419985,0.0008318358,0.00086007017,-0.00110915,-0.0029892274,0.00072692154,0.0052626943,-0.0016639846,0.0016412062,0.006276279,-0.0013276782,-0.001737352,0.0021247517,0.0038781492,-0.0028757844,-0.0017080253,-0.0016387363,-0.0020263928,0.00035462613,-0.00024680037
NTM,-0.0035585915,0.002057239,-0.0041252878,-0.0012297586,0.0006141685,-0.0011983261,-0.0035829053,-0.00193451,-0.0027206084,0.0058951546,-0.0005385835,-0.0016300388,-0.00076810166,-0.0009732931,0.0020556105,0.0016352364,-0.0026290899,0.00013907051,0.0018478743,-0.0007183475,-0.00032901712,0.002457596,6.4288804e-05,0.0017684931,-0.0018144374,-0.0022643942,0.0019199826,-0.002084924,-0.0009206206,0.00090496405,-0.0018598743,0.024265379,-0.001359637,0.0021750354,-0.0013719961,-0.0017032298,8.656303e-06,0.00044034442,0.006045735,-0.00057146087,-0.0027358916,0.000120454744,-0.0010418993,-0.004309814,-0.0025949907,-0.0024531805,0.00029655275,0.00019729178,0.0008984187,-0.0033123249,0.0021521444,0.0024961606,0.0008726135,0.00014170607,-0.00049990293,0.0013306431,-0.002428319,0.00083084626,-0.003377116,-0.0008990799,0.0063651856,-0.002642104,-0.0017261128,-0.0011727691,-0.0035347242,0.0036722275,0.0008341781,0.0016044956,0.0027406628,-0.0011648063,-0.0035667922,-0.0014625377,-0.0051363106,0.0022177447,0.0046150535,-0.00022728184,0.0014171817,-0.0035017675,-0.00046095983,0.0013173935,0.0006173608,-0.0053062327,-0.0033992622,-0.0033258006,0.004625048,-0.00194294,-0.0013636424,-0.003018781,-0.0040176604,-0.000983467,0.0045348676,-0.0022448194,-0.0015072598,0.005342934,0.001440481,-0.002132731,0.0013725618,0.0016771312,0.0022982901,-0.0027582073,-0.0048213378,0.009853136,-0.0020562683,-0.00093472976,-8.84753e-05,-0.0032939531,9.3705865e-05,0.0017307237,-0.008787217,0.0030352867,0.0032643317,-0.0018116969,0.0022145542,-0.0022376808,-0.006557901,-0.0040513026,-0.004718156,-0.0045410036,0.0017890584,-0.004597745,0.0013482599,0.00026610398,0.001634407,0.002335081,-0.0007976729,-0.0022280228,-0.003895093,-0.0022546016,-0.0050926125,0.0010426884,-0.0055566607,0.005994587,0.00081659964,-0.0033587986,0.0021154382,-0.0062150825
NTNG1,0.002845147,-0.000539928,-0.0076795905,0.0004199639,-0.0006965642,-0.00082312117,-0.0014976967,0.00029569026,-0.001205596,-6.672188e-05,-0.0007195676,0.00015022565,-0.00030445456,-0.00041762236,-0.0005033038,-0.0008239368,-0.003255592,0.0011095462,0.00048067592,0.0013346033,0.0029386305,0.00030386046,-0.002116247,0.001902019,0.0020338031,0.00238466,0.0035211388,0.00045276614,-0.001556528,-0.0005023004,-0.00076945644,0.019283962,-0.0018728545,-0.0031107361,-2.691426e-06,0.00026720975,-0.0014461875,0.0033975106,-0.0023546806,0.0014136698,0.010674663,0.0018821253,0.0003659341,0.00091945496,0.0007908327,-0.004269547,0.001771055,2.7765485e-05,-0.0036163002,-0.00092446833,0.0030614042,-0.008643696,0.001440741,-0.0039974446,-0.005481294,-1.2521314e-05,-0.0024998987,-0.0001973447,-0.0028222704,0.0042105205,0.0049449615,-0.0029120867,-0.0011642474,-0.00031969714,-6.041624e-05,0.0022823089,-0.005686915,0.0033473247,0.0016468511,0.0007889829,-0.0010276539,-0.0018150649,-0.0018902237,-0.0048163454,0.0019476359,0.00085174484,-0.001210074,0.00087058736,-0.00060417934,-0.00094875216,0.0036276442,-0.005368806,-0.002410886,-0.0056956597,0.0003498524,-0.0015480237,0.0055894363,0.0014312634,-0.0015830785,-0.0023959412,1.2677155e-05,-0.006141196,-0.0031509448,-0.0002862064,0.0039890474,0.003439708,0.0027789716,-0.0016848316,-0.0017252453,-0.00042790797,-0.005082096,0.00039155732,0.000657265,-0.00096814183,-0.00038892057,0.0011202596,-0.0011800587,0.00499715,-0.0065180077,0.004897585,-0.0019049669,-0.00024293309,-0.0029952868,-0.00092663703,-0.00053641165,-0.0033802106,-0.0059153284,-0.0039824895,-0.0040398627,-0.0028667327,-0.0066349907,-0.008690306,0.0020362365,-0.00975244,0.002929814,-0.00042241355,-0.0022451172,-0.0039054991,0.0012513781,0.0071238065,-0.0021635229,-0.0036903904,0.007526797,-0.004620908,0.0025536926,-0.0027789522
NTRK1,0.0001262125,-0.0019054724,-0.00038500686,-1.8922146e-05,-0.00014667964,0.0023400486,0.00016858337,-8.860096e-05,-0.0007489891,-0.00019645675,0.0009263692,0.00057919783,5.569585e-05,0.00030037528,-0.00046097895,-0.0007757915,0.0043773153,0.0021104603,0.0034861444,0.0010108547,0.0022916375,-0.0051269284,-0.00233793,0.0028954204,6.0408587e-05,0.0006998149,0.0029899576,-0.003776491,-0.00040274914,0.0055712154,0.0005593491,0.00039904454,-0.0015517033,-0.0021674053,-0.00071324635,0.0031610052,0.00022243807,6.3498424e-05,-0.00062849175,-0.0004953136,-0.00024526243,-7.673764e-05,-0.00078072044,0.0016044257,0.0033665583,-0.0014171872,0.0002439956,-0.0005788662,-0.000110589106,-0.0005002111,0.00060243765,0.0012807337,0.00041208309,-0.00086704077,-0.0016413742,-0.0014540018,0.0015089343,-0.00074012915,-0.0012348641,-0.0004358898,0.0009789742,0.0004918765,0.00037861252,-0.0025518993,0.00048153292,0.0013393596,-0.004080716,-0.00097387994,0.0009428578,0.0019147943,0.0011917182,0.00068291085,-0.00034534378,-0.0011124549,-0.0017997501,-0.00023862527,-0.0009901639,-0.001345094,-0.0007945181,-0.001210858,0.0004644397,-0.0013848258,0.0009885076,-0.0036735951,0.0039570485,0.0011201461,-0.0016274996,-0.00043405994,-0.003911223,-0.0010510678,0.0018261754,0.00039821427,-0.002181921,-0.0013979407,0.0005658934,-0.0012005024,0.0026498411,0.001945325,-0.0015659025,-0.0008683464,-0.001414265,-0.0008822984,-0.001818284,-0.001938813,0.0006439332,-0.00022111698,0.001467421,-0.0007489811,-0.0025341306,0.0011153275,-0.00027677848,-0.0010886949,0.00057458674,0.00065246905,0.0020342614,-0.0015256837,0.00077943003,-0.0019360232,-0.0007649192,0.00063034066,9.257207e-05,-0.00054290093,-0.0071183145,-0.0015066931,0.00040108597,0.0014280762,0.0027025403,0.002857371,-0.0033757745,-0.0016030557,-0.00018270493,-0.002695327,-0.00015703363,-0.0018530248,0.0015480214,0.0015596802
NTRK2,-0.0011972315,0.00041715885,0.0014771443,0.00058092485,-0.00021033183,-0.0003571151,3.3268956e-05,0.00046236994,-0.00024816874,0.00040691395,-0.00115981,-0.00046344302,0.00039055856,0.00073305605,-0.00066237425,0.0007686126,-0.0017821442,-0.0022440404,-0.0011170225,-0.00097031525,0.0008757276,-0.0021393911,-0.0016179004,-0.0010203866,-0.00021582232,-0.0007080354,-0.002032281,0.0010410597,3.8861115e-05,0.0009405417,0.00012289493,0.0012416239,0.000112332564,0.00079563505,-0.00038013945,0.0015986442,-0.0016265508,0.00090714794,-0.00031408694,0.0007616418,-0.00073396927,-0.00047650523,-0.0017998685,-0.0020286802,-0.00043183326,-0.0020347778,-0.00030754856,0.0011363721,-4.356213e-05,0.0015193736,0.0018006231,-0.0012931327,-0.0013034117,0.0002593861,-0.0018102687,0.00068331277,0.0033210635,-0.0021838467,-0.0014968276,0.0023599605,-0.0017766714,0.00034306027,0.0012735554,0.0014169193,-0.00028791692,0.001514726,-0.0017218811,0.0007350788,-0.0002189856,-0.0016911823,-0.000297072,-0.0032213223,0.00045038515,-9.7969e-06,0.0013163249,0.006223165,0.0006640854,0.00057687046,0.00063259504,-0.0033865406,0.0027976285,-0.001289615,-0.00131228,0.0018907909,-0.0012641547,-1.7324614e-05,-0.0016153888,-0.0017455894,-0.0005033982,0.0024952285,-0.00031836997,2.086511e-05,0.0010301729,-0.00029575286,-0.0010012423,0.0011125868,0.00040929572,0.0014157486,0.0012067845,-0.00030959438,-0.00016758776,-0.0012430273,-0.0026708783,4.4525917e-05,-0.002026387,0.000780876,0.0019321698,-0.00048489487,-0.0014606154,0.0010468441,0.0019858503,0.0005166749,0.00030470575,-0.0009546041,-0.0030496428,-0.0022144462,-0.0018300976,-0.0015103198,-0.003229709,0.0020604562,-0.0039921347,0.00036297503,0.0018585995,0.001034193,0.00071752,0.0011885666,-0.00065125927,0.00056744536,0.00027558696,0.00092456443,-0.00015003653,0.0004294947,-0.00094122015,0.00048381276,0.0019847145,-0.00090764835
NTRK3,-0.0021717586,0.0015397035,-8.376891e-05,0.00033941824,-0.0004110403,-0.00042753646,-0.0014543692,0.001061753,-0.0022252263,0.0013345621,0.0006386744,0.00021731835,-0.0017554662,-0.00026940226,-0.00033398255,0.0009191859,-0.0033670026,-0.003731604,0.0010607338,-0.004440153,0.004066665,0.00031544876,0.0036831554,-0.0026420115,0.0011751916,0.00019406501,-0.0014839083,-0.00023866023,-0.0012953342,0.0025407318,-0.003047963,0.016554954,-0.0027138663,0.0020786438,-0.00028188524,0.0015194115,-0.00012167374,0.002833074,0.00039512542,-0.004019926,-0.0014863403,0.0028026877,-0.0021623734,0.0010126783,-0.0005792336,-0.0013699755,-0.00034335803,0.0005484853,-0.00302136,-0.002858324,0.0028041222,0.00149814,-0.00469015,-0.0009198336,0.00183379,0.002997254,-0.0028973077,0.0068427604,0.0009620412,0.00022705618,0.0055835,0.0012273092,0.002992939,0.0008156239,-0.0004635625,0.00093121623,-0.0014304582,-0.0007074566,0.0013405317,-0.005069338,-0.0008267767,0.0009226971,0.001959247,-8.703357e-05,-0.002718829,2.9983183e-05,0.0015493867,0.000939076,0.0012300251,-0.0036254064,-0.001841793,-0.0038507653,0.0013612973,-0.0039438526,0.001626604,0.001016356,0.0063038915,0.004453675,-0.0066139665,0.0012429366,0.0013396887,-0.0014070774,-0.001659997,0.002043395,0.00031317485,0.0055368016,-0.00065970304,0.0029808255,0.002598742,0.00087129785,-0.0048400923,0.00588581,0.0006921585,-0.0019967868,0.0025372896,-0.0028670053,-0.0017241031,0.0004811274,-0.010224852,-0.0025838926,0.004200259,-0.0039100247,0.0022984173,-0.0024238105,-0.0011374622,-0.003451164,0.0019423148,-0.006319619,0.00064490957,-0.004633806,0.003052113,0.0006132053,-0.0013384264,0.0007874921,0.0057260874,-0.003199987,-0.00022636891,-0.0015669586,0.0009070708,0.0018477231,0.003066532,-0.0018591009,-0.0017552875,-0.0028276357,0.0038283842,-0.003788562
NTS,-0.0043317,0.00086180004,0.015687209,0.0007762878,-0.0006447738,0.00074068224,-0.0028570825,0.0019221922,-0.004646194,0.007816077,-0.0030199012,-0.0036021709,0.00079815666,0.0008112923,-0.0037043642,0.0015453441,-0.0023754642,-0.0026514856,-0.0036380966,0.00048929185,0.0035533835,-0.0007720959,0.0002547602,0.00070522935,-0.0007034631,-0.0012351893,0.0015158858,6.494279e-05,-0.00042236754,-0.00030393648,-0.0004399851,-0.009999745,-0.0013138403,-0.00063031854,-0.0029715816,0.0036061467,-0.006013646,0.0032082892,-0.011537447,0.0040446096,0.005690851,-0.00052565546,-0.0028493952,0.0039527877,0.002323549,0.00030848075,-0.0003821873,-9.513887e-05,-0.0009253027,-0.00053620397,-0.001444946,0.002315357,0.0010461488,0.00040063716,-0.0004567402,-0.0016421808,-0.003086353,0.0009866799,-0.002942353,-0.00092354906,-0.0031072325,-0.0023009658,0.001339488,-0.0046166237,-0.0003334945,0.002158488,-0.0025496595,-0.0015769303,-0.0002749281,0.0007166723,-0.001602437,-0.0024651722,0.0015532256,0.0003814565,0.00065259245,0.0026114183,-0.0004035505,0.0007492294,0.004094875,-0.002961859,0.0012563047,-0.0017033396,-9.481658e-05,-0.0016939275,0.0033652666,0.0012890926,-0.0018896614,-0.0025335494,-0.00050371065,0.00048546138,-0.00024098258,-0.003641287,0.0044981693,-0.0049803685,0.0038830421,0.0002398769,0.0021618668,-0.0011818039,0.0015460934,-0.0019694737,-0.0012240898,0.0022263175,-0.0039684623,-0.003223702,-0.0014928874,0.00062962977,-0.0027575346,-7.4099694e-06,-0.00995422,0.004117339,0.0023562913,0.00018066124,-0.0002615765,-0.00073254865,0.0018758489,-0.0013655196,-0.0009786631,0.0037903918,0.0003884723,0.0021152205,-0.0009507587,-0.004234979,-0.0013773256,-0.0009873704,-0.0010680028,-0.000113047885,-0.0013346236,0.0013942291,-0.00024310288,0.0005112045,0.0043233223,0.0021920705,-0.0007148877,0.0020707431,-3.96371e-05,0.002833954
NUP210,-0.0007683834,0.00038020196,-0.0034093529,5.6951294e-06,0.0015900191,-6.1341605e-05,-0.0005399212,-8.160796e-05,-0.00031894777,0.0010646752,0.00096332474,-0.00033837793,4.2536354e-05,-0.00016927058,0.0016071884,-0.0003397632,-0.0018463576,-0.0005951773,-0.0038775825,0.0027311381,0.005942213,0.0031337102,0.004964584,0.0012776364,-0.002478227,-0.004749144,0.0019477962,0.0034745377,-0.0028878492,-3.7082093e-05,0.0028436447,0.00890344,0.00078992127,-0.0007014856,-0.0003739533,-0.0012662539,-0.0027396397,0.00039652915,-0.0018842879,0.0014327114,0.0030950592,-0.0027218915,0.0010109615,0.00041230684,-0.0012032887,-0.0023363314,-0.0034060164,-0.003985877,0.0038250375,0.00068932376,0.0025502727,0.006494339,-0.0018545339,-0.0012372287,-0.0007149691,-0.0019714697,0.0010658315,-0.00033351377,-0.0044029555,-0.004507477,-0.0007384715,0.0022363695,0.0014280815,-0.00076977286,-0.000194428,0.0034220286,0.0019092709,-0.0015688317,0.0018365219,0.0010539414,-0.0021803097,-0.0031153718,-0.0009665188,-0.002265596,0.0016377564,0.00031487484,0.00042952408,-0.002243722,-0.0016293896,-1.31133975e-05,-0.00039684074,-0.0011258122,0.0014411251,-0.0035369461,0.0013229555,0.0033297588,0.0022607674,-0.0016132324,-0.0017491487,0.0009355921,-2.217957e-05,-0.00021916933,0.0025269678,-0.0022832197,0.0011197752,0.006588421,-0.00046770548,0.0013697364,0.002231852,0.0006063861,-0.0022832514,0.0017490414,-0.0011704835,-0.002599017,0.0011128853,0.00014374303,0.0023060027,-0.00076192326,-0.008508871,0.0021271394,0.0025868758,-0.0001678672,0.0021959548,-0.0005963112,-0.0030626573,7.041313e-05,0.00087520323,0.00028689267,-0.0011835184,0.0003035486,-0.00075837085,-0.0053635873,0.0020489788,-2.5146328e-05,0.00011099394,-0.0008910273,-0.00205466,0.0034882051,0.003304074,0.0015423155,-0.0020197213,0.0011713958,-0.0007858017,-0.0021233552,0.0014532184,-0.0040857424
NXNL1,-0.00056186935,0.0008156063,0.0009496676,3.2955384e-05,0.0004717802,0.00020584842,-0.00036568075,0.00020411296,-0.00033499717,0.0001844648,6.6443485e-05,0.00029721233,-0.00021745742,0.00023850058,0.00052736263,-8.7624976e-05,-0.0006103223,-0.0016134755,-0.0005070865,0.0004955656,-0.00014691225,-0.0001270735,-0.0007820067,-0.00048200245,0.00023995458,-0.00026932143,0.0013095274,-0.0007950653,0.00097141543,0.0006078767,0.00046551434,0.00037017016,6.577877e-05,-0.00034583794,-0.0009814067,0.0010504582,4.0083705e-05,0.00068468816,-0.00063121744,0.00035283057,-0.00046463392,0.00022347145,-0.0007673529,-6.6207285e-05,4.129571e-05,-0.0003496955,-0.0014866262,-0.0004496821,0.0004902267,-0.0011912375,0.0006207193,-0.0003187686,0.000902063,-0.0012439148,0.00073412695,-0.0004460667,-1.3306526e-05,-0.0006652103,0.0002380615,0.0006655807,0.00033744704,-0.00010019711,-0.00046435185,0.0012275241,-0.0021053439,0.0008283121,-0.001128132,0.00061492965,-3.188406e-05,0.00043480875,0.00014093697,0.0006148764,-0.0018047972,0.00035078067,-0.0006908371,-0.0007028321,0.001719735,-0.00038077266,0.0019917395,-0.000671344,-0.00034461293,-0.00072157,0.0022603257,0.00041576,-0.000112128015,-0.00020125098,1.34739885e-05,-0.00018907237,-0.00035095843,0.00016648808,-0.00089200813,0.0018713168,-0.0033889161,0.0007495178,-0.0018225971,-0.0004554265,0.0012591906,0.00023659147,0.0015409573,-0.0012810156,0.0006235306,-0.0011135058,-0.000116054376,0.00056441803,0.0008499761,0.00073448464,-0.0019893025,-0.00080367125,-0.00018719878,-0.00037153834,-0.00014178792,-0.0020725543,0.00049956917,0.0010847298,0.00023507468,0.0004982732,-0.0014797266,0.0011325064,-0.0006999115,-0.0007064059,0.0013506829,0.00056032924,-0.00053878076,0.001410489,-0.0005439328,-0.0011527514,0.0004219135,-0.0005374646,-6.484305e-05,-0.0009252777,0.00019884315,0.0008384101,-0.00075518363,-0.00016273808,0.0011524317,-0.00016280709
NXPH1,0.0025720403,-0.0015631508,-0.004751293,-0.0008641522,-0.001312041,0.00032439543,0.0004923768,0.0013915773,-0.00017768495,-0.00075145473,0.00090561144,0.0003993994,0.0003371005,-0.00034301204,-0.00039131718,-0.00056285074,0.00019424784,0.0010030837,0.0002408602,0.0032830117,0.003295478,-0.0007453122,-0.0006667837,0.0048577297,-0.0017374296,-0.000924466,-0.002835747,-0.0009936723,8.760194e-05,-0.001864948,0.0011533624,0.0029094478,0.0027374758,0.0026754125,0.0006214974,0.00057723647,-0.0033670685,0.00017623979,-0.0017167573,-0.0010076875,0.00042792002,0.0002949585,0.0018924937,-0.00027810634,8.839742e-05,0.00087881763,0.0011163595,-0.00054758304,-0.002500285,-0.00014047795,-0.00075496116,0.0026083984,-0.0009998897,0.00086537044,-0.0012511844,0.00078303256,-0.002113342,1.0625346e-05,-0.0011724592,-0.0005542965,0.004204238,-0.0033529324,-0.0031865188,7.695198e-05,-0.0020950173,-0.001332797,0.00065842224,-0.0006685306,0.0010163188,0.0005520194,-0.0011232964,0.0031797825,-0.0039023866,-0.00095466536,-0.0011684411,-0.0009714045,0.0012639168,0.0015760257,0.002495399,0.0019668182,0.001812101,-0.0021697828,0.0020285342,0.0031290588,0.0008679965,-0.00036556533,0.0067740805,0.001789597,-0.000518467,-0.0021348093,0.0012880809,-0.0018648217,-0.0017495927,9.310547e-05,0.0040570702,-0.0024169756,0.0001861735,-0.00064481294,0.001043144,-0.0030950157,-0.002266838,-0.0017015015,0.0014873326,0.005084636,0.0033735547,0.005450902,-0.00019419573,0.0026688464,-0.00090891664,0.002393952,0.00043986336,0.0007822535,-0.0044047427,0.00071552896,0.0006964685,-0.002483599,-0.00066783925,-0.0019456553,-0.00348609,0.0015535067,-0.00025787242,-7.206139e-05,0.0009286632,-0.0019003889,0.001443127,-0.0036042426,0.0010415468,-0.0032554022,0.00069474586,0.0015898481,-0.0013268215,-0.0026280493,-0.0009750621,-0.0031876164,-0.0013036042,8.505139e-05
NXPH2,-0.0013143983,0.000927426,-0.0031527386,-0.0018903983,-0.00014125097,0.00062138675,-0.002206797,0.0007263486,-0.0012139753,0.0031360085,0.001797452,-0.0008936825,-0.00054951146,-0.0003352027,-0.00011726134,0.0016072508,-0.001281733,0.0031560105,0.0025085467,0.0023779967,-0.0013440505,0.0010541427,-0.00070693105,-0.0016541511,0.004450927,-0.0019295727,-0.0016018017,-0.0012902339,0.0025205945,0.0010084009,0.0012921805,0.0152262,0.0038604944,0.00017748353,-0.00068767305,0.0017211409,0.00088862947,0.0022731558,-0.0012371438,-0.0008955911,-0.0036039504,-0.00036112306,-0.004526742,0.00051513856,-0.00040801498,-0.0037143554,0.00035173882,-0.0014647737,-0.005930618,0.0040446883,0.0008789094,0.000761023,0.00016468631,-0.0008817394,-0.00021625415,-0.0037588493,-0.00038471288,-0.0014245012,-0.0044636778,-0.0023397831,0.0011502433,-0.0012221909,-0.0007480174,-0.005485885,0.0012049958,-0.00048704247,0.00016407421,-0.0019203812,-0.0050195814,0.0042365226,-0.0010046659,-0.0007389802,-0.0030698462,-0.002915527,0.0016517185,0.0024006502,0.0028038607,0.00095369655,0.0017466262,0.0006343752,0.0031827616,-0.0046723755,0.0038722954,-0.003338949,0.00077957555,-0.0010669504,0.0014003008,-0.0011014008,-0.003886639,0.002231008,0.0025465742,-0.0052344194,0.0032028488,-0.00095619966,-0.0016299733,-8.2484104e-05,0.0028960446,7.018373e-06,-0.0054327813,0.00041724532,-0.002674123,0.0023373268,-0.0037275585,0.0015154196,-0.00036361424,-0.0071757017,-0.0035257384,0.001549132,-0.008808698,0.0033801212,0.0023392027,0.0035674386,-0.0003469475,0.0038303651,-0.0003399421,-0.003558171,-0.0018523528,-0.0027766954,0.0007414196,-0.0017784745,-0.00037743436,-0.0018173051,0.0014025695,-0.0013511175,-0.001730464,0.0017944942,-0.0022811736,-0.0034668655,0.0032220243,-0.00018596814,-0.0010261432,0.0008098272,-0.00057424855,-0.0026675933,-4.775117e-05,-0.0038877516
OACYLP,-0.00036027248,0.00021022095,0.0010996794,3.699147e-05,-0.0011187374,-3.97476e-05,-0.00020590721,0.0011794575,8.640128e-06,-3.2213848e-05,-0.00014463118,-0.00020281733,0.00024261954,0.00031235293,0.00070369046,0.00018830187,0.0030696893,-0.0007317064,-0.0012087241,-0.0008982459,-0.00021772948,4.7491656e-05,-0.0007661774,-0.00028663952,-0.00038107482,0.0005693701,0.0007105572,0.0004057561,0.0019597537,0.0017456945,7.322213e-05,-0.00031035396,0.001198247,-0.0004875699,0.00024384027,0.00044507536,-0.00030269485,0.00037003632,0.00032084587,-0.00010440322,0.00045962117,-0.0005808744,0.0005781962,0.0003086056,0.0011753668,-0.0004921395,0.00047012512,0.00019495512,0.00034284143,0.00037294137,-0.0005685671,0.00090221706,-0.0013664955,-0.00020298599,-0.00043516068,-0.002015305,0.00054874533,-0.00024898082,-0.0002728486,-0.00077643077,-0.00050804624,-0.000967355,0.00080048846,0.00027288467,-0.00081561133,-0.0007725555,0.00038410144,-0.008543908,-0.0002981162,-0.0016579346,-0.0004924606,-0.0007195656,0.00023958994,0.00025528553,0.00046960986,-0.0001512834,-0.0013032136,0.00078002765,-0.000116472234,-0.0015097039,0.0010429438,0.0003642358,0.0021259864,-0.00025885715,-0.0021009068,-0.0008717101,-9.7849515e-05,0.00050743885,0.004143084,-0.0011376105,-0.0012241311,0.00024715424,0.000905643,-0.001520122,-0.00081823993,9.680762e-05,-0.0012238091,0.0034153056,0.0011478767,-0.0008329438,-0.0009832535,0.0013266187,-0.00055660016,-6.0444705e-05,-6.824851e-05,0.0011040863,-0.0010799523,-0.00059296424,0.00018496177,0.0006271911,0.00123349,-0.0012715771,-0.0031149797,0.0005420351,0.0006592328,-0.0011236494,-5.3877226e-05,7.52751e-05,-0.0021075967,-0.00020459278,-0.00044776266,-0.00057555974,-0.0008740867,-0.0017716568,0.0017383657,-0.0018830461,-0.0008223676,0.00069098664,-0.00014427716,0.00032672042,0.0005099276,-2.7792574e-05,0.0018325867,-0.0009010989,-0.00056610006,-7.2649185e-05
