gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65,phi_66,phi_67,phi_68,phi_69,phi_70,phi_71,phi_72,phi_73,phi_74,phi_75,phi_76,phi_77
ABHD1,0.0016599405,0.00027950804,0.00035881065,0.0010060573,0.003758963,-0.0020940334,0.00417232,0.0005448546,-0.0009652886,-0.006069816,-0.001184648,0.00050268095,-0.001585872,-0.0029512236,-0.001823974,-0.0003975262,-0.0029648587,0.005373515,0.0077033774,0.00053786713,-0.00038119595,0.000585147,-0.0018783896,-0.0026305385,0.0023720015,-0.0017709805,-0.0027082935,0.002939912,-0.0016831594,0.0017107774,0.0009573806,-0.000107604894,-0.0033288167,0.0022813848,-0.0023356816,0.00096931926,-0.0015094231,0.0009595641,-0.00024021692,0.0018955143,0.0010601017,-0.0029983146,0.0031403755,-0.0007199099,-0.003361955,0.0011532074,0.0014284664,-0.0023383673,0.0014310814,-0.00055173185,0.0019492299,-0.003983626,4.7846825e-05,-0.0009456502,-0.00083407696,-0.000670057,-0.002127621,0.0019130812,0.0005514908,0.0017103106,-0.0028803563,-0.00211668,-0.0002968079,-0.002802738,-0.0008156401,0.00094310986,-0.001458184,-0.0011708029,4.0621435e-05,0.0018343382,-0.00062437146,-0.0011208917,-0.0013867428,-0.0023341903,-0.0006616582,-0.0021620903,-0.0025345113,-0.0020903244
TCF23,-0.0003062693,-0.00078586047,0.001269709,0.00062985864,-5.0799037e-05,0.0020993873,0.00043098856,0.0020662346,-0.0023492319,0.0008793909,0.00090717967,0.00119214,-0.002325064,-0.0017534051,-0.00050716905,-0.0004228524,-0.00023346758,0.0004895525,-0.0013500821,-0.0014677753,-0.0014966195,-0.0005718607,-2.199807e-05,0.0034867031,-0.0023069635,0.0012262126,-0.00063422596,0.0020266473,-0.0011884817,0.0018964312,-0.0003943912,0.0037500858,0.001355847,-0.0012310884,0.0007343153,0.0016695657,0.0035185318,1.3166168e-07,0.00041603367,-0.0026263497,0.0002754552,-0.00018353158,-0.0014886613,-0.0014005695,0.0013253335,0.0014402729,-0.0020218322,-0.0014282734,0.00017443375,0.0027761664,0.000528637,0.00030302053,-0.0019165835,-0.00042814843,0.00272638,0.0013331423,-0.00012473736,0.0010380464,0.0008204537,0.002727164,0.002308532,-0.0013279124,-0.0008319719,0.00059638295,0.0005057071,-0.0025575033,-0.00045096787,-0.0002918977,-0.0011966911,0.0006602976,0.0035527495,-0.0006112376,-0.0021730976,-0.00019038872,0.0015384982,-0.00018762791,-0.00031775242,-0.0009917622
FNDC4,-0.00051193195,-0.005692476,0.0030542088,-0.0014475782,-0.00077433814,-0.003959301,-0.0007358905,-0.006459587,0.0049424525,-0.0060557816,-0.00301451,0.0055992557,-0.0039944984,-0.0036675471,-0.002319484,0.00037219017,0.0021563636,0.002806891,0.005591053,-0.0069685522,0.0021893526,0.0026610794,-0.0042836186,-0.0020866925,-0.0023769932,0.0029343376,-0.0014420485,0.0018082184,0.001759998,0.00062492787,0.004619203,-0.0014139902,-0.0028289892,-0.001062692,-0.0078111473,-0.0023411403,0.004278257,-6.553525e-05,0.0068981787,-0.006565444,-0.009719607,0.000547032,0.0032501959,-0.0037875248,-0.009020169,-0.0056485487,0.0050685806,-0.001466783,0.0062042843,0.0024980807,0.0015744391,-0.0030907935,0.0009934128,-0.0014478583,0.00027775826,-0.002306887,-0.0035629945,-0.00048784894,0.0014409432,0.0016641371,-0.00048708913,-0.00073136855,-0.0021543172,0.0011234519,-0.0040302705,0.0011139965,-0.0016386575,-0.0008889461,0.004451412,-0.00021495661,-0.0015830504,0.0042018797,-0.003069789,0.00089811196,-0.00090396794,-0.002190217,0.0010388227,0.0009210102
FOSL2,0.003586992,0.009435177,-0.00436566,0.0027066513,0.010846321,-0.018616261,-0.0034997487,0.008260968,0.0030860254,-0.0159316,0.0078118616,0.020120496,0.0018360929,-0.002993967,0.0035310218,-0.006400984,-0.013893903,0.0037721333,-0.0062808357,0.019157376,0.0046272245,-0.008327918,0.019335968,0.002639407,0.005464451,0.00091081444,-0.010376023,0.010653726,-0.009743809,0.003612903,0.00838972,-0.0021883405,-0.004567012,-0.009716852,0.00043930195,0.0029542837,0.008235626,0.005756833,0.013311216,0.0025033688,-0.00025975207,0.002189366,0.0101962285,-0.0064149904,-0.005129485,-0.008194959,0.008524301,-0.009909043,0.0043570567,0.008850995,0.005692296,-0.0034261683,-0.000116693685,-0.008091714,0.0082738865,0.0050992505,-0.024592528,0.0015342653,0.006519078,0.013957099,0.0035919363,-2.6539645e-05,0.00038109123,0.00091923494,0.012840764,-0.0035320527,-0.017889751,0.003621024,0.0014034736,-0.00051205483,0.001915199,0.021364992,0.005441853,-0.0019740572,-0.011714328,0.0018596456,0.007288748,0.010171896
PPP1CB,-0.0012636464,-0.0057301926,-0.00033279718,-0.002613592,-0.0010702406,-0.005801694,-0.003607423,-0.0021449754,-0.004914383,0.0004581452,-0.0037340273,-0.0019526839,6.199694e-05,0.0005065372,-0.0004183189,-0.0017955283,0.0041849692,0.00061510375,0.0029795314,0.00091223296,-0.0023925852,-0.0023217697,-0.000687584,-0.002295283,0.002076484,0.0021011187,0.003725444,0.0040513687,0.0014416397,0.0018935576,0.0031923566,-0.005310388,0.0008642891,-0.0021018616,-0.0011302027,-0.0038062914,0.004305307,-0.002508376,0.007998056,-0.005884902,-0.0015089276,0.0072320695,0.00037429022,-0.008103033,-0.0007003301,-0.001345576,0.0010546946,-0.0055531813,-0.0017325451,-0.0032161807,0.0009987522,-0.005040801,0.0009076312,0.0039611543,1.7241246e-05,-0.002196487,0.00031171952,4.62104e-06,-0.0015585701,-0.0022425277,-0.00053005427,-0.001937765,-0.0028451397,-0.00033407952,-0.0017620717,-0.0071092644,-0.0029155135,-0.0013922347,-0.0015668358,0.0013678242,-0.0066797747,-0.0054662237,0.0022433456,-0.0012617667,-0.0033515014,0.0017298465,-0.0024056358,-0.0022829513
WDR43,0.0018443668,-0.007344275,-0.0042876704,0.018123347,0.011042522,0.01247195,-0.004206925,-0.0013245852,-0.015332149,0.018667506,-0.002014227,-0.01874436,-0.0004274189,-0.0063285353,-0.0042793346,-0.006715576,0.004989142,-0.004745461,-0.0037024906,0.0045815064,-0.0026735647,0.00406429,0.0017086231,-5.14572e-05,-0.006276278,-0.0012251564,-0.0034762793,-0.00011345108,-0.004065307,-0.0024040611,-0.012890294,0.0012883455,0.009278439,-0.022108335,0.0137832565,-0.009631905,0.013875448,0.0034862154,0.020053623,-0.0026535345,0.0105744805,0.021091627,0.0031829993,0.008533881,0.0013243516,-0.0045131845,-0.007547517,0.012647705,-0.0034765431,-0.012425932,-0.0023426805,0.0028471863,-0.0049683074,0.004896154,0.0135554895,0.00222234,0.004449289,-0.0033580821,-0.0014580195,-0.0068710214,0.011784639,-0.0008346767,-0.011917042,-5.384101e-05,0.0010758489,-0.001006007,-0.000739465,0.0014593763,-0.013146597,0.00091233186,-0.0043650945,-0.021847602,0.009391136,-0.0011561902,-0.009429782,-0.00097364065,-0.0066040014,-0.010973107
YPEL5,-0.005997023,0.007825053,0.007807191,-0.0006571904,-0.00031488834,-0.0014848945,-0.0012878164,0.0012917835,0.0042546852,-0.009506006,-0.0007368184,0.007457852,-0.0032957417,0.0040192995,0.0028099266,0.009787625,0.0012139498,0.006569487,0.0010005488,0.0022166576,0.0015436773,-0.0011548875,0.00022530003,0.0012743148,0.0029591704,0.009678964,0.007911636,0.0027243907,0.0047528986,0.011180108,0.014252277,-0.0027242757,-0.0027270904,0.009186027,-0.0031979082,0.0005754376,-0.0042616217,0.009754544,-0.010112213,0.008004532,-0.00600997,-0.013494703,0.0026468022,-0.005060898,0.0010074826,-0.0042413105,0.0070475917,-0.0012969737,0.004211709,0.013687296,-0.006619099,0.0015968105,0.0007546387,-0.0043047746,-0.006675832,0.003596789,-0.00596988,-0.0007197775,-0.0007430893,0.002613528,-0.008313896,-0.0094317235,0.0062015573,0.004686753,0.008422307,0.0045166714,-0.00050860574,0.0010539367,0.019527044,0.0034735121,0.003325174,0.01438165,-0.0017345331,-0.002815803,0.0012707462,-0.00079186825,0.0019312416,0.007852184
LBH,-0.009549141,-0.004890081,0.0057516503,0.001725029,-0.007801925,-0.002093343,-0.0021387474,-0.0022253199,0.0016980746,-0.006246229,0.0044820374,0.0007365584,0.0037965674,0.00057960436,0.016663658,0.0030278638,-0.007867229,-0.007914166,-0.003222352,-0.0018149733,-0.0038204757,-0.00885862,-0.002706868,0.00021220451,-0.0050598304,0.0053909793,-0.0013465886,0.004412871,-0.0033655474,0.0021720075,0.0038524016,0.00063476677,0.008621189,0.0076338015,-0.0051897024,0.004004834,-0.006398917,-0.0024673275,-0.0040984256,-0.01217052,-0.01006522,-0.015726896,-0.0023147033,-0.0038819395,-0.010168351,0.0007663843,0.006035894,-0.0011162397,0.011060156,0.0062496676,0.0018602785,0.0015695875,0.0023225048,-0.007931514,-0.007841657,-0.0031279854,-0.00670959,0.0017655725,-0.009248759,-0.0023250778,0.0028896397,0.0020707096,0.01406046,-0.0013248562,0.008386112,-0.0025800138,0.00028683172,-0.0018582189,-0.0019060719,0.0016629513,0.002586232,0.007088618,-0.0005861592,0.0017929139,0.012202149,-0.0031883577,0.01008396,0.005788197
RASGRP3,-0.0017718363,0.0031965724,0.004182687,0.0039788154,-0.0041837944,-0.00038071594,0.0010035314,-0.0014749381,0.0012069264,0.0015698228,-0.0012774644,0.0028666495,0.0005334036,0.0061957217,-0.0073297126,-0.003796102,-0.0069488185,-0.0069304444,-0.001960226,0.008430346,0.013044033,0.007608795,0.010577017,-0.0014281996,-0.006647231,-0.0039027235,-0.0069682403,0.002049925,-9.359444e-05,0.0078086033,0.0070700357,0.005701445,0.0015351295,-0.002897496,0.0001763115,0.007887646,0.0074347337,-0.0017148938,-0.0043187216,0.0011110144,-0.0013896606,-0.005546603,0.0037724122,-0.0023238184,0.003921324,-0.00897483,-0.009141281,0.0012978024,0.0044310195,0.004605427,0.0077070342,0.001398826,0.006742355,-0.004427501,-0.008441494,-0.0044303373,-0.0065987445,-0.0009294119,-0.0034855192,-0.004367929,-0.004002424,-0.0022170413,0.00075384456,-0.007514515,0.0027178477,-0.00066390634,-0.0058998633,-0.0042156964,0.0040735793,0.0065381667,-0.00077570014,0.002028506,-0.002230871,0.0043881894,0.0058264364,-6.52114e-05,0.0034385903,0.005134254
CDC42EP3,0.0003821237,0.00024179096,-0.0022658014,-0.0011729682,-0.003370164,0.0006482387,0.0004904109,-0.0021202492,0.0034291006,0.0045859455,0.0007959768,0.0017767929,-0.004018498,0.002103532,-0.00025855296,-0.0051331026,-0.0020736663,0.0028283668,0.0028950372,-0.00037813414,-0.0047621024,0.003191225,-0.0043014186,0.00063675694,-0.0021855782,0.0027101878,-0.0024826024,-0.0034490984,-0.0018465586,-0.0013805736,-0.0058772396,-0.00088523445,0.00021652287,0.0033292705,0.0005573953,0.0016925626,0.0026366988,0.0033313748,-0.0032225575,0.0017961726,0.001801574,-0.0055624605,-0.00014333182,-0.002272151,-2.607337e-05,0.0055995476,-0.0071364213,0.0016194854,-0.0026555464,-0.0025647637,-0.0017507625,-0.00023535652,0.00065102195,0.000825963,-0.0030621286,0.000994273,-0.0011272804,0.0018856166,0.00093514007,0.0047354135,0.0031912816,0.0004761664,-0.0030100706,0.00011397325,-0.001577641,0.0013393452,0.00021220496,-0.0023454637,0.0003014359,0.0021690791,0.0007203764,0.0021746615,-0.001953957,-0.0025264786,-0.0012980114,-0.0034458125,-0.0011600498,-1.1662434e-05
CYP1B1,-0.0032589745,-0.0013924133,0.000567212,0.0035841537,-0.0002623477,0.0027591435,0.0003966105,-0.0038915356,-0.0022878945,-0.0028076768,-0.0022790772,-0.0006142673,-0.0052853115,-0.0030031158,-0.0015385727,0.0028867985,-0.0041009276,0.0017007616,0.00093930884,0.00083048595,-0.0041090865,0.001242773,0.0044296035,-0.0021834655,0.0018243922,-0.0019258889,-0.0068204403,0.0022841096,-7.575205e-05,-0.0009685442,-0.0023617495,-0.0069598616,-0.0060222996,0.002596046,0.001379907,-0.00094221206,0.0042047794,-3.0171328e-05,0.00237988,-0.0017289908,-0.0017427495,-0.0018538756,0.0020218352,0.0034902745,0.0041164523,-0.0069714994,0.0031098295,0.0030457769,0.0020474389,0.0065156133,0.002206965,0.0026212505,3.4898223e-06,-0.0019019768,0.006983829,0.0013440907,0.00015456518,0.0011117592,0.00053252006,0.00380204,-0.0017437085,-0.0032988614,0.0008394301,0.00090255454,-0.0023035596,-0.0029114017,-0.005875746,-0.008506631,9.797861e-05,0.00018317936,0.0020780403,0.0023853574,-0.00081726303,0.0019637477,0.0031383038,-0.002724878,0.00089305715,0.0018634109
CYP1B1-AS1,-0.0023118025,0.0036546462,0.0008704064,-0.0011143122,-0.004343425,0.001434257,0.0010152585,0.00021528444,-0.00097994,-0.0012630644,0.00256591,-0.0036935734,0.004560924,0.0033103412,0.0015660462,-0.0019336985,0.0018180624,-2.2159584e-05,-0.0016751132,0.00033611394,-0.003946078,-0.0020293025,-0.0047477735,3.2384203e-05,-0.00027130544,-0.00029841537,0.0012991548,-0.0011668421,0.0024190736,-0.00020020024,-0.0014248806,-0.003965759,-0.0027289737,0.00053731736,0.0002811845,-0.0028782503,-0.0018532237,0.0011392894,-0.003017978,-0.0012323763,0.0015447416,-0.0014998132,-0.00082779414,-0.0019073774,-0.0044798963,0.0019686874,-0.0015464458,-0.0023094558,-0.0037935667,0.0015658137,-0.00094909366,-4.4111066e-06,-0.0011856825,0.002772848,0.00059699966,-0.00404382,3.947101e-05,-0.0010802561,0.0018420818,0.00091746,0.0014302784,0.00038125864,-5.9821294e-05,0.0023626972,-0.0040801154,-0.0021081283,-0.000108103384,0.00038693138,-0.002428242,0.0028701313,-0.0006874287,0.0012845123,-0.00040913458,0.00053330814,0.0027183034,0.0016473222,-0.0005520476,0.0018603383
SRSF7,0.008899691,0.008642751,-0.008503928,0.01347223,0.007948455,0.017016625,0.00055062195,0.0059301443,-0.016748082,0.021852694,-0.0013354286,-0.0072041247,0.0007138473,-0.008503057,-0.015597314,-0.0029192602,0.0011989769,0.00064175227,-0.0034921973,0.0041100928,0.006033486,0.007910407,-0.0054835724,0.0045611137,-0.0063849604,-0.007996891,-0.0060523055,-0.002810267,-0.0050364495,-0.008241182,-0.017864794,2.6614774e-05,0.0028311086,-0.025733786,0.011441888,-0.014381845,0.020198734,-0.005380397,0.023386627,-0.008083297,0.009106244,0.020275865,0.0024025969,0.014169211,-0.0041964236,0.0019437114,-0.012219524,0.010169177,-0.0029204655,-0.003191592,-0.006077844,0.010297236,0.0004996652,0.00260054,0.012403542,0.0063993805,0.010974657,-0.0048789917,0.005620732,-0.0077187684,0.010425061,0.00072516076,-0.014635243,-0.0009868996,-0.00011403874,0.0070715286,0.002372939,0.008395823,-0.018129364,-8.5527914e-05,-0.0007449187,-0.023745397,0.012417081,-0.001034487,0.0026877427,0.0023966685,-9.097121e-05,-0.009034505
TMEM178A,-0.001427253,0.0038685594,3.2204498e-05,-0.0011310686,0.0014484695,0.0009269657,0.00038272186,0.0026383558,0.0012446729,0.0016814506,-0.0034934336,0.00011251512,-0.0034414395,-0.00061708887,0.005530737,-0.0028993548,0.0012668184,0.0061358353,0.005231034,-0.0060614347,0.0021001757,-0.0072425334,-0.005332303,-0.002084367,-0.003569882,-0.0010541378,-0.0056872508,0.004584846,0.0004633649,0.0008105047,0.0027132567,0.0006472908,0.004327341,0.0012389875,-0.0073153144,0.008583119,-0.0014070758,0.004326642,-0.010436991,0.0026686173,0.000624381,-0.008696518,0.00015049298,0.003349404,0.004860733,0.0060223965,0.0029349136,-0.00033048048,0.0013681437,0.0033441435,0.0011063925,-8.821122e-05,0.002013321,-0.00079204614,0.0013853689,-0.005201312,-0.010139809,0.00071609946,-0.0037316047,0.0033155624,-0.0023961589,-0.0055570123,-0.0020235688,-0.0022755372,0.0033237077,-0.0017026308,-0.0039545465,-0.008148624,0.011649123,-0.0056150286,0.0080670975,0.01081486,-0.0050975466,-0.0038002827,-0.008523461,0.002767744,0.0010296359,0.00045005413
PKDCC,-0.0017192432,0.0011708686,-0.0033885785,0.0027946623,-4.344221e-05,-1.3682811e-05,-0.0010803333,-0.0007005275,0.0027811457,-0.0042509907,-0.003074683,-0.00083111535,-0.0037151878,0.0015494337,-0.0022393563,-0.0034657712,0.0006304619,0.0067812256,-0.0030101452,0.006480543,0.001222289,0.007551045,-0.0032757581,-0.0006737693,-0.004263765,-0.0024488312,-0.0056558456,-0.0017058731,-0.006052515,-0.0005839191,-0.0035153737,-0.0022352634,0.0042006336,-0.002904702,-0.0013786915,-0.00036991027,0.0019546691,0.0046207663,0.003503619,-0.004320938,-0.0018075047,-0.0019418208,0.0012908339,0.006664893,0.0031244832,0.005844985,-0.00046132904,0.0035991392,-0.0004956629,-0.00060772756,0.0001709519,-0.0014286058,0.0027861244,0.0006926782,-0.0055760853,-0.0041564475,-0.0057997904,0.00042625645,-0.0033612526,-0.0010259403,-0.0013678462,-0.002484964,-0.0037280975,-0.00080791826,-0.00083202164,-0.0019003672,-2.320158e-05,-0.0029504139,0.00427461,-0.0029873617,-8.768114e-05,-0.0031121005,-0.00072239176,0.00022657495,0.0033633304,-0.000745132,-0.004993211,-0.00068013667
ZFP36L2,-0.004710568,-0.0024818454,-0.0026394634,0.0027034136,-0.00019836277,-0.0016126741,0.003198695,-0.00023818262,0.002164429,-0.0062888907,-0.006098106,-0.0065498883,-0.004331103,0.003645168,0.0047600707,-0.009349625,0.00038310062,-0.003824105,-0.002571873,0.0021171016,-0.0037816558,0.004533046,0.004186016,-0.0021180478,0.00306485,0.0037782434,0.0029979893,-0.008903334,0.0004032174,0.0062942333,-0.0048620543,-0.00601082,0.0062789377,0.004352963,-0.00072120404,-0.0028611617,-0.017473001,-0.0024165148,0.0056985146,0.0038163727,0.011781105,0.0032639967,0.004612721,-0.00022652757,0.010823093,0.0043087453,0.0022102746,-0.004722773,-0.0063214125,0.0015290976,0.0047138697,-0.00063033507,-0.011834007,0.0025038451,-0.0019347473,-0.0022282416,0.0041007614,0.0081822295,0.008435611,-0.001069851,-0.0048111044,-0.01419844,0.009947124,-0.0015295186,0.0028367555,0.0011580783,-0.0035290122,0.0011385693,-0.0065610423,-0.00039276443,-0.006239769,0.0013588511,0.009172702,0.005154709,-0.006987816,0.0025200802,-0.0011550615,-0.006273158
PLEKHH2,-0.00010568613,-0.0030108101,0.0013307303,-0.0064810244,0.0012072072,-0.00065595534,-0.001125938,-0.007564588,0.0027249358,-0.0020245276,-0.00025089932,0.0011779203,0.0017157352,-0.0013642807,0.010055686,0.0015438703,0.006781908,-0.0009618901,0.006855619,-0.012892733,0.00043532538,-0.0037941171,-0.010184354,-0.004222202,0.0016796555,-0.0025195945,0.0028726857,0.0019838628,0.0038179418,-0.0037928452,0.0025332493,0.0020425357,-0.002150796,0.0052602864,0.0029655066,0.011999664,0.0036349308,0.006981878,-0.009673636,0.0044012903,0.0018988921,0.0021134599,-0.00035634747,-0.0012698671,0.002735518,-0.006573841,0.0045158076,0.0010668284,-0.0023199802,0.0010414214,0.0072981794,0.007914693,0.0061905184,-0.009188681,0.006210091,0.0021511293,-0.0022636265,0.004858835,0.0028620411,-0.0039834874,0.0015665911,0.0011751464,0.0076024327,0.0014851417,-0.014277215,-0.0011757734,-0.0020964344,-0.0059478744,0.006158788,0.0030375053,-0.0015191872,0.007021672,-0.0010450407,-0.004076054,-0.0012371651,-0.0036082435,-0.0010266873,0.0016989032
SLC3A1,0.001780019,-0.0015839858,-0.0018871095,-0.002645864,-0.0016019719,-0.0008243064,0.0021235158,-0.0012525874,-0.0025696675,-0.0035913317,-0.0022737882,0.0048049563,-0.003149811,-0.0048372867,-0.00094402826,-0.0007878214,-0.0010572658,-8.0940474e-05,-0.0022377486,-0.0024171302,-0.004529116,-0.0015866401,-0.0011464711,0.0014267567,-8.239099e-05,0.00061498844,-0.0027540172,-0.0008562288,0.0030267967,0.0035807225,0.00042519026,0.0050647706,0.0021611454,-0.0026693046,-0.0005405645,0.0030631053,0.00073675,0.00032424432,-0.0034273718,4.461618e-06,0.00029872454,-0.0006328655,-0.0010958867,0.0016990124,-0.0013057367,-9.0948495e-05,-0.0010703444,-0.0008368133,0.0009015044,-0.001347842,0.0025944742,-0.0011583539,0.001197234,-0.0032454836,0.00365144,0.00018229592,-0.0013011565,-0.0005838671,-0.004514941,-0.00039581367,0.000688944,-0.001675717,-0.00017922717,-0.001887853,0.002337202,0.00039372273,0.00019306754,-0.00041432556,0.0020374872,-0.0012570308,0.0045762537,0.0013986431,4.0176863e-05,-0.0023046064,0.0012108865,0.00019624554,-0.00037337252,0.0023759063
LINC01118,0.0010678349,-0.0052542672,0.0008686861,0.0010833616,0.0013182904,0.0008031222,0.00073804875,-0.00369428,0.0025840746,-0.0007911086,0.001991329,-0.0027376066,0.002016169,0.0020603943,-8.974422e-05,-0.00034832285,0.00961307,-0.0005624508,0.00085991743,-0.0022357744,-8.846552e-05,-0.0012649487,0.0012019138,0.0035052567,-0.00060759636,0.002410519,0.0063816486,-0.0035140056,-0.0020487201,0.0016413294,0.003253101,-0.0009804767,0.0064360006,-0.0006824013,-0.0017733658,0.0038139143,-0.0013620084,-0.0064523183,-0.003461502,0.00076172367,-0.0021558155,-0.00075110886,0.0029515706,-0.002296232,-0.0027389482,0.0031221488,0.0026704215,-0.0013586724,-0.0019299506,0.003206952,-0.0027961393,-0.00085243484,0.0012648643,0.0044148383,-0.002721018,-0.00027209867,0.0026756339,0.0013585981,0.0013647211,-0.0011297726,-0.004342287,0.00015340139,0.0010979319,-0.001084834,0.0021662973,-0.0009610319,0.00020995153,0.0020414747,-0.0017156827,0.0016639197,0.0035358798,0.0018768635,-0.0021921492,-0.0007062322,0.001832085,-0.0012446448,-0.0021424114,0.0022125642
CALM2,0.0027624136,0.013599485,-0.0022172974,0.014904145,0.00902881,0.020729082,-0.0003256378,0.016549643,0.0014262209,0.009281459,-0.0028508308,-4.8755235e-05,-0.0053818575,-0.008017046,-0.008575074,0.0006872295,-0.005216429,0.0003499661,-0.010269763,0.009576338,0.009778829,0.00056412857,0.002284305,0.0052633015,-0.0030828023,-0.0070932657,0.0028605633,0.0024083175,-0.011144368,-0.0014219792,-0.009820995,-0.0026115489,-0.0020255004,-0.0134265935,0.0041724397,-0.015707705,0.009710791,-0.0136825545,0.011313312,0.010132058,0.016394846,0.0075417976,0.002699183,0.009180191,0.0016578559,0.016048003,0.0031802086,0.008243719,-0.0026131407,0.012887238,-0.009085031,0.018676765,0.002609504,0.00046443797,0.014446017,0.008497184,0.00975803,0.0021654773,0.002431524,-0.0030433268,0.0016423024,-0.008205249,-0.0023853763,-0.0020158265,0.0078056515,0.008707806,0.0048034145,0.015101994,0.0063300743,0.0022266505,-0.0034264035,-0.005353303,0.010053059,0.0045679673,0.006389558,-0.0012921109,-0.0024983326,0.0010052358
BCYRN1,0.0013864823,-0.005170296,0.002770761,0.0059036617,0.0032918043,-0.0020420272,-0.002817873,-0.014700714,0.002467449,0.0037255655,0.009237544,-0.008957576,-0.000592986,0.0008729367,-0.00036128366,-0.0025442422,0.0020185802,-0.0031759872,0.0018450207,0.0010196993,-0.004278197,-0.00572594,0.00041227296,-0.00089384685,-0.0072347475,-0.0007857771,0.0018221237,0.0018479966,0.003880446,-0.0007168134,-0.0018905076,-0.0033757677,0.0007776074,-0.007921789,0.005161847,-0.006673553,0.008515355,0.004841223,0.009186823,-0.0031507707,-0.0021281813,0.012245016,0.0024213581,0.0004413346,-0.0016471766,-0.0071733696,0.001695214,0.00015346469,0.006242478,-0.0071137124,-0.0001680605,-0.0004727521,-0.0014306506,0.000722768,0.0022001804,0.0031494393,0.0008586846,-0.0013034756,-0.004956129,0.0012679456,0.0037442918,0.0025418717,-0.005547997,0.0033702848,-0.0008819664,-0.0062624263,-0.0029994936,0.0005444678,-0.009104128,0.004910518,0.0013860057,-0.012069813,0.0008915062,0.003125685,-0.0013304068,0.0005304195,-0.0015607585,-0.0070374096
MSH6,0.004994974,-3.8660313e-05,-0.0051549994,0.0012937961,0.0040895245,-0.00030906108,-0.002375645,-0.0065322416,-0.0079662725,0.010140555,-0.0026230977,-0.0069417767,0.0021824224,-0.0054957117,-0.0045187008,-9.99811e-05,0.0025774671,-0.0016193722,0.001231372,-0.0033935665,0.00044453438,0.0033572211,0.0030133,0.0006241732,0.0015657567,-0.0046609994,0.001952781,-0.003606484,0.005237971,0.005003754,-0.004581137,0.006981364,0.000793776,-0.0054386384,0.0013064148,-0.002608085,0.0052523105,0.00047099352,0.010661642,-0.0066666743,-0.0028283345,0.007865157,-0.0005013651,-0.0014391092,-0.002594016,-0.0009954352,-0.0054813526,-0.00038322475,-0.0070401193,-0.0065934374,0.0006927209,-0.004326255,-0.0014140867,0.005737963,8.215471e-05,-0.0009608453,0.002080592,-0.00020219739,-0.0006581822,-0.008125443,0.0026522523,-0.0019109385,-0.007015992,-0.00077705353,0.0003871971,-0.0046862178,-0.00085453154,0.0016399947,-0.0045005046,-0.004103423,-0.0051388424,-0.0063574184,0.004500702,-0.00082010194,-0.0035888818,-0.0003548753,-0.0058206553,-0.0056742346
RTN4,0.0006410051,0.0071736784,0.0016304828,0.016103316,0.0040406664,0.005347685,0.0031695345,0.0063809357,0.0042173704,0.009702836,-0.001467106,-0.0010556788,-0.0027691901,-0.0013718812,-0.0031183916,0.0036570588,-0.0033920167,0.005353955,-0.00089758757,0.011226219,0.0070999106,-0.0010997145,0.003250166,0.000644226,-0.0012673814,0.006277077,-0.001856784,0.006972774,-0.0013403484,0.012568697,-0.0064514037,-0.007031987,0.0041874885,-0.015963815,0.0037287856,-0.0013636658,0.0053253192,-0.0018796938,0.00938226,0.010018889,0.015401146,0.0048995167,0.00049555924,0.0018538913,0.003046133,0.0040405155,0.007391288,0.009950067,-0.0025781624,0.0054000183,-0.002758483,-0.0019759664,-0.0016573191,0.0017035762,-0.000367102,-0.002806058,-0.007112263,0.0021525077,0.003541271,-0.0020913274,0.012103305,0.0038563414,-0.0034519318,-0.002499243,0.0076483693,-0.0024672486,-0.004583724,0.0039342805,0.0032431504,0.0023982427,-0.002109136,0.0032446035,0.013983404,0.005751648,0.0033075435,0.0037159442,-0.006462914,0.0024870918
