gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65,phi_66,phi_67,phi_68,phi_69,phi_70,phi_71,phi_72,phi_73,phi_74,phi_75,phi_76,phi_77,phi_78,phi_79,phi_80,phi_81,phi_82,phi_83,phi_84,phi_85,phi_86,phi_87,phi_88,phi_89,phi_90,phi_91,phi_92,phi_93,phi_94,phi_95,phi_96,phi_97,phi_98,phi_99,phi_100,phi_101,phi_102,phi_103,phi_104,phi_105,phi_106,phi_107,phi_108,phi_109,phi_110,phi_111,phi_112,phi_113,phi_114,phi_115,phi_116,phi_117,phi_118,phi_119
ERAS,-0.00174132,-4.6863337e-05,-0.0006189213,-0.0016405149,0.00027087264,0.0013850615,-0.00075151655,-0.0017034769,-0.00039405064,0.00093628274,-0.00030296913,0.00012174256,2.941171e-05,0.00058970833,0.000115676696,-0.00017982164,0.002069274,-0.0010435303,-0.0006131382,0.0027458065,0.0009508098,-0.0003376057,0.00032028396,0.0012640051,-0.0005978801,0.002627754,0.002873395,0.001839371,0.0004321364,0.0032693087,0.0034803397,-0.00075696374,0.0029839422,0.0047244458,-0.001781645,-0.005593629,-0.005040635,-0.0015513672,0.0030910585,0.0029178765,0.0047114636,-0.0032216476,0.0008426863,-0.00095641817,-0.0027707617,0.0024725136,-0.0021914914,-0.0029451859,-0.0022325946,-0.0015004486,0.0018214857,0.0015956021,-6.149204e-05,-0.0020424349,-0.00022696819,-0.0044789757,-0.0002886393,-0.0013185417,0.0058430904,0.0029297033,0.003333043,-0.00042790672,-0.0038813138,-0.00034989387,-0.001642269,0.004848682,-0.00087520166,0.00030972442,-0.0034751545,-0.0005756746,0.00029959044,0.0013246229,0.006668388,-6.949987e-05,0.0008182105,0.0004997875,-0.0006074644,-0.001789875,-0.001567588,-0.0019600664,-0.0015135498,-0.0009140983,0.0014240459,-0.0033104892,0.00066302903,0.00025698944,-0.0025178764,-0.0004982531,-0.0027384374,-1.41960245e-05,0.00458308,0.0008735886,0.0024609026,0.005177465,0.00093564205,0.00058752927,-0.0029872071,-0.0018965043,-0.0025262,0.0024311529,0.0011800984,-0.0021998072,-0.0007611959,-0.0036479246,-0.0015003867,-0.0013926537,-0.0009873293,-0.000968367,-0.0016089682,0.002034078,-0.0009846104,1.516683e-05,0.0023689733,-0.0013216843,0.0037216682,-0.0020392376,0.0023184333,0.0008769449,0.00053475186,-0.0025466091
PIM2,0.0022241215,-0.002665558,0.0041529974,0.006181886,-0.012418467,0.003373506,-0.0031578117,0.00975875,-0.0046217074,0.0062583983,0.0066179903,-0.006528857,-0.00027878972,-0.0013982395,-0.004421855,-0.0022027052,-0.0027951885,-0.006504516,0.00014371685,0.0033808812,0.001993807,-0.0027053878,-0.0025883282,-0.004427067,-0.0036807857,0.009819648,0.0031355792,-0.005185735,0.004099871,-0.005191031,0.004912248,-0.0042879316,-0.0127951335,-0.00083206064,-0.005022011,0.0002865152,0.004400205,-0.00397979,-0.0018240934,-0.005427502,0.0033148187,-0.00024611154,0.004644259,-0.002305721,6.975772e-05,-0.0039683846,0.0049589425,-0.0048916587,-0.002055369,0.009196958,-0.004573084,0.0013117981,-0.004999177,0.007948654,-0.0031812894,0.016667059,0.0050212485,-0.0014111372,-0.0060156723,-0.00946437,-0.0089369705,0.0069935503,0.0137137445,-0.0029604537,-0.0008563224,-0.0049211853,0.00099482,-0.0066543347,0.0071768467,0.00023680093,0.0012200867,0.0059651486,-0.009352625,0.0008638205,0.002967087,-0.0077154636,-0.005488373,0.0036807903,0.0060923067,-0.005054115,0.006780394,-0.0010517685,-0.00050365686,0.0012919614,-0.00074460753,-0.00013348149,0.004906434,0.0070361164,-0.0017884269,-0.0019873935,0.009361083,-0.00013807142,-0.0025579836,0.0014845637,-0.006238794,-0.0003276257,0.0026683745,0.003392118,-0.003492599,-0.0069411565,0.0075789937,-0.00068872183,-0.0071763233,0.0026817268,-0.0018727082,0.0027393675,0.0003151363,0.00030987538,-0.00012845542,-0.00019714447,0.0014401218,0.005397505,0.0009819992,-0.0014320974,-0.00042145923,-0.0024752333,0.0010673119,-0.006579806,0.002177134,-0.0020292182
PLP2,0.0023302143,0.006653355,0.00806673,-0.0017299515,0.0035738728,-0.0011685545,-0.015500983,0.0058797784,-0.008417859,0.0039014034,-0.0039954884,0.0013879619,-0.0047070663,-0.0005993792,0.0013597533,-0.0013459013,0.0005265531,0.0036236683,0.00024452046,-0.007134404,-0.004171008,-3.255648e-05,9.403926e-05,0.0059103062,-0.0015529321,-0.0035935107,-0.006979181,-0.002813456,0.0014993534,-0.0030960178,0.0074866638,0.0038191923,-0.012520555,-0.0043422137,-0.0010219059,0.0026274715,0.007398241,-0.0017093335,0.0027237854,-0.0013766639,0.0057268054,-0.0010871647,-0.0019177629,-0.004198813,0.001810895,-0.0112677775,0.0033139018,-0.0017563922,-0.0015428357,-0.002085725,0.009951816,0.004269967,-0.0027686332,-0.0027420684,0.008352493,0.0016034283,-0.009990107,-0.0006871932,-0.0064062625,0.011765055,-0.0056358846,-0.004795723,-0.001689576,0.002180146,0.0051296554,0.001442595,0.011470004,-0.0011675315,0.013741204,-0.00058430503,0.0024265982,0.0017764516,-0.0005386109,0.00093824166,-0.0014954098,0.01634415,-0.00064953463,-0.0061194063,-0.009447016,-0.010313532,0.004955499,0.014405198,0.0010418507,-0.009466686,-0.0020510266,0.0063158646,0.0034248193,-0.00025646773,-0.001254917,-0.002758207,-0.006651517,0.00049896346,-0.00055197417,0.0022815228,-0.010145082,0.0027072225,0.006989726,-0.008484704,0.0005887713,0.0025906423,-0.008993104,0.0030475047,-0.00018663007,-0.0071988497,0.007868681,0.0004398716,0.007849158,-0.0017118658,0.0019321294,-0.0016381964,0.0021647424,0.0023362432,0.0058311448,-0.0029547482,-0.0023408255,-0.006755448,-0.0030568256,0.0026243157,-0.009859107,5.7124846e-05
SYP,-0.00043608077,-0.0012676114,0.00284082,-0.00082290097,0.0016789648,0.0013711794,-4.0713247e-05,-0.0006997682,0.003310812,0.0046400153,0.00081576954,-0.002599759,0.00071217434,-0.0063620373,0.0060298312,0.0015135611,0.0010048012,0.0003657295,-0.00229975,-0.003808808,0.0002020743,0.0045433654,-0.0050035114,-0.0021691222,-0.0062451586,0.0063341716,0.0032469323,0.0054478366,0.0041470095,-0.0037738732,0.005156262,-0.0018229121,-0.0015518499,-0.004015214,-0.0011314945,0.0027376704,0.0020158375,-0.004042107,-0.0019760565,0.0009416412,0.0024321438,-0.001528555,0.0015771345,0.0036945515,0.004767312,0.0062821265,-0.0013655126,0.0011197063,0.004623633,-0.00594753,-8.360569e-05,0.00015022368,0.0010227252,0.008633663,-0.0018625918,-0.0014460518,0.011887723,0.00019409193,-0.0009247685,0.0050149625,0.00432788,-0.00016548565,0.0002975463,-0.005863043,0.000874463,0.0048964918,-0.0010620661,-0.0015991605,0.0041780537,-0.0036486005,0.006055711,-0.0014967753,0.0016240315,0.0068146875,-0.0007924192,0.0006461069,0.0076309415,0.0012921047,0.0052863606,0.0003535214,0.0016834879,-0.0055046785,0.0013239761,-0.003804334,-0.0042340048,-0.0044655893,0.007284124,0.0077257953,-0.0039274027,-0.004577893,0.004439074,-0.0017990989,-4.0822135e-05,0.0010290414,0.008855403,-0.0066374578,-0.00506479,0.004536288,0.00021492963,0.0012315568,0.00028295084,0.0005192304,-0.0064020953,0.0024311221,-0.00072372187,0.00043763142,-0.0023358543,-0.0033434085,-0.010903879,-0.002600182,-0.004426962,0.0032740359,0.00081752683,0.00433901,0.0026194516,0.0055761016,0.001473457,0.00057414355,0.0077853412,0.0013296545
MAGED2,0.0002364357,-0.007537655,0.0013226669,0.0009229405,-0.0031187125,-0.0027606608,-0.002471473,0.0012345003,0.0018888093,-0.0027937873,0.0017279678,0.002996865,0.0015211389,-0.0037406266,-0.0008638986,0.00073562586,0.002378476,-0.0029050822,0.0010267833,0.002795232,0.005377352,-0.002129992,-0.0032493102,-0.0063949283,-0.0069983494,-0.0011220963,0.003356172,0.0010930146,6.2727464e-05,0.00037952288,0.0048956685,-0.0011107512,-0.0012364875,0.0026742688,0.0029698038,-0.0002633841,0.0029182956,-0.0007836001,0.00074557343,0.0022504036,-0.003492655,0.00015403186,-0.003941024,-0.0068598757,-0.003007189,-0.004782193,-0.0024154957,0.0026302584,-0.00079645525,0.0022942743,0.00977606,0.00095330045,-0.0055022123,0.005334689,-0.002461883,0.0018080369,-0.0009017617,-0.0006139303,0.0020297067,-0.00027971403,-0.0015772328,-0.0015789008,0.007434278,-0.005567166,-0.0071703703,-0.0014371605,0.006200153,0.0028280024,0.0020838305,0.0030824358,-0.00454781,0.001635786,0.004013302,-0.00047983933,0.0020840415,0.004558606,0.000754898,-0.011673091,-0.006342031,-0.013467809,-0.0021553019,0.006418177,0.012102783,-0.0031307247,-0.003681828,0.004331772,0.005095519,0.010116537,-0.003043486,-0.007125703,-0.001169302,-1.0816918e-05,0.003964573,0.0009262656,-0.0007669358,-0.0026224728,-0.005988139,-0.010198975,-0.00015396607,-0.002410951,-0.0010474237,0.0088715,-6.660088e-05,-0.009982638,0.004467661,0.0006508363,0.0132169565,0.001248714,-0.010469526,0.0065693837,-0.0015398759,0.0034157317,-0.00046124318,0.0034936117,-0.0002945521,-0.007958158,-0.0031425974,0.0019709065,-0.0031494433,0.0030434653
ALAS2,-0.005194677,-0.015981345,-0.008709676,0.00021418653,0.0014782798,0.000109465545,-0.004494823,0.0007637219,0.016083933,0.006181319,-0.00047128246,0.0032951592,0.011859537,-0.019361442,0.018100306,0.019959066,0.0102698235,-0.012302483,0.0017136305,0.028357612,0.021144213,0.008155485,-0.03300227,-0.016246047,-0.0219583,0.017347578,0.013473848,0.01689904,-0.027703203,-0.009105339,-0.0060167434,-0.00017935503,0.007827995,-0.002282115,-0.0059086713,-0.0027997452,0.0004680021,-0.017988957,0.0025611892,0.008026424,0.015407744,-0.013622666,0.009754223,0.008124922,-0.00855602,-0.008620214,0.0016039478,0.014334927,0.0037755664,-0.0012882691,0.0075979475,0.0015838726,-0.016467761,0.018712908,-0.008773067,0.013929986,0.004648591,-0.0129197715,0.0052108923,0.0011079666,0.0027511187,-0.00409482,0.006925346,-0.006994693,0.006216823,0.02324378,0.0088893585,-0.009434315,-0.03184237,-0.010459008,-0.017018668,0.0005291843,0.005858909,0.010501021,-0.029856564,-0.010776951,-0.0025466168,-0.00073614786,0.0038329111,-0.020209646,0.005777925,0.0040757977,0.0005233214,-0.009540531,-0.002561297,-0.005672344,-0.0011550214,-0.0032346458,0.0015562618,-0.02271219,0.020917641,0.0005125984,0.015621627,0.005867536,0.02938469,-0.00013868352,-0.013705413,-0.005017516,0.023261815,-0.0049694893,0.007740069,0.0015880686,-0.0059529883,-0.003076759,0.0025952952,0.0016801568,-0.0012941116,0.0032443686,-0.02562284,0.027938806,-0.014344893,-0.001809252,0.014548668,-0.0067698443,-0.003648908,0.0073096086,-0.010498852,3.563442e-06,-0.011916661,0.0069944947
PAGE5,-0.0012817105,0.0024419026,-0.0010730122,0.00062205136,-0.0012616618,0.0015007408,0.00196777,0.0010089922,0.0011147519,-0.00032515792,-0.00014063818,0.0005136775,0.00071343663,-0.0009224082,-0.0001283917,-0.0013373365,-0.0034829658,-0.0026715738,-0.0020367838,-0.0012904889,-0.0045141033,0.0025370815,0.0035225344,-0.0017048125,0.005918338,0.0039285184,1.636822e-05,-3.0424019e-06,0.0017812399,0.0006351171,0.0022023602,0.0008070812,-0.003083543,0.00017139073,-0.006255937,-0.0030162237,0.0002618908,-0.00030234279,-0.0029789568,-0.0016131649,0.0012949363,0.0010837854,0.0014664404,0.0028971785,0.00055543653,-0.00048421466,-0.005631312,-0.0038419608,0.0031042537,0.0010772238,-0.0032517666,-0.0014083164,0.00060806813,-0.00075095135,0.00018720265,-0.00079127983,-0.0005500095,-0.0009945381,-0.002462739,-0.0002609919,0.003975912,-0.00044023644,-0.0019002,0.00068139983,0.00047686422,-0.0010977961,0.0045983596,-0.0035669317,-0.00033961263,0.0006509467,-0.0038993328,-0.0018116521,-0.0007239791,-0.0037678105,-0.0024320118,0.0017498083,-0.0033421246,0.000721934,0.0014010405,-0.0033917404,-0.005108797,-0.001441835,-0.0008731535,-0.0017622415,-0.00013625991,0.0023037952,0.0019767308,0.0006496371,0.0038791832,0.0006307437,-0.00029705677,0.000560815,-0.00039605892,0.00070689636,-0.00028683819,-0.00047047224,-0.0010403884,0.00022455567,-0.0031051026,-0.001641709,0.0011998533,0.0013011831,-0.0016058317,-0.00025168693,-5.459857e-06,0.0038477944,0.00034251617,-0.0016252894,0.0038516736,0.00022860186,-0.0006767918,0.0023622646,0.0011134569,-8.77857e-05,-6.0272228e-06,-0.0008020642,0.0016627271,-0.000842519,0.0009478489,0.002706595
MSN,0.0057957713,0.0027717545,0.015422678,-0.004488591,-0.004190303,3.0124093e-05,-0.013500812,0.0038320785,-0.0065021156,0.011788276,0.006135544,-0.002714704,-0.010642488,0.011557865,-0.0008066849,-0.0017059048,-0.010301815,0.0018520027,0.008276741,-0.014547339,-0.008242488,-0.0014015692,-0.0067692413,0.005322745,0.0063294484,-0.0033405982,-0.00082323764,-0.003927248,0.009873872,-0.0010636596,0.0054822527,-0.0016148337,-0.011861773,-0.012007045,-0.00043653816,0.0010390196,0.009232506,0.010997791,-0.006070742,-0.015370114,-0.0033596412,0.0011802651,-0.00054751796,-0.0046313475,0.011469744,0.0068146866,0.0029253925,-0.003263848,-0.0018037986,-0.0027338958,0.0036823428,0.0068476903,0.0073010195,0.0006981422,0.010775476,0.010151184,-0.0034492337,-0.0036937038,-0.011558077,0.00025348476,-0.005132071,-0.0031134172,0.0038868398,0.0006823815,0.0017627616,0.0023623214,0.0047872993,-0.008006624,0.007767263,-0.0014050218,0.009058403,0.008713895,0.00089158077,-0.0022600996,0.0002095183,0.00038027423,0.004141432,0.012514479,-0.013382789,-0.006214457,0.010602314,0.006946084,-0.017814456,-0.0046189367,-0.0033997258,0.0073514753,0.003007082,0.00077422033,0.0005511951,0.0014120549,0.0035262913,-0.001229713,-0.0016708283,-0.015298821,-0.008358248,-0.0016241773,0.0047358624,0.0002407189,-0.0047454983,0.0072361785,0.00049646327,-0.014966559,-0.018906519,0.0097954795,0.0063793045,-0.005863228,-0.005770684,-0.008954224,0.012582232,-0.007944339,0.003931275,0.008659373,0.0035642195,0.00031879733,0.0100685395,-0.013248402,-0.0041064788,-0.0016872954,0.0046787215,-0.0019174003
VSIG4,0.0001904676,-0.001590944,0.0033360554,0.0023209057,-0.00014579136,3.1364103e-05,0.0013049892,-0.0012248595,9.110623e-05,-0.0021975809,0.00080353866,-0.0001590739,-0.0045754374,-0.0025502609,0.001091102,-0.0009282646,0.002266404,-0.0028137465,0.0020480598,-0.0074200802,-0.0028777223,0.001895192,-0.00058658037,0.0010070802,0.0031952986,-0.007989928,-0.0022530665,0.0020847644,0.0055029555,0.0032619191,0.006119617,-0.008574208,0.0066734427,0.0071981293,0.0015422016,0.003236906,-0.002018506,0.003088628,0.004210948,-0.011236698,-0.0020044998,0.005388748,0.0019725093,-0.0062084394,0.0067839352,0.0008147223,0.012643957,-0.004002701,0.004731059,0.0015766249,0.00848295,0.00051518914,0.009298888,-0.012999172,0.006996657,-0.012679351,-0.0024214175,-0.007646605,-0.0054177046,-0.0023823855,-0.0033946738,-0.018712858,0.0005038775,-0.0049151634,0.008754573,0.0075239404,0.0019851439,0.004938722,0.007762844,-0.006087029,-0.0026050473,0.014723953,-0.009569489,-0.0021793174,-0.009084134,0.00040228502,-0.0011523925,-0.006883694,0.0021001988,-0.00016093577,0.004194946,0.0017118255,0.00721481,-0.0032911533,-0.0062373644,0.0062010237,-0.0052334913,0.0022980832,-0.0037595553,0.0030079621,0.0063085645,-0.0047056964,-0.014374114,0.011744858,-0.0027911332,0.008177871,0.0052692015,0.0044176336,-0.006622766,-0.0016921908,-0.005309368,-0.0072751357,0.0019402019,0.0051692496,0.007107644,-0.0021668056,0.0006602227,0.00034343422,0.0006715423,0.0019497072,0.010884035,-0.00033904318,0.0029148993,-0.007354441,0.0025969225,-0.006229273,-0.0030581097,0.005024716,0.0054924777,0.0013543231
HEPH,0.0019707927,-0.00036371313,0.009703889,3.8913804e-06,0.01055109,0.003574986,-0.0059271757,0.0066125058,0.005008368,0.008193803,-0.0023559306,-0.0028597207,-0.00251618,0.0008108979,0.009303591,0.0039657224,-0.0033196516,-0.0025479023,-6.193013e-05,-0.0032811563,-0.006522325,-0.004685845,-0.0077427635,-0.004995026,0.0010522017,0.0024851582,0.005137424,0.0019294336,-0.0006360566,0.0065636383,0.005025294,0.0018336163,0.0033364908,-0.013781879,0.0023875446,0.003221646,-0.0016202588,0.0032825146,-0.0040376447,-0.00766712,-0.0036830427,-0.0037821974,-0.0035758605,-0.0011190999,0.0012635286,0.00022599779,0.0037216267,0.0036431386,0.0050830725,-0.006871636,0.0053801285,0.0017104553,-0.0072527453,0.0011791305,0.013875676,-0.0021587845,-0.018644385,-0.0015608341,-0.0018583935,0.014091011,0.0030613,-0.0046673445,-0.00021409924,-0.0076571964,0.011978482,-0.00024869683,-0.0017364986,-0.0010012471,0.0019001703,-0.003520504,0.00901497,-0.0028926996,-0.0030425568,-0.0012647039,-0.0042018103,0.0019943092,-0.0029050356,0.0022545727,-0.015423599,-0.00450534,0.005371246,0.004470898,-0.008369573,-0.01044921,0.0026785072,-0.0056211837,0.0005419417,0.012779573,-0.002754907,-0.007698968,-0.0048810192,-0.0008406869,0.0016018169,-0.0011632716,0.0077192984,-0.005250712,0.000755884,-0.0014039476,0.012372925,-8.841287e-05,0.008648681,-0.010381036,-0.008447261,0.012087061,0.012178443,-0.013976465,-0.010755287,-0.0050603147,-0.0038012688,0.006590225,0.0026863394,0.0032920868,0.00048565146,0.001695509,0.011334635,-0.0058430154,-0.008267796,0.006841531,-0.0024015184,0.0067059654
IGBP1,-0.000476262,0.000624866,-0.0016829752,-0.0063594775,0.00321471,0.0026010727,-0.0077825985,-0.00054694345,0.0031346246,-0.0023015116,-0.0023450153,0.005480916,0.0029902048,0.00069484353,0.0044771386,0.0015022245,0.007662254,0.0005174062,0.002461725,-0.00180167,0.0030505825,0.0023965142,-0.00015152262,0.0016151603,-0.001955655,-0.0040727565,-0.008380195,0.0026069495,-4.9727547e-05,0.00015110933,-0.0016614276,0.0024428484,-0.0017902089,0.00077849976,-0.0013766361,-0.002920665,0.008703124,-0.0013707067,-0.0015628292,0.009681921,0.0039027405,0.0021867862,-0.006502594,0.0036117258,0.0057905153,0.002559921,-0.0025860725,0.0011522763,-0.0037316438,0.0019626322,0.013912903,0.0018279743,0.0021894902,-0.0010661063,0.0019927074,-0.006725865,-0.00032150073,-0.00020033005,0.0042711454,0.0066025676,0.002464422,0.00045077896,-0.0027741026,-0.0031219984,0.0031679987,0.00043094702,-0.004424567,-0.003946364,-0.0015292433,0.0011080869,-0.0010030497,-0.0011859074,-0.0025648554,0.0069112265,0.005457585,0.009999222,0.0044502406,-0.007788442,-0.0011170993,-0.0057649952,-0.0014778057,0.0009263152,0.0023764847,-0.008808425,-0.0049523287,-0.0029423705,0.0016964572,-0.0012126388,0.0036921983,-0.001477069,-0.006628315,-0.0037187573,-0.0018045641,0.005762777,0.0066257324,0.0014295396,-0.0025151426,0.003978381,0.0024939233,0.006165609,-0.0022616072,0.0009059037,0.002488892,-0.0014780294,0.0031638574,-0.009108013,0.0034437831,-0.00021486718,0.0024247456,0.0039122733,0.0033686645,0.0030443792,0.0025689735,0.003641019,-0.002090126,-0.0032070987,-0.0063264356,0.0020139702,-0.009108437,0.0026594854
IL2RG,-0.011948767,-0.0014616956,0.0020442517,-0.006839489,-0.007148403,-0.0014872213,-0.0041024173,-0.0030700094,0.00013046536,-0.00879469,-0.0066814236,0.005676303,0.008367579,0.0068738903,0.0036534464,0.016206041,0.016825916,0.012135467,-0.022722682,0.013682993,0.009025372,0.0023403908,-0.01562592,0.011104531,-0.033068508,0.010573389,-0.0019674797,0.00767561,0.029471425,-0.0024841297,0.007952629,-0.0009669022,-0.0055289017,0.013527384,0.012069039,-0.0029183715,0.0019901562,-0.0015672544,0.0010542438,0.0025945194,-0.0028086656,0.010482681,0.0063476316,-0.004446653,-0.0049548303,-0.0067639314,-0.0031324753,-0.00631893,-0.005896584,-0.00052020536,-0.00048374318,-0.0038697084,0.008646201,0.008647273,-0.0057301205,0.0025949352,-0.0020854957,0.0045387447,0.0020284145,0.0076482613,-0.0021594504,-0.010874656,0.00082188734,0.0047555016,-0.0092953,0.003813385,0.026395813,0.010706916,-0.0064754216,0.0073665646,-0.028224751,0.007458994,-0.0015084677,-0.0014249189,0.0065024933,0.0179829,0.0027886948,-0.008042805,0.022246558,-0.012485701,0.00030059332,0.0038360464,-0.0011297865,0.0066693537,-0.0038749366,0.0006274694,-0.0035612897,-0.007650845,-0.0017147237,0.0006992887,-0.003732239,-0.011544787,-0.003625882,0.005454823,0.0018421735,-0.0007517206,0.0005209591,-0.0036317636,-0.0060979715,-0.0022442928,-0.0059686056,0.0057242387,-0.0009907009,-0.014822744,0.005805899,0.016074136,-0.015153845,-0.007356011,0.0022682836,-0.0147838155,-0.0066537233,-0.0038704097,0.011008345,0.008727597,-0.0050961343,0.004134918,-0.008902077,-0.00031144315,0.006007824,0.012722222
LINC00891,-0.0053165876,-0.008230901,0.0020951093,-0.003906997,-0.006985474,-0.004422367,0.0017051339,0.0014342738,0.0045864796,0.0064776414,-0.0074413028,-0.00028074562,-0.0053623463,0.00599712,0.004792362,0.007794652,0.0065179905,-0.00091305515,0.00052039506,0.01080181,0.0014760075,0.010541994,-0.019309198,-0.0014018097,0.005942729,0.012627102,0.010625402,-0.00720599,-0.013794623,-0.00089362025,-0.010516845,-0.011870573,-0.0046939305,0.0023328844,0.0058401152,-0.010961626,-0.0015204235,0.00027236628,0.0001448017,-0.008796505,0.0065784487,0.0014549744,-0.0014604132,0.0003620274,-0.000948742,-0.0017465772,-0.007304053,0.01575504,-0.008564094,0.0046240417,-0.002282071,-0.00029154963,0.0016738395,0.011417586,0.002542222,0.010620624,-0.004107127,-0.011926006,-0.007475516,-0.007171431,0.0021034204,0.0052745244,0.01099889,-0.00565319,0.0008617193,0.020003647,-0.01116234,-0.009945801,-0.025479047,-0.009435821,-0.0056361407,0.01501223,0.012073905,-0.0072298297,-0.014928866,0.0022757233,-0.009272677,-0.0079957545,-0.0023107163,0.006440873,-0.0018091815,0.004119176,0.0019532766,-0.0021225358,0.009016214,-0.005441312,-0.0018680312,-0.009077541,0.014697338,-0.010762859,0.0010864594,0.00073621416,0.0013369777,0.002697253,-0.0051612775,-0.009810656,-0.008270408,0.017543977,0.020539088,-0.010792528,0.0019534035,-0.0008703788,-0.021267887,0.01622297,0.007896801,0.0016595462,-0.0032532786,0.0054630903,-0.0073002093,0.004038429,-0.0018718668,0.010419994,-0.0033484444,0.00045677405,0.00091907004,-0.003909404,-0.008163675,-0.00083828846,0.01704874,0.00074681913
RPS4X,0.011363478,0.0051750457,0.0022460304,-0.0032659392,0.015722048,-0.008060417,-0.0137283215,-0.0012611167,0.00010018907,0.0061060977,0.0022593667,0.000643479,-0.004497114,-0.0006497242,0.008359974,-0.0038143634,-0.0015229183,-0.003723403,-0.00046954287,-0.011491393,-0.018722802,-0.007249434,0.014908289,0.0042620217,-0.0038075245,0.0046328837,-0.019221801,-0.0013569003,-1.4656171e-05,0.0062193056,0.0055136504,0.00390697,-0.00040873265,-0.0009760568,0.003071955,0.0075248023,0.0072920034,-0.006327772,0.008201702,0.0061687264,-0.0060863513,0.00801063,-0.006957229,0.0071710343,0.0021960791,0.0008770649,-0.0039481623,0.0071058855,0.0024568562,-0.017783824,0.012373235,0.0016585346,0.000761635,0.0073909354,0.0072887773,-0.0073158736,0.0085312165,0.0018386062,0.007363279,0.009322795,0.011538153,-0.005810317,-0.01340312,-0.008685607,0.0013573886,-0.006424626,0.0012089914,-0.0033933609,0.0049558794,0.0012308881,-0.015320426,0.0051051835,-0.005993666,0.0026421803,0.012781317,0.0006393155,0.010680077,0.0062758606,-0.0019124564,-0.013193639,0.0022623038,-0.00192279,-0.005466505,0.007606504,-0.005317369,-0.0016131558,-0.0068299463,-0.002368383,0.002479657,0.014498973,0.0044301418,-0.00047314016,-0.018291848,0.009909162,0.020103449,-0.016082643,0.0013770064,0.0006168207,-0.010501533,0.008184991,0.0039335103,-0.0048883096,0.015343074,0.0006990858,-0.002508566,-0.02093113,0.009194864,-0.0073646866,0.0019092894,0.009059978,0.0008860681,0.0017771869,0.004981333,-0.00066865474,-0.006856153,-0.0036271203,0.0010938505,0.004913081,-0.0020728053,0.0037968592
CITED1,0.0015574006,0.0021867808,-0.001805031,-0.0003886809,0.00035485686,-0.00031941535,0.00046479914,-0.0016154043,-0.00508121,0.0007682211,0.0017218566,-0.0015128881,0.0007014388,0.0046287896,-0.00245737,0.00013148476,0.0028981857,0.003917066,0.0019219494,-0.0029738331,-0.006754113,0.0030233162,0.0013066252,0.0009277253,0.0039913817,0.0024561298,0.0010605884,-0.0018521074,-0.0015841505,-0.0015295132,-0.0011574465,0.0022004694,-0.0015283859,0.0024829714,0.0016735048,-9.38314e-05,-0.0025988587,0.0020587102,-0.003836701,-0.0032243812,-0.003092898,0.0026932312,0.0007019968,0.0011589131,-0.0019794886,0.0022756387,-0.00011890733,-0.0013086214,0.0008088225,-0.00097233,-0.0009748645,0.0013462924,0.00029975805,-0.004377227,0.0006278766,-0.002056634,0.0054683234,0.0018429358,-0.0009980713,-0.00038124566,0.002616253,-0.0001970193,-0.0030000175,0.0010973383,-0.0020784438,-0.0024958446,0.0005255415,-0.0012006883,0.004532608,0.0012219766,-0.0007793908,0.0009850146,-0.00028564892,-0.0042670825,0.0037805825,-0.0021272195,0.0019625907,0.0055895406,-0.0014349415,0.0019132349,0.0009931717,-0.0025654337,-0.002905846,0.0053030527,-0.00074915047,0.0035247086,0.00014116064,0.0016917388,0.0022998424,0.003249939,-0.00011280801,0.00040192727,0.0030264691,-0.0014079455,-0.0023975845,0.00070995867,0.0061566895,0.0014343243,0.00358972,-0.00015185196,-0.003167954,-0.0018450108,0.0011357352,0.0026949174,-0.0031743026,0.00012361153,-0.0006263955,0.0022347937,-0.00014974864,-0.002392,2.6402333e-05,-0.0017704723,-0.004794368,-0.0024520163,-0.0006077372,-0.0010122684,0.007868629,-0.0023272426,-0.0010698456,0.002428959
