gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65,phi_66,phi_67,phi_68,phi_69,phi_70,phi_71,phi_72,phi_73,phi_74,phi_75,phi_76,phi_77,phi_78,phi_79,phi_80,phi_81,phi_82,phi_83,phi_84,phi_85,phi_86,phi_87,phi_88,phi_89,phi_90
HSPA5,0.003927747,-5.689879e-15,0.0088518355,-4.1076634e-27,1.0730455e-26,7.77617e-14,-3.388952e-08,9.6895606e-21,-3.1163584e-06,1.3650013e-16,-5.1e-42,1.9739748e-27,4.6107957e-08,4.475097e-24,-7.125208e-14,3.1693234e-33,-3.159904e-36,-7.909714e-24,3.2854184e-19,3.1109456e-29,2.6823772e-17,-4.2098474e-26,-5.066e-42,9.691736e-34,1.9436368e-19,0.019564485,3.4124585e-26,7.516856e-26,5.4990585e-14,-7.649826e-08,2.914716e-20,-7.3020487e-06,-9.098761e-16,-2.613e-42,-8.106628e-27,9.8127735e-08,6.3963036e-38,2.537094e-37,-1.800815e-34,1.4644422e-29,4.5540487e-36,-2.6583748e-28,5.558714e-34,4.97e-42,-1.9072753e-37,-6.0599997e-31,-2.8961555e-38,8.053345e-34,1.01049775e-29,1.7586344e-37,-1.8115946e-29,7.9031005e-35,5.021e-42,-9.2777836e-38,-9.976964e-31,5.792678e-24,5.277887e-19,1.6822018e-30,-5.833693e-17,-5.8592397e-27,5.012e-42,7.797409e-35,-7.691804e-19,2.9868396e-13,1.9606746e-25,2.784656e-11,2.2281792e-22,-5.162e-42,2.6233654e-30,-4.0130646e-13,2.6898436e-36,1.0034416e-23,-7.1524876e-32,-5.235e-42,4.455739e-36,-2.7539854e-25,2.7201428e-09,4.3163365e-19,-5.361e-42,-3.252457e-30,-3.546201e-11,5.99971e-28,5.153e-42,-1.30289985e-33,-7.081305e-21,-5.146e-42,6.012e-42,5.112e-42,1.1037224e-37,2.9010997e-30,5.55427e-13
SH2D3C,0.00017491584,6.975304e-17,0.00025189627,5.8101657e-28,-1.07385e-26,2.9995114e-15,-3.7235678e-10,7.450104e-22,-9.63214e-08,-7.869333e-18,5.211e-42,-1.7433552e-28,4.5009e-10,-6.2500483e-27,1.2900683e-15,4.958837e-35,-2.0746682e-36,4.01504e-25,2.5783064e-21,-2.151928e-31,9.853748e-20,-7.743525e-28,-4.142e-42,-1.338809e-35,-3.6553285e-21,-3.7375346e-06,1.3700125e-27,-3.5219731e-28,-5.96375e-14,1.4317028e-09,-5.9480264e-22,9.405467e-08,-7.1621116e-17,1.432e-42,6.0499742e-27,-1.6671406e-09,1.14364e-39,1.63319e-40,3.8959877e-32,-1.0249076e-31,2.2765673e-36,3.934757e-29,2.9045126e-36,5.7e-42,-4.0636203e-37,3.9912994e-31,5.2612e-41,-3.4641864e-35,-8.76398e-32,-1.2832695e-38,-4.960145e-30,-9.512396e-36,-5.333e-42,-7.234e-41,-8.40302e-33,-4.893775e-26,5.0457815e-21,-4.006443e-32,3.0191896e-19,-1.0240596e-26,-5.125e-42,2.0837189e-35,-3.560907e-19,-3.4925248e-15,5.632044e-27,-8.8461736e-14,-3.549537e-23,5.317e-42,1.0784318e-32,-5.6176995e-15,-5.1812705e-34,5.742876e-24,1.1505977e-32,-5.084e-42,2.75947e-38,-4.9905317e-27,-1.24643915e-11,-1.2729603e-20,-5.147e-42,3.4552542e-31,7.4318786e-14,-1.6330077e-29,6.007e-42,3.011967e-35,1.1031464e-21,4.942e-42,5.984e-42,-4.998e-42,4.825e-42,1.2918512e-31,1.1744489e-14
ENG,6.962296e-05,-6.90612e-15,8.989239e-05,5.869691e-27,8.575805e-29,1.7645655e-15,-3.2574554e-10,1.7206603e-22,-7.764752e-08,-6.60859e-17,4.958e-42,-2.1898998e-28,2.9012954e-09,1.484887e-25,-1.12764116e-14,-2.5199686e-35,6.329619e-36,-6.994898e-27,7.18168e-21,-7.202658e-33,3.7023856e-18,4.718408e-27,-5.328e-42,-1.557688e-36,-6.2367556e-21,0.00021621406,3.4471967e-28,-8.98443e-28,6.212496e-15,-2.8624711e-09,9.271657e-22,-9.119158e-08,-5.0052193e-17,5.033e-42,-2.3937872e-28,3.633422e-09,1.9254e-40,1.00169e-40,-5.357561e-35,-1.1528304e-32,-2.1646949e-38,6.674119e-30,-5.6754685e-36,4.916e-42,2.7226e-40,-9.194446e-31,3.9965e-41,-3.140369e-36,-7.558221e-33,-1.349886e-38,5.255041e-31,3.752467e-35,4.3213e-41,-2.2094e-41,-1.4376493e-32,1.6051728e-26,-3.1846053e-20,-2.869347e-32,-4.59052e-18,-2.024924e-26,-5.123e-42,5.0745206e-33,1.350364e-20,3.564541e-15,1.0186265e-27,3.3295795e-13,3.173711e-23,5.317e-42,-1.044653e-31,-1.957111e-14,-4.1467962e-35,-2.0836725e-25,5.837497e-33,-5.054e-42,-1.810681e-39,2.8287972e-28,4.1300317e-11,7.4479866e-20,5.263e-42,4.4002755e-31,-2.5638534e-12,-1.8918857e-27,5.559e-42,-3.759917e-38,-1.1269016e-21,-4.931e-42,5.127e-42,1.3998e-41,6.701e-42,5.898937e-31,7.303116e-15
PIP5KL1,5.0771596e-05,-4.5329773e-16,9.315997e-05,-8.724526e-27,1.2642816e-28,9.705881e-16,-4.8862975e-10,4.2066415e-22,-3.409651e-08,-1.2776247e-16,5.245e-42,-3.7048614e-27,1.2119604e-09,4.389135e-27,-7.1530524e-16,-5.0223524e-34,-5.0041338e-36,-1.033075e-26,7.8678324e-20,-9.3894686e-32,3.0117193e-18,-9.0627733e-29,-6.149e-42,2.2279857e-33,-4.7989336e-21,0.00018638262,6.192234e-28,1.7779251e-27,-5.8288853e-16,-6.205045e-10,1.1916629e-21,-5.66905e-08,-1.0809791e-17,1.7481e-41,-2.2923446e-28,1.6856742e-09,-7.28038e-40,1.671842e-39,-3.732886e-33,-4.7608676e-30,-1.8711948e-37,8.7985237e-29,6.792334e-36,-5.672e-42,-1.0365e-41,2.2933541e-30,5.168e-42,-1.1615745e-35,3.9002382e-32,1.909404e-39,6.35962e-30,-1.9138654e-36,-6.195e-42,1.5615e-41,-4.8089768e-33,1.3192453e-24,-1.250731e-19,8.034949e-32,-1.2111303e-17,-6.061846e-26,-5.3e-42,2.677683e-33,1.5009274e-19,2.7559833e-15,2.876576e-27,6.6277347e-14,1.855019e-21,-5.667e-42,3.4373506e-32,-3.845954e-15,1.0906657e-35,-1.0259241e-23,1.212863e-30,5.281e-42,2.811943e-38,4.0483876e-27,2.1095509e-11,-1.0944938e-21,-3.69e-42,1.2620419e-30,-7.762787e-13,5.504479e-28,5.155e-42,4.749708e-36,-3.418955e-23,-4.91e-42,-6.226e-42,5.115e-42,-6.9028e-41,2.7696214e-33,1.27788e-14
SET,0.012893885,-1.1452239e-13,0.031275254,-3.3481318e-26,8.5532274e-27,2.909288e-13,-1.3082696e-07,2.6487911e-20,-1.1033775e-05,-1.8655583e-15,-5.368e-42,-1.29208506e-26,1.7078304e-07,6.3336863e-25,-2.58135e-13,1.8766764e-33,-4.0498614e-34,-2.3769448e-24,1.1562866e-18,2.6079593e-31,7.75392e-17,1.783078e-26,5.056e-42,-1.377019e-34,-1.2396927e-18,0.07604145,-8.7127327e-26,2.36045e-26,5.185723e-13,-3.0312899e-07,8.1395606e-20,-2.7588358e-05,-4.6714354e-15,5.598e-42,-3.3790293e-26,4.1552443e-07,1.2871351e-38,4.755669e-38,-1.1122165e-32,-9.186209e-30,-8.828174e-37,5.048761e-28,2.4324227e-34,5.144e-42,1.5261768e-37,-2.752853e-29,4.41163e-39,1.7605563e-35,-7.362122e-31,5.3331043e-38,-1.1665127e-30,-6.5562236e-36,3.477e-42,-1.394505e-39,5.971698e-30,5.729254e-24,-2.666557e-18,1.6859642e-30,-1.931596e-16,-2.6556725e-26,-5.667e-42,-1.5040217e-34,2.4805867e-18,1.25908e-12,-9.019833e-25,1.0901379e-10,1.406184e-20,5.188e-42,3.1240702e-31,-1.522158e-12,3.0012239e-33,-4.4944975e-23,3.8446597e-32,1.3015e-41,3.4083706e-37,5.4596033e-25,9.831587e-09,1.5186404e-18,-6.014e-42,2.4018334e-30,-1.3892713e-10,4.097223e-28,5.744e-42,-1.6480541e-35,-1.3591624e-20,-4.984e-42,5.008e-42,-5.867e-42,8.3789706e-38,-3.6330075e-32,2.2255513e-12
ZDHHC12,0.0066394913,-5.5850347e-14,0.013416456,-9.43547e-26,1.3976185e-28,8.401137e-14,-4.5548216e-08,4.5980298e-20,-4.525673e-06,2.0806423e-16,-5.524e-42,-3.6657428e-28,5.963641e-08,4.4987293e-25,-9.114858e-14,-5.072504e-34,1.14201e-34,-1.0946642e-24,-2.1042667e-19,1.21707074e-29,3.5892647e-17,-1.1768337e-26,-5.258e-42,1.2943672e-32,2.3371787e-19,0.026707584,1.5705513e-25,-4.6823964e-26,-4.2847765e-14,-9.7146355e-08,1.2071314e-19,-1.0066764e-05,-1.414997e-15,-5.108e-42,-2.946285e-26,1.3767259e-07,5.261027e-37,6.697251e-39,4.276739e-34,-8.45453e-30,-9.5864714e-36,-3.1414945e-29,6.336318e-36,-5.091e-42,-2.6418664e-37,8.392761e-30,-5.752926e-39,1.2809626e-34,4.7667052e-30,-1.981175e-37,-6.0456306e-30,-5.1384988e-36,6.126e-42,-9.03639e-40,1.6785509e-31,-3.5985589e-25,-3.501467e-19,-9.172694e-30,-2.5116772e-17,-1.5618007e-26,4.98e-42,-5.975135e-34,1.1997497e-18,3.550376e-13,2.948353e-25,3.677485e-11,-3.1888572e-21,-4.916e-42,1.7340787e-31,-3.8528048e-13,-7.1989304e-34,6.3505007e-24,-3.3087566e-31,-5.133e-42,-3.3700107e-37,-3.8254082e-25,3.856302e-09,4.7685396e-19,5.36e-42,6.4295775e-29,-3.9719582e-11,1.6259893e-27,-6.04e-42,1.0343164e-34,3.6655834e-21,-4.994e-42,-4.912e-42,-5.246e-42,-2.9208093e-37,1.2557613e-30,3.591321e-13
IER5L,0.0009313541,-8.4642994e-15,0.0016609724,-5.1462836e-27,-1.142168e-26,1.8396548e-14,-8.09262e-09,1.5636205e-21,-7.068452e-07,-1.5258448e-16,-4.972e-42,5.9467016e-28,1.0848532e-08,3.8454884e-25,-1.8321102e-14,2.7830684e-35,3.56101e-35,-2.1793325e-25,8.2813775e-20,-2.6386538e-31,4.7235007e-18,2.2868213e-27,5.067e-42,1.3638479e-34,-3.1454908e-19,0.0025869736,-1.0027795e-25,9.6364617e-26,2.7507942e-14,-1.5990512e-08,1.8746842e-20,-1.2182168e-06,-1.5494747e-16,5.942e-42,-3.6892128e-26,2.0669756e-08,2.227529e-39,2.45191e-40,4.797045e-34,4.6712434e-30,-7.830379e-38,-2.3580671e-29,6.492006e-34,-5.352e-42,1.054743e-39,6.111667e-30,5.520376e-38,-6.778483e-35,-7.5297084e-32,-6.485844e-38,2.9984734e-29,-5.494615e-36,4.94e-42,-1.79021e-40,5.1120203e-33,1.5085876e-24,-1.734506e-19,4.4328094e-31,-2.924477e-17,-2.525153e-27,5.011e-42,-1.6048927e-33,2.3467215e-19,6.4920955e-14,1.5045882e-24,6.195859e-12,1.331191e-21,-4.906e-42,1.7700923e-31,-8.5693585e-14,-3.4949717e-33,-2.4904809e-23,-1.0597136e-31,5.363e-42,5.939468e-39,4.1365314e-26,5.0090293e-10,1.1993825e-19,4.923e-42,6.408453e-31,-8.4590755e-12,6.2774206e-29,-5.12e-42,-2.6597255e-36,-1.8832824e-21,5.07e-42,-5.064e-42,-5.05e-42,-2.6586968e-37,-5.1940427e-30,1.1395332e-13
C9orf106,1.9068477e-05,2.5279038e-17,-1.0587933e-05,-5.69285e-29,-3.8937564e-29,-9.231938e-17,3.5950723e-10,-3.5380935e-20,-2.5875038e-09,3.0098952e-19,4.97e-42,1.3600457e-27,-3.6036965e-11,-4.4545673e-27,3.6572714e-14,-5.217359e-34,8.201909e-35,2.048158e-26,-1.8133751e-19,5.110374e-32,-3.064005e-19,-2.6031832e-28,-5.695e-42,-5.8619864e-36,1.3986366e-20,-2.8732798e-05,-9.00212e-28,1.0914206e-27,-5.80234e-15,9.471879e-10,-2.672617e-21,1.2231494e-07,6.6548705e-16,-5.064e-42,-4.5674073e-31,-2.44209e-09,1.98584e-40,3.2527e-40,1.545135e-35,8.14261e-32,-3.0393284e-38,3.2919424e-29,2.0647694e-34,6.28e-42,4.82885e-40,1.6597384e-30,-2.4552e-41,1.0728983e-34,-1.7933915e-32,3.97485e-40,-1.6270553e-31,1.851817e-37,5.628e-42,-2.447e-42,1.5396048e-32,-4.357239e-25,8.312418e-21,-1.4739649e-32,1.8517187e-18,-4.6626204e-29,2.485e-42,5.0448763e-37,-1.7207466e-19,-9.916376e-15,2.3142246e-27,-8.7419476e-13,-3.631335e-23,-5.178e-42,2.6740853e-31,1.58731e-14,7.893892e-34,1.7504427e-25,1.58071e-33,-5.056e-42,-3.912647e-39,1.9179807e-27,-5.189314e-11,-1.5074433e-20,4.65e-43,3.7631923e-31,1.176988e-12,6.6031185e-31,5.892e-42,1.5798238e-36,4.2411822e-23,-5.204e-42,2.3856e-41,-5.256e-42,6.15771e-40,1.2569848e-32,-2.3440195e-14
PTGES,9.1039714e-05,-3.4646673e-16,4.4484645e-05,3.5584972e-28,1.0616062e-29,-3.961509e-15,-3.7917294e-11,2.7373696e-22,-3.5264527e-08,-7.763421e-18,5.61e-42,-3.122982e-28,4.229458e-10,5.1174848e-27,2.1644768e-16,3.6317796e-34,2.4914319e-36,9.7353213e-26,-6.069614e-20,1.731863e-32,-9.984472e-19,-9.1400705e-29,-5.1e-42,-4.605003e-36,3.4585088e-22,-5.545132e-05,-2.3388214e-28,-9.155463e-29,-2.824991e-15,1.4491931e-09,-2.8984209e-21,1.0681348e-07,2.4243181e-16,-3.355e-42,1.2126062e-27,-7.7357015e-10,-4.39243e-40,-6.6881e-41,-1.1679207e-35,2.0062296e-30,-3.2686904e-38,-8.7900634e-29,1.3989449e-36,-4.928e-42,-2.2394697e-38,4.5824843e-32,-6.0406e-41,8.434432e-36,5.0743494e-33,-1.1847363e-37,-2.4638423e-31,-8.110023e-37,-5.963e-42,-2.6437e-41,1.6834452e-31,1.8547789e-26,-1.844003e-21,-4.3641418e-32,5.5302347e-18,-1.6527212e-30,5.287e-42,1.8660464e-34,5.4973376e-22,-4.5465874e-15,2.9751211e-27,-7.3222326e-13,-1.7868888e-23,5.734e-42,-4.2812427e-34,4.0239507e-15,6.2689005e-36,-1.5951396e-24,-4.861311e-33,-5.933e-42,-3.793763e-39,-2.3151404e-26,-1.8059935e-11,-2.7796336e-21,-5.33e-42,1.4343944e-31,-9.526982e-14,3.9757216e-30,6.082e-42,6.14519e-36,6.155543e-23,5.291e-42,5.162e-42,-5.122e-42,-2.472e-42,4.7374905e-31,-3.8601497e-14
USP20,0.0062109237,-7.128273e-14,0.012716711,-6.8573577e-26,3.3484653e-27,1.4496013e-13,-6.078573e-08,1.8764371e-20,-5.103543e-06,-1.2814589e-15,5.419e-42,-2.3140303e-27,8.221903e-08,7.408805e-25,-1.4363737e-13,7.299225e-34,4.9456767e-34,-1.3415101e-24,7.593145e-19,7.05309e-30,5.0703412e-17,2.5749898e-26,-4.913e-42,-1.3940715e-32,-8.2449517e-19,0.026198525,-1.0127947e-25,8.579667e-27,3.0037957e-13,-1.2645069e-07,2.8022834e-20,-1.0733043e-05,-2.3506583e-15,-5.431e-42,-5.514719e-27,1.7538278e-07,-3.711141e-39,-2.33545e-40,8.505836e-32,1.9989084e-29,1.4087078e-34,-4.0448053e-29,-3.56376e-34,5.171e-42,-1.2826349e-37,2.3744993e-30,5.98734e-40,-1.0574064e-34,1.6915367e-30,1.23592e-36,-3.0140465e-30,1.1925229e-35,-4.907e-42,-8.62077e-40,-3.4274058e-31,3.8192823e-24,-1.2930376e-18,-1.5020464e-30,-1.1207086e-16,7.818902e-26,5.104e-42,4.2762965e-34,1.7366775e-18,5.4820986e-13,-5.0661806e-26,4.7371895e-11,1.3873347e-20,4.983e-42,-4.0623606e-30,-7.4485714e-13,-2.974097e-34,-2.8141335e-23,-8.011318e-32,9.904e-42,-1.4560501e-36,4.652801e-25,4.1310693e-09,8.74709e-19,-5.066e-42,9.7270223e-29,-6.5485964e-11,1.4288899e-28,5.719e-42,-2.73836e-35,-1.4562822e-20,5.175e-42,-1.202e-42,-5.792e-42,1.438275e-39,5.7550685e-31,1.0222505e-12
FNBP1,0.004056704,-1.4803076e-14,0.007126804,-7.4476165e-27,9.558254e-28,2.654328e-14,-2.3769534e-08,1.3554842e-20,-2.4103117e-06,-2.4443304e-16,5.067e-42,-5.7079965e-28,3.8094672e-08,3.240511e-24,-5.3859894e-15,1.2574013e-33,1.8816097e-34,-2.0635555e-25,-2.2285218e-19,4.4594287e-30,3.6855603e-18,4.266703e-27,5.125e-42,-1.712675e-34,-2.9850136e-19,0.011747678,1.2990023e-27,-1.2375684e-25,1.3368084e-14,-4.5320604e-08,-1.7630564e-19,-4.5392303e-06,-2.2566414e-16,-5.88e-42,-2.303442e-27,4.033751e-08,-1.1995515e-36,1.161661e-37,-1.8846172e-33,-1.1869551e-30,-5.318434e-37,5.033883e-29,9.58434e-35,5.776e-42,7.576419e-39,2.998423e-29,2.1253485e-38,-5.018539e-34,-5.4142253e-32,-3.872314e-38,1.1970104e-29,-1.7774756e-35,-5.6e-42,5.83422e-40,-4.2348153e-31,3.4320057e-25,2.3493038e-19,-1.4343473e-30,-6.3288432e-18,2.7350031e-27,-4.907e-42,1.556162e-34,-2.2238058e-18,1.5292208e-13,2.938985e-25,1.6021316e-11,-5.7512576e-21,-5.045e-42,-1.2304244e-29,-1.9639683e-13,-8.468163e-34,6.580022e-23,8.5649916e-32,-5.283e-42,-1.31916785e-36,1.2971314e-25,1.8669792e-09,1.219585e-19,5.136e-42,1.9264901e-28,-2.3311322e-11,7.258593e-28,-5.03e-42,1.7247597e-33,-3.6825002e-21,4.987e-42,4.92e-42,-5.167e-42,1.0675396e-37,1.1547028e-30,7.969852e-14
NTNG2,0.00022905637,-2.2233507e-15,0.0003106275,-2.7228018e-29,3.6480939e-28,3.2537267e-15,-1.436219e-09,5.9838116e-22,-1.4220544e-07,-7.035569e-17,-5.577e-42,2.6851608e-27,2.2887574e-09,1.5793615e-26,-2.634025e-15,-6.5061626e-35,-1.9320265e-37,-1.5315158e-25,1.4642627e-20,-1.2695314e-31,1.2014988e-18,1.018555e-27,-5.164e-42,-2.2095983e-35,-1.687417e-20,0.00011574581,-3.8177625e-28,5.991416e-28,4.726272e-15,-1.7883804e-09,7.6628706e-22,-1.6273016e-07,-7.624962e-17,-6.026e-42,-6.1495665e-29,2.5092843e-09,-2.89358e-39,-1.39304e-40,-1.8712827e-34,-3.272461e-31,5.653134e-39,-6.453776e-30,-4.9328154e-37,4.996e-42,-3.530693e-39,1.8370579e-31,1.3014e-41,3.967387e-34,-5.052164e-33,1.2048071e-38,2.6244113e-31,9.213813e-37,-5.901e-42,-2.43317e-40,-1.15869345e-32,8.1456994e-26,-2.9674255e-20,-2.0477411e-32,-2.0294996e-18,-2.431215e-28,-5.092e-42,-1.8442622e-35,7.319571e-20,2.2803375e-14,-9.020976e-27,9.143367e-13,2.0851703e-22,5.504e-42,-3.67623e-32,-1.4995238e-14,-3.024152e-36,-7.0034085e-25,-1.3498426e-32,-5.073e-42,3.8118505e-38,1.4644623e-26,7.1008394e-11,1.9985952e-20,6.122e-42,1.4911463e-31,-1.2454159e-12,4.778619e-30,-5.53e-42,5.3398847e-34,-3.6510103e-22,-4.983e-42,5.62e-42,7.1e-44,-6.838e-41,-4.8277732e-32,1.9122836e-14
RPL7A,0.02112673,-2.1184748e-13,0.044336174,-5.2744824e-26,1.24332075e-26,4.2814783e-13,-1.9940622e-07,6.018651e-20,-1.7315293e-05,-3.3891444e-15,5.081e-42,-2.2344046e-26,2.6654718e-07,1.9131437e-24,-4.0464152e-13,2.3319235e-33,1.4702629e-34,-3.9108478e-24,1.6784222e-18,2.6005692e-31,1.5650718e-16,2.652447e-26,4.917e-42,1.9484023e-34,-2.3996692e-18,0.09064202,-1.0183408e-25,3.23581e-26,8.97016e-13,-3.972122e-07,1.263269e-19,-3.506753e-05,-6.6004826e-15,-6.176e-42,-3.310092e-26,5.418579e-07,4.174206e-39,-6.215033e-39,2.8174623e-34,1.8998648e-30,5.496377e-37,1.4322718e-28,2.9788636e-34,-5.101e-42,-6.949356e-39,-4.0098136e-30,1.24414e-40,-1.2671106e-34,-3.194171e-31,-1.4011973e-37,-8.207913e-30,8.2879656e-36,-5.779e-42,1.634745e-39,-2.705458e-31,8.132227e-24,-3.5577563e-18,1.951141e-30,-3.151343e-16,-5.869677e-26,-5.769e-42,1.8487172e-34,4.9557176e-18,1.6330358e-12,-4.7927397e-25,1.452836e-10,2.7132015e-20,-5.148e-42,3.055516e-30,-2.2710455e-12,-3.957084e-34,-4.1938436e-23,-1.5523796e-31,-4.868e-42,-4.4630737e-37,7.911265e-25,1.3430118e-08,2.411388e-18,5.657e-42,2.7497573e-29,-1.9669381e-10,4.1680957e-28,-6.234e-42,4.2967808e-35,-3.7267307e-20,6.038e-42,-5.308e-42,-4.919e-42,2.2851181e-38,-1.2526988e-31,3.092855e-12
SLC2A6,0.0014413584,-5.7873806e-15,0.0018191527,-5.515236e-27,8.594935e-28,1.6514335e-14,-6.3771837e-09,6.040718e-22,-7.968173e-07,-6.2868215e-16,4.954e-42,6.1346415e-28,8.364698e-09,1.0466792e-24,-8.777036e-15,2.168399e-34,-3.5738888e-35,-1.1558941e-24,2.934218e-20,1.2471796e-30,5.0102938e-18,-2.1593698e-27,4.91e-42,3.9631598e-36,-8.702877e-20,0.0006914578,1.968976e-25,-6.09977e-27,1.9167707e-14,-5.8141576e-09,2.6688772e-22,-5.902541e-07,-1.651824e-16,-5.556e-42,7.2443465e-28,1.0567922e-08,5.7666e-40,1.423644e-39,4.317072e-33,-6.2240743e-31,-5.8648315e-38,1.2779644e-29,4.4325653e-35,4.913e-42,2.5974e-39,-4.2376786e-30,6.6688e-40,-1.34651635e-36,-1.4546375e-32,9.261226e-37,-1.122797e-31,-2.3609791e-35,2.1975e-41,-2.29657e-40,1.4986116e-32,-8.389805e-24,-3.8856764e-20,9.7390953e-32,-9.386551e-18,3.875456e-26,-5.141e-42,-2.641687e-35,1.2709494e-18,4.0913487e-14,-1.5497408e-26,3.809736e-12,6.3903766e-21,4.955e-42,-4.1764818e-32,-3.178373e-14,1.1707617e-34,-1.7446481e-24,5.009963e-31,5.255e-42,-8.1731635e-38,2.4566918e-27,3.5296152e-10,5.35753e-22,5.702e-42,-7.306545e-31,-3.6215109e-12,1.7120575e-29,-5.08e-42,1.5811382e-36,-1.2108045e-21,-5.265e-42,5.052e-42,-4.977e-42,7.24707e-40,-1.0066574e-31,4.963601e-14
PAEP,-2.5633722e-06,1.4259544e-16,-2.5852385e-05,5.722531e-29,1.593811e-29,-7.118506e-15,9.075628e-11,-3.1402672e-23,1.775578e-08,8.505147e-18,-5.269e-42,5.475645e-29,-1.2212361e-09,-1.8691056e-27,3.2471037e-16,4.3342194e-34,-1.1835413e-35,-3.3127565e-28,-2.3837392e-21,7.7450075e-33,-1.1390411e-19,2.759714e-28,5.223e-42,7.8896e-37,1.405334e-21,-4.3454747e-05,-2.648515e-29,-4.4817094e-29,-1.0414137e-15,1.3731188e-10,1.2983112e-22,5.4692556e-08,8.45917e-18,-5.003e-42,2.7107268e-29,-8.0168805e-10,-1.4244e-40,-9.6613e-41,2.2107143e-35,4.357558e-32,5.3309603e-38,-1.4374815e-30,4.744926e-37,5.136e-42,-1.07673e-40,2.8687702e-32,-1.1016e-41,5.5935e-36,-1.177573e-33,2.799024e-39,1.7706815e-31,5.360695e-37,5.339e-42,-5.9746e-41,3.1073275e-33,-1.5491721e-26,2.841817e-20,-2.7905387e-32,4.529992e-18,7.3047495e-29,-4.938e-42,-1.0025191e-35,-4.2681676e-22,-8.074403e-16,-1.6604305e-27,-1.8982725e-13,-4.0682286e-23,-6.183e-42,2.2041095e-32,2.2421826e-15,5.4164698e-36,8.395202e-26,6.2924787e-34,5.06e-42,-1.7391686e-38,-2.106647e-27,-1.624374e-11,-5.1587547e-21,4.979e-42,-1.7174685e-31,9.073524e-14,-8.397168e-31,5.085e-42,2.121874e-37,2.173146e-23,-5.743e-42,4.919e-42,5.511e-42,5.412e-42,1.8969968e-32,-1.8151395e-15
NALT1,2.184134e-05,-2.3056623e-16,3.128281e-05,1.3367711e-27,-4.510506e-28,-7.924324e-16,-6.000018e-11,-1.2670865e-20,1.9458227e-08,-8.376574e-17,-5.794e-42,-6.7417743e-29,1.3188507e-10,-4.3781395e-28,-1.5972312e-14,-7.887731e-33,-2.5228197e-36,1.4164287e-26,-1.3624134e-21,-3.2563933e-29,-6.9766863e-19,-1.2575269e-28,-5.167e-42,-5.8896367e-36,3.345445e-21,2.2306467e-05,1.6822694e-27,-7.041868e-29,-6.9121874e-15,3.882064e-10,1.30264686e-20,8.432184e-09,-2.5948296e-16,1.7519e-41,5.562533e-28,-2.8780691e-09,1.9164727e-37,2.02022e-40,5.944415e-34,-4.7907703e-30,-9.934698e-38,-5.9271325e-30,-9.019956e-36,-5.008e-42,-1.425746e-39,6.771539e-30,-1.26914e-40,2.9253166e-37,-3.294477e-33,-1.2072353e-38,1.1340609e-30,-7.3797185e-35,-5.158e-42,9.01488e-40,-6.4680614e-33,-1.2444269e-26,-1.437182e-19,5.1505825e-32,4.905641e-19,5.401675e-29,-5.155e-42,1.2340952e-34,3.7917698e-20,4.5165157e-16,-3.6196195e-26,-4.3535084e-13,-4.0100877e-22,5.14e-42,-2.4019797e-32,2.002547e-14,-4.9108196e-36,-4.489762e-24,-7.481779e-32,5.4e-42,6.442888e-38,-6.0881923e-27,-1.3651779e-11,-9.998625e-22,9.101e-42,4.3257523e-30,1.0042041e-12,-3.5824174e-30,5.283e-42,-3.214155e-36,6.727204e-23,4.98e-42,5.116e-42,5.179e-42,3.06984e-40,2.4262663e-32,-2.5843187e-14
